outer_fold,model,family,criterion_id,label,probability
0,01-ai/Yi-1.5-6B,yi,ifb_0055_c01,1,0.6781122853229886
0,01-ai/Yi-1.5-6B,yi,ifb_0055_c02,1,0.6346845994279248
0,01-ai/Yi-1.5-6B,yi,ifb_0055_c03,1,0.582856874148123
0,01-ai/Yi-1.5-6B,yi,ifb_0057_c01,0,0.13306112567428877
0,01-ai/Yi-1.5-6B,yi,ifb_0057_c02,0,0.13303716397076887
0,01-ai/Yi-1.5-6B,yi,ifb_0057_c03,0,0.16370373251471174
0,01-ai/Yi-1.5-6B,yi,ifb_0072_c01,0,0.3591989250097458
0,01-ai/Yi-1.5-6B,yi,ifb_0072_c02,0,0.2224796194970129
0,01-ai/Yi-1.5-6B,yi,ifb_0074_c01,1,0.21947204167295556
0,01-ai/Yi-1.5-6B,yi,ifb_0074_c02,1,0.1749825459859869
0,01-ai/Yi-1.5-6B,yi,ifb_0076_c01,1,0.20701059372449224
0,01-ai/Yi-1.5-6B,yi,ifb_0076_c02,1,0.16350015351179806
0,01-ai/Yi-1.5-6B,yi,ifb_0086_c01,0,0.6423029269987747
0,01-ai/Yi-1.5-6B,yi,ifb_0086_c02,0,0.9693887699448988
0,01-ai/Yi-1.5-6B,yi,ifb_0088_c01,0,0.18633872818724603
0,01-ai/Yi-1.5-6B,yi,ifb_0088_c02,0,0.267902293320607
0,01-ai/Yi-1.5-6B,yi,ifb_0088_c03,0,0.048567191823065715
0,01-ai/Yi-1.5-6B,yi,ifb_0088_c04,0,0.16893215138868548
0,01-ai/Yi-1.5-6B,yi,ifb_0092_c01,0,0.7915036373382452
0,01-ai/Yi-1.5-6B,yi,ifb_0092_c02,0,0.24015122130023506
0,01-ai/Yi-1.5-6B,yi,ifb_0097_c01,1,0.3744404434479064
0,01-ai/Yi-1.5-6B,yi,ifb_0097_c02,1,0.11555584022374385
0,01-ai/Yi-1.5-6B,yi,ifb_0104_c01,0,0.3970436389457909
0,01-ai/Yi-1.5-6B,yi,ifb_0104_c02,0,0.48240170358022244
0,01-ai/Yi-1.5-6B,yi,ifb_0106_c01,1,0.34083973337326495
0,01-ai/Yi-1.5-6B,yi,ifb_0106_c02,1,0.052134673426127945
0,01-ai/Yi-1.5-6B,yi,ifb_0108_c01,1,0.4426878691670013
0,01-ai/Yi-1.5-6B,yi,ifb_0108_c02,1,0.19508510211745952
0,01-ai/Yi-1.5-6B,yi,ifb_0108_c03,0,0.009198825584137246
0,01-ai/Yi-1.5-6B,yi,ifb_0119_c01,1,0.7661903020697384
0,01-ai/Yi-1.5-6B,yi,ifb_0119_c02,1,0.7185088434738551
0,01-ai/Yi-1.5-6B,yi,ifb_0119_c03,1,0.6834770999122983
0,01-ai/Yi-1.5-6B,yi,ifb_0119_c04,1,0.32951378024176187
0,01-ai/Yi-1.5-6B,yi,ifb_0121_c01,0,0.34163223519684094
0,01-ai/Yi-1.5-6B,yi,ifb_0121_c02,0,0.34163223519684094
0,01-ai/Yi-1.5-6B,yi,ifb_0121_c03,0,0.04050550419991517
0,01-ai/Yi-1.5-6B,yi,ifb_0123_c01,0,0.4467796096447617
0,01-ai/Yi-1.5-6B,yi,ifb_0123_c02,0,0.23158533971478537
0,01-ai/Yi-1.5-6B,yi,ifb_0133_c01,0,0.7997317584653533
0,01-ai/Yi-1.5-6B,yi,ifb_0133_c02,0,0.6385679714793138
0,01-ai/Yi-1.5-6B,yi,ifb_0136_c01,0,0.13861093878516415
0,01-ai/Yi-1.5-6B,yi,ifb_0136_c02,0,0.34163289473221375
0,01-ai/Yi-1.5-6B,yi,ifb_0138_c01,0,0.4612177864349478
0,01-ai/Yi-1.5-6B,yi,ifb_0138_c02,0,0.040775315398623974
0,01-ai/Yi-1.5-6B,yi,ifb_0140_c01,0,0.39992457943449333
0,01-ai/Yi-1.5-6B,yi,ifb_0140_c02,1,0.06711738853668513
0,01-ai/Yi-1.5-6B,yi,ifb_0142_c01,0,0.1018986660576897
0,01-ai/Yi-1.5-6B,yi,ifb_0142_c02,0,0.1303892734677125
0,01-ai/Yi-1.5-6B,yi,ifb_0154_c01,0,0.021829015861025047
0,01-ai/Yi-1.5-6B,yi,ifb_0154_c02,0,0.0017417447811814435
0,01-ai/Yi-1.5-6B,yi,ifb_0154_c03,0,0.0002667955773720239
0,01-ai/Yi-1.5-6B,yi,ifb_0159_c01,0,0.14057872518801218
0,01-ai/Yi-1.5-6B,yi,ifb_0159_c02,0,0.0009382303610126758
0,01-ai/Yi-1.5-6B,yi,ifb_0159_c03,0,0.06345117367478471
0,01-ai/Yi-1.5-6B,yi,ifb_0164_c01,0,0.11063717346476622
0,01-ai/Yi-1.5-6B,yi,ifb_0164_c02,0,0.12997160736366972
0,01-ai/Yi-1.5-6B,yi,ifb_0167_c01,1,0.7883619837643272
0,01-ai/Yi-1.5-6B,yi,ifb_0167_c02,0,0.4533201585836715
0,01-ai/Yi-1.5-6B,yi,ifb_0169_c01,0,0.33806907295967914
0,01-ai/Yi-1.5-6B,yi,ifb_0169_c02,0,0.07515867466700497
0,01-ai/Yi-1.5-6B,yi,ifb_0173_c01,0,0.025904927803940454
0,01-ai/Yi-1.5-6B,yi,ifb_0173_c02,0,0.9098541188855565
0,01-ai/Yi-1.5-6B,yi,ifb_0173_c03,0,0.6357736515921135
0,01-ai/Yi-1.5-6B,yi,ifb_0178_c01,1,0.38576122913291727
0,01-ai/Yi-1.5-6B,yi,ifb_0178_c02,1,0.17490222092522045
0,01-ai/Yi-1.5-6B,yi,ifb_0178_c03,1,0.16038162265007927
0,01-ai/Yi-1.5-6B,yi,ifb_0178_c04,1,0.1272455588758362
0,01-ai/Yi-1.5-6B,yi,ifb_0178_c05,1,0.10739917224250417
0,01-ai/Yi-1.5-6B,yi,ifb_0178_c06,1,0.1724226394524768
0,01-ai/Yi-1.5-6B,yi,ifb_0181_c01,0,0.11223262485921827
0,01-ai/Yi-1.5-6B,yi,ifb_0181_c02,0,0.12445754585026066
0,01-ai/Yi-1.5-6B,yi,ifb_0186_c01,0,0.243758506366727
0,01-ai/Yi-1.5-6B,yi,ifb_0186_c02,0,0.09863828248551783
0,01-ai/Yi-1.5-6B,yi,ifb_0186_c03,0,0.14188325419429132
0,01-ai/Yi-1.5-6B,yi,ifb_0186_c04,0,0.17047340313226472
0,01-ai/Yi-1.5-6B,yi,ifb_0202_c01,0,0.6059638683314897
0,01-ai/Yi-1.5-6B,yi,ifb_0202_c02,0,0.0056969866185568535
0,01-ai/Yi-1.5-6B,yi,ifb_0222_c01,1,0.9249560657560746
0,01-ai/Yi-1.5-6B,yi,ifb_0222_c02,0,0.030761534170584415
0,01-ai/Yi-1.5-6B,yi,ifb_0223_c01,1,0.18408406935732693
0,01-ai/Yi-1.5-6B,yi,ifb_0223_c02,0,0.08885140995482986
0,01-ai/Yi-1.5-6B,yi,ifb_0224_c01,0,0.22581425277944245
0,01-ai/Yi-1.5-6B,yi,ifb_0226_c01,0,0.4348408998756834
0,01-ai/Yi-1.5-6B,yi,ifb_0226_c02,0,0.013905347271376696
0,01-ai/Yi-1.5-6B,yi,ifb_0228_c01,0,0.9792640789374222
0,01-ai/Yi-1.5-6B,yi,ifb_0228_c02,0,0.5157850386519607
0,01-ai/Yi-1.5-6B,yi,ifb_0228_c03,0,0.5990075287818555
0,01-ai/Yi-1.5-6B,yi,ifb_0230_c01,1,0.16459185058036485
0,01-ai/Yi-1.5-6B,yi,ifb_0231_c01,1,0.2656708467508064
0,01-ai/Yi-1.5-6B,yi,ifb_0231_c02,0,0.07771607231069032
0,01-ai/Yi-1.5-6B,yi,ifb_0231_c03,1,0.11892837920301538
0,01-ai/Yi-1.5-6B,yi,ifb_0231_c04,1,0.03667735804456171
0,01-ai/Yi-1.5-6B,yi,ifb_0236_c01,1,0.3083883031048824
0,01-ai/Yi-1.5-6B,yi,ifb_0236_c02,0,0.06351143530760568
0,01-ai/Yi-1.5-6B,yi,ifb_0236_c03,0,0.11059076993930245
0,01-ai/Yi-1.5-6B,yi,ifb_0236_c04,0,0.06351143530760568
0,01-ai/Yi-1.5-6B,yi,ifb_0240_c01,1,0.6752464935156097
0,01-ai/Yi-1.5-6B,yi,ifb_0240_c02,0,0.32328174185122466
0,01-ai/Yi-1.5-6B,yi,ifb_0240_c03,0,0.027814592938082323
0,01-ai/Yi-1.5-6B,yi,ifb_0241_c01,1,0.6348540537699137
0,01-ai/Yi-1.5-6B,yi,ifb_0241_c02,0,2.9361359440462097e-05
0,01-ai/Yi-1.5-6B,yi,ifb_0241_c03,0,2.9361359440462097e-05
0,01-ai/Yi-1.5-6B,yi,ifb_0244_c01,0,0.11830038800836588
0,01-ai/Yi-1.5-6B,yi,ifb_0244_c02,1,0.6395409287640621
0,01-ai/Yi-1.5-6B,yi,ifb_0244_c03,0,0.01856650087064641
0,01-ai/Yi-1.5-6B,yi,ifb_0244_c04,0,0.08625382987555547
0,01-ai/Yi-1.5-6B,yi,ifb_0250_c01,0,0.013551833763576441
0,01-ai/Yi-1.5-6B,yi,ifb_0250_c02,0,0.0003678581812087866
0,01-ai/Yi-1.5-6B,yi,ifb_0250_c03,0,0.0006387056481029848
0,01-ai/Yi-1.5-6B,yi,ifb_0253_c01,1,0.5751204324159779
0,01-ai/Yi-1.5-6B,yi,ifb_0253_c03,1,0.4760194924103794
0,01-ai/Yi-1.5-6B,yi,ifb_0253_c04,1,0.41773976604655255
0,01-ai/Yi-1.5-6B,yi,ifb_0253_c05,0,0.2890935862561171
0,01-ai/Yi-1.5-6B,yi,ifb_0258_c01,0,0.4881914612892048
0,01-ai/Yi-1.5-6B,yi,ifb_0258_c02,0,0.39539137850861444
0,01-ai/Yi-1.5-6B,yi,ifb_0258_c03,0,0.4824015378348797
0,01-ai/Yi-1.5-6B,yi,ifb_0258_c04,0,0.2927767148567766
0,01-ai/Yi-1.5-6B,yi,ifb_0258_c05,0,0.4824015378348797
0,01-ai/Yi-1.5-6B,yi,ifb_0262_c01,0,0.06341161434609247
0,01-ai/Yi-1.5-6B,yi,ifb_0262_c02,0,0.10111541859546426
0,01-ai/Yi-1.5-6B,yi,ifb_0262_c04,0,0.05923421783291607
0,01-ai/Yi-1.5-6B,yi,ifb_0262_c05,0,0.09328581824971824
0,01-ai/Yi-1.5-6B,yi,ifb_0262_c06,0,0.16939803220354338
0,01-ai/Yi-1.5-6B,yi,ifb_0262_c07,0,0.004024366117789234
0,01-ai/Yi-1.5-6B,yi,ifb_0262_c08,0,0.08286819424825224
0,01-ai/Yi-1.5-6B,yi,ifb_0264_c01,0,0.5303856935958661
0,01-ai/Yi-1.5-6B,yi,ifb_0264_c02,0,0.018308882015646483
0,01-ai/Yi-1.5-6B,yi,ifb_0264_c03,0,0.18418671698494404
0,01-ai/Yi-1.5-6B,yi,ifb_0268_c01,0,0.15920693069243821
0,01-ai/Yi-1.5-6B,yi,ifb_0268_c02,0,0.21784229152414064
0,01-ai/Yi-1.5-6B,yi,ifb_0268_c03,0,0.15920693069243821
0,01-ai/Yi-1.5-6B,yi,ifb_0268_c04,0,0.23392114086352842
0,01-ai/Yi-1.5-6B,yi,ifb_0268_c05,0,0.02006728996154512
0,01-ai/Yi-1.5-6B,yi,ifb_0268_c06,0,0.2583940492498157
0,01-ai/Yi-1.5-6B,yi,ifb_0269_c01,1,0.571660898970344
0,01-ai/Yi-1.5-6B,yi,ifb_0269_c02,1,0.7236253949593292
0,01-ai/Yi-1.5-6B,yi,ifb_0269_c03,0,0.28535439394087675
0,01-ai/Yi-1.5-6B,yi,ifb_0269_c04,0,0.003844105344325994
0,01-ai/Yi-1.5-6B,yi,ifb_0269_c05,0,0.2631992445996461
0,01-ai/Yi-1.5-6B,yi,ifb_0273_c01,0,0.30949682213206847
0,01-ai/Yi-1.5-6B,yi,ifb_0273_c02,0,0.2132964003506219
0,01-ai/Yi-1.5-6B,yi,ifb_0273_c03,0,0.07752640803911544
0,01-ai/Yi-1.5-6B,yi,ifb_0273_c04,0,0.15754267877338266
0,01-ai/Yi-1.5-6B,yi,ifb_0273_c05,0,0.2401433758101107
0,01-ai/Yi-1.5-6B,yi,ifb_0273_c06,0,0.05899053986202016
0,01-ai/Yi-1.5-6B,yi,ifb_0273_c07,0,0.2615344146882715
0,01-ai/Yi-1.5-6B,yi,ifb_0273_c08,0,0.3317218355494879
0,01-ai/Yi-1.5-6B,yi,ifb_0275_c01,1,0.7830573106891368
0,01-ai/Yi-1.5-6B,yi,ifb_0275_c02,0,0.022294603391107715
0,01-ai/Yi-1.5-6B,yi,ifb_0275_c03,1,0.46896196272647017
0,01-ai/Yi-1.5-6B,yi,ifb_0275_c04,1,0.5737581679386619
0,01-ai/Yi-1.5-6B,yi,ifb_0275_c05,1,0.3484830720046795
0,01-ai/Yi-1.5-6B,yi,ifb_0275_c06,1,0.8525574042208228
0,01-ai/Yi-1.5-6B,yi,ifb_0277_c01,1,0.9538216807384
0,01-ai/Yi-1.5-6B,yi,ifb_0277_c02,1,0.9538216807384
0,01-ai/Yi-1.5-6B,yi,ifb_0277_c03,1,0.8977293700352446
0,01-ai/Yi-1.5-6B,yi,ifb_0277_c04,1,0.6907803127483502
0,01-ai/Yi-1.5-6B,yi,ifb_0302_c01,1,0.06697837577245647
0,01-ai/Yi-1.5-6B,yi,ifb_0302_c02,1,0.774021550707557
0,01-ai/Yi-1.5-6B,yi,ifb_0302_c03,1,0.5716571039771499
0,01-ai/Yi-1.5-6B,yi,ifb_0302_c04,1,0.415936459301395
0,01-ai/Yi-1.5-6B,yi,ifb_0302_c05,0,0.1436624839827086
0,01-ai/Yi-1.5-6B,yi,ifb_0302_c06,1,0.08837576908770453
0,01-ai/Yi-1.5-6B,yi,ifb_0302_c07,1,0.30959023150005216
0,01-ai/Yi-1.5-6B,yi,ifb_0312_c01,1,0.2465254004563588
0,01-ai/Yi-1.5-6B,yi,ifb_0312_c02,1,0.4045973517024603
0,01-ai/Yi-1.5-6B,yi,ifb_0312_c03,1,0.28524679082356214
0,01-ai/Yi-1.5-6B,yi,ifb_0312_c04,0,0.058594106162486316
0,01-ai/Yi-1.5-6B,yi,ifb_0312_c05,0,0.0002667955773720239
0,01-ai/Yi-1.5-6B,yi,ifb_0316_c01,1,0.387545320405352
0,01-ai/Yi-1.5-6B,yi,ifb_0316_c02,1,0.1813277322393524
0,01-ai/Yi-1.5-6B,yi,ifb_0316_c03,0,0.06776527521091523
0,01-ai/Yi-1.5-6B,yi,ifb_0317_c01,1,0.18073716219909375
0,01-ai/Yi-1.5-6B,yi,ifb_0317_c02,1,0.4880484639522299
0,01-ai/Yi-1.5-6B,yi,ifb_0317_c03,0,0.021346443957750434
0,01-ai/Yi-1.5-6B,yi,ifb_0317_c04,0,0.12098130747600212
0,01-ai/Yi-1.5-6B,yi,ifb_0317_c05,0,0.07723395258836249
0,01-ai/Yi-1.5-6B,yi,ifb_0317_c06,0,0.04239794202267349
0,01-ai/Yi-1.5-6B,yi,ifb_0318_c01,0,0.014915077099738766
0,01-ai/Yi-1.5-6B,yi,ifb_0318_c02,0,0.5707816407189608
0,01-ai/Yi-1.5-6B,yi,ifb_0318_c03,0,0.11068924470639804
0,01-ai/Yi-1.5-6B,yi,ifb_0318_c04,0,0.13614829599751696
0,01-ai/Yi-1.5-6B,yi,ifb_0327_c01,0,0.5301593134874544
0,01-ai/Yi-1.5-6B,yi,ifb_0327_c02,0,0.20268637809682027
0,01-ai/Yi-1.5-6B,yi,ifb_0327_c03,0,0.08098410675120644
0,01-ai/Yi-1.5-6B,yi,ifb_0327_c04,0,0.06964564110735676
0,01-ai/Yi-1.5-6B,yi,ifb_0329_c01,0,0.06702412825278496
0,01-ai/Yi-1.5-6B,yi,ifb_0329_c02,0,0.026465244690214162
0,01-ai/Yi-1.5-6B,yi,ifb_0329_c03,1,0.04409221069473632
0,01-ai/Yi-1.5-6B,yi,ifb_0329_c04,0,0.00035613325358987703
0,01-ai/Yi-1.5-6B,yi,ifb_0330_c01,1,0.4294559842753066
0,01-ai/Yi-1.5-6B,yi,ifb_0330_c02,0,0.4529704164116819
0,01-ai/Yi-1.5-6B,yi,ifb_0330_c03,1,0.5856995099802629
0,01-ai/Yi-1.5-6B,yi,ifb_0330_c04,0,0.1281523990703515
0,01-ai/Yi-1.5-6B,yi,ifb_0330_c05,1,0.3053555093471136
0,01-ai/Yi-1.5-6B,yi,ifb_0334_c01,1,0.9486980025495196
0,01-ai/Yi-1.5-6B,yi,ifb_0334_c02,1,0.6849459260643157
0,01-ai/Yi-1.5-6B,yi,ifb_0334_c03,1,0.9665282988541134
0,01-ai/Yi-1.5-6B,yi,ifb_0334_c04,1,0.286220568135629
0,01-ai/Yi-1.5-6B,yi,ifb_0334_c05,1,0.7838839537344919
0,01-ai/Yi-1.5-6B,yi,ifb_0337_c01,1,0.3969302264710872
0,01-ai/Yi-1.5-6B,yi,ifb_0337_c02,0,0.13619876948310033
0,01-ai/Yi-1.5-6B,yi,ifb_0337_c03,1,0.1956460171188405
0,01-ai/Yi-1.5-6B,yi,ifb_0337_c04,1,0.20326120236116044
0,01-ai/Yi-1.5-6B,yi,ifb_0339_c01,1,0.7424978056150344
0,01-ai/Yi-1.5-6B,yi,ifb_0339_c02,1,0.5367842528351411
0,01-ai/Yi-1.5-6B,yi,ifb_0339_c03,1,0.24890270577619938
0,01-ai/Yi-1.5-6B,yi,ifb_0349_c01,1,0.10000297784175514
0,01-ai/Yi-1.5-6B,yi,ifb_0349_c02,1,0.03859351699541216
0,01-ai/Yi-1.5-6B,yi,ifb_0349_c03,1,0.13915827621461943
0,01-ai/Yi-1.5-6B,yi,ifb_0349_c04,1,0.0408604707380083
0,01-ai/Yi-1.5-6B,yi,ifb_0349_c05,1,0.009613704958807237
0,01-ai/Yi-1.5-6B,yi,ifb_0349_c06,1,0.14094451162454857
0,01-ai/Yi-1.5-6B,yi,ifb_0349_c07,1,0.025930827916735337
0,01-ai/Yi-1.5-6B,yi,ifb_0352_c01,0,0.01839675787432567
0,01-ai/Yi-1.5-6B,yi,ifb_0352_c02,0,0.001438569972380459
0,01-ai/Yi-1.5-6B,yi,ifb_0352_c03,1,0.17791666757332836
0,01-ai/Yi-1.5-6B,yi,ifb_0352_c04,1,0.30724370033313647
0,01-ai/Yi-1.5-6B,yi,ifb_0352_c05,1,0.3056396042171005
0,01-ai/Yi-1.5-6B,yi,ifb_0352_c06,1,0.11219803124920713
0,01-ai/Yi-1.5-6B,yi,ifb_0352_c07,1,0.23157939817438633
0,01-ai/Yi-1.5-6B,yi,ifb_0352_c08,0,0.11219803124920713
0,01-ai/Yi-1.5-6B,yi,ifb_0354_c01,0,0.12497247464464517
0,01-ai/Yi-1.5-6B,yi,ifb_0354_c02,0,0.0009583465123223194
0,01-ai/Yi-1.5-6B,yi,ifb_0354_c03,0,0.14676100413246163
0,01-ai/Yi-1.5-6B,yi,ifb_0354_c04,0,0.024717906953139683
0,01-ai/Yi-1.5-6B,yi,ifb_0354_c05,0,0.02642577871009397
0,01-ai/Yi-1.5-6B,yi,ifb_0354_c06,0,0.004001182444692087
0,01-ai/Yi-1.5-6B,yi,ifb_0354_c07,0,0.2742012133485359
0,01-ai/Yi-1.5-6B,yi,ifb_0354_c08,0,0.24819292215839323
0,01-ai/Yi-1.5-6B,yi,ifb_0370_c01,1,0.09467551010072617
0,01-ai/Yi-1.5-6B,yi,ifb_0370_c02,0,0.07352695185272558
0,01-ai/Yi-1.5-6B,yi,ifb_0370_c03,1,0.06326130470577698
0,01-ai/Yi-1.5-6B,yi,ifb_0370_c04,1,0.07352695185272558
0,01-ai/Yi-1.5-6B,yi,ifb_0370_c05,1,0.12505221886237514
0,01-ai/Yi-1.5-6B,yi,ifb_0370_c06,1,0.08949109898960919
0,01-ai/Yi-1.5-6B,yi,ifb_0370_c07,1,0.0010496048301256778
0,01-ai/Yi-1.5-6B,yi,ifb_0370_c08,1,0.05936203525650549
0,01-ai/Yi-1.5-6B,yi,ifb_0370_c10,1,0.03043205639303891
0,01-ai/Yi-1.5-6B,yi,ifb_0379_c01,0,0.1284923513444941
0,01-ai/Yi-1.5-6B,yi,ifb_0379_c02,0,0.15777509798913056
0,01-ai/Yi-1.5-6B,yi,ifb_0379_c03,0,0.5737289510471487
0,01-ai/Yi-1.5-6B,yi,ifb_0379_c04,0,0.40732482177124524
0,01-ai/Yi-1.5-6B,yi,ifb_0379_c05,0,0.15239656307016794
0,01-ai/Yi-1.5-6B,yi,ifb_0379_c06,0,0.48812046618290983
0,01-ai/Yi-1.5-6B,yi,ifb_0385_c01,0,0.04414876810715661
0,01-ai/Yi-1.5-6B,yi,ifb_0385_c02,0,0.1143407379029293
0,01-ai/Yi-1.5-6B,yi,ifb_0385_c03,0,0.22447277128920837
0,01-ai/Yi-1.5-6B,yi,ifb_0385_c04,0,0.11363095016411753
0,01-ai/Yi-1.5-6B,yi,ifb_0398_c01,1,0.08883317903973224
0,01-ai/Yi-1.5-6B,yi,ifb_0398_c02,0,0.00030447918756816686
0,01-ai/Yi-1.5-6B,yi,ifb_0399_c02,0,0.0002468213430760214
0,01-ai/Yi-1.5-6B,yi,ifb_0400_c01,0,0.250613631768294
0,01-ai/Yi-1.5-6B,yi,ifb_0400_c02,0,0.2315662511222896
0,01-ai/Yi-1.5-6B,yi,ifb_0400_c03,0,0.18407788413583953
0,01-ai/Yi-1.5-6B,yi,ifb_0400_c04,0,0.3356973660591389
0,01-ai/Yi-1.5-6B,yi,ifb_0400_c05,0,0.022795225211162076
0,01-ai/Yi-1.5-6B,yi,ifb_0411_c01,0,0.0734690178246847
0,01-ai/Yi-1.5-6B,yi,ifb_0411_c02,1,0.6422362347068651
0,01-ai/Yi-1.5-6B,yi,ifb_0411_c03,0,0.2532308168928656
0,01-ai/Yi-1.5-6B,yi,ifb_0411_c04,0,0.11607948895712482
0,01-ai/Yi-1.5-6B,yi,ifb_0411_c05,1,0.07610070357398628
0,01-ai/Yi-1.5-6B,yi,ifb_0420_c01,0,0.5115032064654931
0,01-ai/Yi-1.5-6B,yi,ifb_0420_c02,0,0.42986332162341234
0,01-ai/Yi-1.5-6B,yi,ifb_0420_c03,0,0.2506136317682941
0,01-ai/Yi-1.5-6B,yi,ifb_0420_c04,0,0.1249837854216705
0,01-ai/Yi-1.5-6B,yi,ifb_0420_c05,0,0.0006350532346983819
0,01-ai/Yi-1.5-6B,yi,ifb_0420_c06,0,0.3827030566943425
0,01-ai/Yi-1.5-6B,yi,ifb_0420_c08,0,3.238964256578181e-06
0,01-ai/Yi-1.5-6B,yi,ifb_0422_c01,1,0.34759770560696585
0,01-ai/Yi-1.5-6B,yi,ifb_0422_c02,1,0.1562890562464036
0,01-ai/Yi-1.5-6B,yi,ifb_0422_c03,1,0.09736986378209006
0,01-ai/Yi-1.5-6B,yi,ifb_0422_c04,1,0.099403077434624
0,01-ai/Yi-1.5-6B,yi,ifb_0425_c01,1,0.3056284436391577
0,01-ai/Yi-1.5-6B,yi,ifb_0425_c02,1,0.3056284436391577
0,01-ai/Yi-1.5-6B,yi,ifb_0425_c03,1,0.4934854716058389
0,01-ai/Yi-1.5-6B,yi,ifb_0425_c04,1,0.41131114038422606
0,01-ai/Yi-1.5-6B,yi,ifb_0425_c05,1,0.1861707665140405
0,01-ai/Yi-1.5-6B,yi,ifb_0425_c06,1,0.1861707665140405
0,01-ai/Yi-1.5-6B,yi,ifb_0427_c01,0,0.00859200557950615
0,01-ai/Yi-1.5-6B,yi,ifb_0427_c02,0,0.00859200557950615
0,01-ai/Yi-1.5-6B,yi,ifb_0427_c03,0,0.00859200557950615
0,01-ai/Yi-1.5-6B,yi,ifb_0427_c04,0,0.01492401560462968
0,01-ai/Yi-1.5-6B,yi,ifb_0427_c05,0,0.0071854317070998
0,01-ai/Yi-1.5-6B,yi,ifb_0427_c06,0,0.08558291452136149
0,01-ai/Yi-1.5-6B,yi,ifb_0431_c01,0,0.003312001363011855
0,01-ai/Yi-1.5-6B,yi,ifb_0431_c02,0,0.13307667389301028
0,01-ai/Yi-1.5-6B,yi,ifb_0431_c03,1,0.00859200557950615
0,01-ai/Yi-1.5-6B,yi,ifb_0431_c04,1,0.31634333423808686
0,01-ai/Yi-1.5-6B,yi,ifb_0432_c01,1,0.2812337833309456
0,01-ai/Yi-1.5-6B,yi,ifb_0432_c02,1,0.40256482225645834
0,01-ai/Yi-1.5-6B,yi,ifb_0432_c03,0,0.024909990160944268
0,01-ai/Yi-1.5-6B,yi,ifb_0432_c04,0,0.13305410054747333
0,01-ai/Yi-1.5-6B,yi,ifb_0432_c05,0,0.009342178293077234
0,01-ai/Yi-1.5-6B,yi,ifb_0438_c01,0,0.00859200557950615
0,01-ai/Yi-1.5-6B,yi,ifb_0438_c02,0,0.18649253529143178
0,01-ai/Yi-1.5-6B,yi,ifb_0438_c03,0,0.1419962455488002
0,01-ai/Yi-1.5-6B,yi,ifb_0438_c04,0,0.010213786719431421
0,01-ai/Yi-1.5-6B,yi,ifb_0438_c05,0,0.13323809419159294
0,01-ai/Yi-1.5-6B,yi,ifb_0438_c06,0,0.3098460942462874
0,01-ai/Yi-1.5-6B,yi,ifb_0438_c07,0,0.00859200557950615
0,01-ai/Yi-1.5-6B,yi,ifb_0448_c01,0,0.33190169904848416
0,01-ai/Yi-1.5-6B,yi,ifb_0448_c02,0,0.2969229810856974
0,01-ai/Yi-1.5-6B,yi,ifb_0448_c03,0,0.3246937362546132
0,01-ai/Yi-1.5-6B,yi,ifb_0448_c04,0,0.28627758154130156
0,01-ai/Yi-1.5-6B,yi,ifb_0448_c05,0,0.07579106897168794
0,01-ai/Yi-1.5-6B,yi,ifb_0448_c06,0,0.0435801643961492
0,01-ai/Yi-1.5-6B,yi,ifb_0448_c07,0,0.07375395673172253
