model,scenarios_administered,criteria_administered,stop_reason,precision_reached,judge_lookups,judge_missing,obs_acc,theta_full_correctness,theta_cat_correctness,theta_batch_correctness,theta_mwle_correctness,final_se_correctness,scorable_evals_correctness,theta_full_scaffolding,theta_cat_scaffolding,theta_batch_scaffolding,theta_mwle_scaffolding,final_se_scaffolding,scorable_evals_scaffolding
HuggingFaceTB/SmolLM2-1.7B-Instruct,50,263,max_scenarios_reached,False,263,0,0.1501122334455668,0.27856196391447186,0.206011,0.15707863198540611,0.21164461963567383,0.232027,228,-0.8346740715995998,-0.524064,-0.5336281466832765,-0.7137662676080219,0.460542,71
HuggingFaceTB/SmolLM2-135M,50,288,max_scenarios_reached,False,288,0,0.040892193308550186,-3.958219784214156,-1.552021,-1.7274323438596222,-1.948765484106212,0.331477,252,0.5376924207367975,0.360021,0.31142495564892886,0.4762614512673898,0.457263,74
HuggingFaceTB/SmolLM2-360M,50,273,max_scenarios_reached,False,273,0,0.04424778761061947,-3.3626953593895825,-2.139658,-2.5970620559383026,-3.398209472981669,0.345403,254,0.721182210978731,0.37227,0.2448458264042209,0.5009493129245771,0.579659,57
HuggingFaceTB/SmolLM2-360M-Instruct,50,288,max_scenarios_reached,False,288,0,0.06244796003330558,-1.4417475102104975,-1.167789,-1.4845676412252748,-1.6134936839497342,0.277083,271,-0.7969806893750886,-0.837414,-0.9066585983901699,-1.3155617261071517,0.634128,50
LLM360/Amber,50,264,max_scenarios_reached,False,264,0,0.03648424543946932,-4.861662345638008,-3.165708,-3.1589697900180655,-6.6618959805069835,0.49766,240,0.8492859278878826,-0.689832,-0.7961364838177478,-1.2172821457629321,0.724723,53
Qwen/Qwen2-0.5B,50,256,max_scenarios_reached,False,256,0,0.03968914793227866,-2.6083602519009004,-2.093299,-2.37395091755366,-2.9781207708971094,0.384038,238,-0.4505447588279179,-0.617644,-0.5200435537745173,-1.2157575881951643,0.643584,53
Qwen/Qwen2-1.5B,50,286,max_scenarios_reached,False,286,0,0.09474854126146151,-0.5418715254070714,-0.475142,-0.5306700913852253,-0.5214988829809044,0.231548,262,-1.2219625577040523,-0.169256,-0.32363346701402884,-0.36103846028520875,0.508902,67
Qwen/Qwen2-7B,50,262,max_scenarios_reached,False,262,0,0.27932960893854747,1.5999978882255521,1.282131,1.2415693581284544,1.2823268045938039,0.149182,230,0.06225360553423992,0.516118,0.4630172077996169,0.6890574463583082,0.43772,70
Qwen/Qwen2.5-0.5B,50,283,max_scenarios_reached,False,283,0,0.06343906510851419,-1.3358899498761034,-1.139588,-1.3788826041001703,-1.4872080464848962,0.283323,259,-1.0203081208488862,-0.369261,-0.4167391433795808,-0.5129377887514085,0.598538,68
Qwen/Qwen2.5-0.5B-Instruct,50,265,max_scenarios_reached,False,265,0,0.0848872808238241,-0.6581753317485411,-0.043,-0.08642093329092605,-0.0452765713871164,0.252919,235,-1.2111990036393765,-0.919672,-1.0005835788375792,-1.3314965715099039,0.554624,67
Qwen/Qwen2.5-1.5B,50,311,max_scenarios_reached,False,311,0,0.18015037593984962,0.8000020550034199,1.017053,0.9826645110598099,1.0393924720255656,0.165448,281,-1.548036599732023,-1.218359,-1.4201754892653704,-2.319045831201824,0.553254,55
Qwen/Qwen2.5-1.5B-Instruct,50,252,max_scenarios_reached,False,252,0,0.232420220276758,1.333330512805253,1.52835,1.5056498433832741,1.5749721386143354,0.174624,226,-1.502620468122803,-0.432561,-0.5091919908159899,-0.7227785736060257,0.68454,58
Qwen/Qwen2.5-3B,50,283,max_scenarios_reached,False,283,0,0.27180925666199157,1.5999999492839896,2.0638,1.8464489580026804,1.9164210586316117,0.123098,252,-0.813440741239356,-0.801974,-1.037518462989529,-1.4397722480384805,0.473069,59
Qwen/Qwen2.5-3B-Instruct,50,276,max_scenarios_reached,False,276,0,0.3739424703891709,2.1335492025443554,2.191796,2.166983341947904,2.225482903269063,0.160234,254,0.26297339361657296,-0.181072,0.2869273754382254,0.37828575909459305,0.501116,61
Qwen/Qwen2.5-7B,50,261,max_scenarios_reached,False,261,0,0.356341189674523,2.133333333396608,2.217188,2.1534007491187905,2.2154165816865055,0.12886,240,0.32649586352898047,0.044702,-0.02911925963715565,0.12189287291585073,0.430157,43
Qwen/Qwen2.5-7B-Instruct,50,294,max_scenarios_reached,False,294,0,0.47922515440763613,2.6666666666669614,2.820609,2.7508223000932204,2.811116620587719,0.106268,266,0.26913600322726344,-0.015935,0.0849034442306586,0.021496701832467848,0.355561,78
Qwen/Qwen2.5-Coder-7B,50,253,max_scenarios_reached,False,253,0,0.32567908148977875,2.1333330966362034,1.703092,1.683579684581262,1.7369220961458702,0.171717,220,-0.0012135858725835,0.651619,0.3767388384592129,0.4763433385811944,0.39155,73
Qwen/Qwen2.5-Math-7B,50,268,max_scenarios_reached,False,268,0,0.3443080357142857,2.399997985047545,2.545823,2.5679883071000984,2.6207653957476342,0.120014,244,-1.7477606086199375,-0.796458,-1.1537801603898747,-1.1840305578082155,0.339788,53
Qwen/Qwen3-0.6B,50,288,max_scenarios_reached,False,288,0,0.19950262503453992,1.0666851157389936,1.203693,1.1897339865886944,1.2521122468921853,0.166904,251,-1.8906368779003944,-1.58921,-1.7660486261069934,-2.7824761380209715,0.534864,93
Qwen/Qwen3-1.7B,50,267,max_scenarios_reached,False,267,0,0.4359612724757953,2.6670964015420706,2.771526,2.722425597219307,2.782282479275434,0.122506,238,-2.597354718870633,-1.920542,-2.0056902194032653,-2.184202291110464,0.382506,72
Qwen/Qwen3-4B,50,281,max_scenarios_reached,False,281,0,0.5638827433628318,3.7333333333574847,3.652203,3.6848804629991427,3.6952946348783655,0.107822,248,-1.7538453673573613,-1.481351,-1.4812679477028705,-1.598593594476274,0.300643,64
TinyLlama/TinyLlama-1.1B-Chat-v1.0,50,280,max_scenarios_reached,False,280,0,0.038034425319267075,-2.4642888113321746,-2.048379,-2.2398994432591723,-2.69960820477486,0.385124,260,-1.0021383923676077,0.031353,0.0033392891952539216,0.15093639753483035,0.512964,56
allenai/OLMo-2-0425-1B,50,266,max_scenarios_reached,False,266,0,0.0980011104941699,-0.7460249019514619,-0.352308,-0.4159573424885658,-0.40914480628124256,0.241493,233,-0.3169938145642374,0.229425,0.13939458036191535,0.30315730114923034,0.470702,72
allenai/OLMo-2-1124-7B,50,288,max_scenarios_reached,False,288,0,0.23218776194467727,1.0679491709585387,0.839241,0.8090046022955023,0.8584195771413061,0.171764,256,-0.24419939235797827,-0.402659,-0.44424395093122526,-0.4962202751010149,0.495298,66
bigscience/bloom-1b1,50,281,max_scenarios_reached,False,281,0,0.035664915675974566,-4.437655252108893,-2.452801,-2.8126691526429592,-3.4615365654600607,0.327434,258,0.6987064855773166,0.652212,0.6210044583574786,0.8329797205748433,0.50248,63
bigscience/bloom-1b7,50,278,max_scenarios_reached,False,278,0,0.027101769911504425,-4.960605116581176,-2.73298,-3.205308091353536,-6.042787055780301,0.396461,259,0.09565416135613361,1.127575,1.0422919876609391,1.345555273752775,0.476402,53
bigscience/bloom-3b,50,269,max_scenarios_reached,False,269,0,0.031500414479137887,-3.9429269883085247,-2.515052,-3.078128614124117,-6.030022216902326,0.383743,244,-0.0047780897154424355,0.298142,0.22254944862913445,0.4646227113698308,0.554756,64
bigscience/bloom-560m,50,266,max_scenarios_reached,False,266,0,0.027446631549764348,-5.827752169801535,-2.902336,-3.553357691930205,-7.67822489541048,0.373023,253,0.7089058384398854,-0.338531,-0.34990315897121976,-0.7284345588031241,0.754946,49
bigscience/bloom-7b1,50,267,max_scenarios_reached,False,267,0,0.041515742546670384,-2.9009102408137895,-1.903959,-2.1921350364461083,-2.804833836024308,0.382156,246,-0.0728983384781087,0.8691,0.8466126078434579,1.5803094049866386,0.627009,55
bigscience/bloomz-1b7,50,273,max_scenarios_reached,False,273,0,0.049945115257958285,-5.76978070902452,-2.55622,-3.2301275009590733,-8.767310646101373,0.393808,248,2.1844777616677344,1.489261,1.4334934960356966,1.965719420687568,0.549724,54
bigscience/bloomz-3b,50,316,max_scenarios_reached,False,316,0,0.04811657959857025,-5.286124840907665,-2.493288,-3.1211159925134164,-4.72367765356492,0.377494,288,1.815393473636127,1.666873,1.6432823124141394,3.1993586088558925,0.495954,72
bigscience/bloomz-7b1,50,282,max_scenarios_reached,False,282,0,0.06081452944413869,-5.405328248478725,-2.73216,-3.224837450006294,-5.046650361104005,0.364865,243,3.044363107245883,2.258633,2.2780981639263804,3.2403232274526346,0.473181,76
deepseek-ai/deepseek-coder-6.7b-base,50,287,max_scenarios_reached,False,287,0,0.08817025981205086,-0.8114363421730199,-0.062308,-0.10132311046781331,-0.0654876710213561,0.226557,261,-0.21482492799145192,-0.477803,-0.5535389070257806,-0.6068141639089917,0.592103,64
deepseek-ai/deepseek-llm-7b-base,50,241,max_scenarios_reached,False,241,0,0.052821795941062,-2.2903121688514503,-2.054672,-2.403168109394639,-2.9773293883279073,0.342106,219,0.1231432053617092,-0.023849,-0.06288441588129369,0.036126969516283705,0.582051,41
deepseek-ai/deepseek-math-7b-base,50,280,max_scenarios_reached,False,280,0,0.03624792473713337,-4.235961032585829,-2.535576,-3.0501550184833364,-4.458285907068173,0.360039,246,0.7829444493165594,1.040067,1.0500263022856169,1.2797132637145008,0.3909,84
facebook/opt-1.3b,50,270,max_scenarios_reached,False,270,0,0.0763927192498621,-2.0574105868714305,-2.019688,-2.2689700501929875,-2.8081179699595076,0.374788,233,1.2897133072390043,1.317589,1.1977121635154648,1.4459609763995724,0.376873,89
facebook/opt-2.7b,50,245,max_scenarios_reached,False,245,0,0.07620099392600774,-2.050553326049414,-1.779842,-2.0351744829383254,-2.414609807651459,0.35349,212,1.3089919875665452,0.735942,0.726683733930173,0.9975156471046989,0.540226,67
facebook/opt-6.7b,50,278,max_scenarios_reached,False,278,0,0.06681391496410823,-2.342495224523608,-1.624062,-1.7604361657022556,-1.9703469012633992,0.355019,252,1.0389512025929872,0.767786,0.7241105027738649,1.1135143792392073,0.564693,61
google/gemma-2-2b,50,259,max_scenarios_reached,False,259,0,0.08592017738359202,-1.0082732298340478,-0.861586,-0.916914571172677,-0.9456930109361811,0.31409,234,-0.037984740882366974,-0.042151,-0.03681560049160383,-0.058351428799925845,0.519836,63
h2oai/h2o-danube2-1.8b-base,50,266,max_scenarios_reached,False,266,0,0.06533776301218161,-1.3420890617250643,-1.211723,-1.3639577353904815,-1.484957570400803,0.316369,236,-0.37739294453153627,0.229959,0.19439050012467535,0.3526542771401111,0.491111,70
h2oai/h2o-danube3-4b-base,50,283,max_scenarios_reached,False,283,0,0.13841886269070736,0.20966859966060283,-0.118064,-0.1903200867699672,-0.1624752392650027,0.208214,259,-0.8176376397761336,-0.241435,-0.24305007308079143,-0.35492838699624507,0.534498,53
ibm-granite/granite-3.0-2b-base,50,256,max_scenarios_reached,False,256,0,0.19410112359550563,0.8000040259698971,0.882865,0.8579314619711831,0.9001360657736037,0.179466,222,0.1461895373332753,0.454284,0.42429375904258726,0.5314147984371569,0.391714,72
ibm-granite/granite-3.1-2b-base,50,248,max_scenarios_reached,False,248,0,0.1902493695713085,0.7999945858881456,0.919942,0.7824969104795835,0.8257980795191809,0.227293,217,-0.08273636877318753,1.230687,0.7035398497748977,0.798190475394557,0.49706,66
ibm-granite/granite-3.1-2b-instruct,50,260,max_scenarios_reached,False,260,0,0.26748740906547286,1.3347056779546334,1.442524,1.3073497445702353,1.3699620457140274,0.207419,226,0.016719479416480658,0.127449,0.015322993076445805,0.1943604082469102,0.477683,77
lmsys/vicuna-7b-v1.5,50,248,max_scenarios_reached,False,248,0,0.1433370660694289,-6.409528986502294e-06,0.026211,-0.020412668453458776,0.032709536947093595,0.251926,223,0.3665693602609425,0.126043,0.11222606379861169,0.15713398517486413,0.467334,58
meta-llama/Llama-3.2-1B,50,274,max_scenarios_reached,False,274,0,0.04600280504908836,-2.8426214804267453,-1.669345,-1.881939560281856,-2.1315362431352143,0.325071,257,0.2840959415296861,-0.874249,-0.8991304674240977,-1.3125795911601448,0.624943,51
meta-llama/Llama-3.2-1B-Instruct,50,252,max_scenarios_reached,False,252,0,0.09773172780733688,-0.3044642739038534,-0.011495,-0.08094649126457963,-0.030414490780400927,0.205458,222,-1.361391226034001,-1.307316,-1.4353493927141097,-2.1925278416753944,0.568794,74
meta-llama/Llama-3.2-3B,50,274,max_scenarios_reached,False,274,0,0.11135672837800498,-0.27561783290018527,-0.100932,-0.15479301084000904,-0.12207402312539463,0.260581,248,-0.10852009035254866,0.360574,0.28205210557812566,0.3952837583588324,0.466056,71
meta-llama/Llama-3.2-3B-Instruct,50,279,max_scenarios_reached,False,279,0,0.2624612785130949,1.0838963117560316,0.721142,0.7819873040506784,0.8102828369496213,0.188676,260,1.3324823007312314,1.786671,1.6702903716444695,1.83192516571217,0.380261,47
microsoft/Phi-3-mini-4k-instruct,50,268,max_scenarios_reached,False,268,0,0.15995556789780616,0.5112643879225656,-0.059053,-0.15156881493965596,-0.12359441123182172,0.255785,249,0.6607022606480843,-0.146078,-0.17290774300881256,-0.09885732847843377,0.565637,56
microsoft/Phi-3.5-mini-instruct,50,257,max_scenarios_reached,False,257,0,0.25681691708402893,1.5730780189339293,1.534916,1.4148336696681798,1.4707018440812105,0.168434,231,-1.2171935702176462,-1.117879,-1.0326643667557742,-1.327810118643316,0.341904,62
microsoft/phi-1_5,50,300,max_scenarios_reached,False,300,0,0.05102040816326531,-2.3306596263130954,-1.20849,-1.2628390570505914,-1.3718396047574861,0.364242,271,0.13447667774889266,-0.410129,-0.477188543072257,-0.4797859581957174,0.521626,71
microsoft/phi-2,50,261,max_scenarios_reached,False,261,0,0.1493741307371349,0.2527523108132778,-0.340967,-0.36760949945192595,-0.3435989860949949,0.247211,230,0.4302206536028135,0.538783,0.49359764934972084,0.7322578370995952,0.496339,53
mistralai/Mistral-7B-Instruct-v0.3,50,249,max_scenarios_reached,False,249,0,0.23854748603351955,1.0668112306300277,1.790628,1.7034975377214534,1.7630098959156015,0.139407,229,0.717597282939786,0.074127,-0.06385256970207047,0.32894766023056765,0.379362,58
mistralai/Mistral-7B-v0.1,50,277,max_scenarios_reached,False,277,0,0.18570207917972087,0.7864273433295145,0.873883,0.8101022482776877,0.855379160483874,0.169994,248,0.30282535727728804,-0.28608,-0.2639414609470019,-0.2959095355021867,0.48686,63
mistralai/Mistral-7B-v0.3,50,271,max_scenarios_reached,False,271,0,0.19765110283586365,0.8000446279587317,0.346329,0.3170143394232047,0.3623284626268357,0.23012,242,0.4655726296540811,0.773551,0.6205971701451646,0.7545166242752132,0.453344,65
nvidia/Nemotron-Mini-4B-Instruct,50,297,max_scenarios_reached,False,297,0,0.13283208020050125,-8.062604921794134e-05,0.323156,0.29289837628575877,0.33620807739020797,0.218014,277,-0.19629786086394507,-0.555192,-0.6613105008561373,-0.7919649640021512,0.660738,40
openai-community/gpt2,50,256,max_scenarios_reached,False,256,0,0.042652724270776,-5.398024916622208,-2.71813,-3.129189431809201,-6.1199079084309425,0.434993,228,1.6663560743302201,1.506216,1.4058541628894583,1.92762476724742,0.471898,63
openai-community/gpt2-large,50,276,max_scenarios_reached,False,276,0,0.0539053905390539,-3.744539762512349,-2.186575,-2.6377062039699113,-3.614924136817991,0.353696,252,1.4184527424514666,0.221742,0.20637968132484483,0.36853953999255346,0.597724,57
openai-community/gpt2-medium,50,275,max_scenarios_reached,False,275,0,0.038821585903083704,-5.924247313622586,-3.478436,-3.460414159440011,-6.615103869899309,0.480198,262,1.4161077172324257,0.615792,0.6393937271064999,1.3640129097964788,0.688034,37
openai-community/gpt2-xl,50,315,max_scenarios_reached,False,315,0,0.05428492697712869,-3.532540434781222,-3.037324,-3.333122656924545,-6.517811571450646,0.435582,275,1.3865815513411168,1.362047,1.3555062253433834,1.6390303026542266,0.358516,94
openbmb/MiniCPM-2B-sft-bf16,50,270,max_scenarios_reached,False,270,0,0.05194805194805195,-2.4912677930267755,-1.843092,-2.0335435012772107,-2.367635266548169,0.367639,233,0.5904124702673437,1.043695,1.0752003916378077,1.3928222793417149,0.477359,84
stabilityai/stablelm-2-1_6b,50,308,max_scenarios_reached,False,308,0,0.060077519379844964,-2.0550287575863315,-1.256941,-1.345386487023968,-1.4284725803660556,0.319257,279,0.4151469729445256,0.815286,0.5416394899417458,0.7932348263571518,0.585664,59
stabilityai/stablelm-2-zephyr-1_6b,50,308,max_scenarios_reached,False,308,0,0.06698034874065874,-1.2294486135534912,-0.685921,-0.7412888806351615,-0.75200228519365,0.24332,281,-1.0081442751371654,-0.662908,-0.7567329262953579,-1.0668472266787992,0.652147,71
stabilityai/stablelm-3b-4e1t,50,286,max_scenarios_reached,False,286,0,0.05629506378258458,-2.118216130346594,-1.669796,-1.932536007100877,-2.188307417837157,0.304708,260,-0.016115734778638306,-0.445182,-0.5245711325108813,-0.514561199874463,0.5966,59
stabilityai/stablelm-zephyr-3b,50,257,max_scenarios_reached,False,257,0,0.0802899358795651,-0.7926830767382889,-1.185686,-1.2718186752763527,-1.3425575804986378,0.281123,234,-1.3171549854701485,-0.203661,-0.25264770408683207,-0.24329452616871944,0.560625,55
tiiuae/Falcon3-1B-Base,50,253,max_scenarios_reached,False,253,0,0.13730929264909847,0.2659766949777516,0.183006,0.059896925126992066,0.10153265571494953,0.265871,223,-1.1097320561835,0.099615,0.04277126332284947,0.20648382496453038,0.501481,64
tiiuae/Falcon3-3B-Base,50,266,max_scenarios_reached,False,266,0,0.28531311429373774,1.6000588781172054,1.771958,1.7552223268689564,1.8204674897468345,0.156449,235,-1.0888767127534167,-0.825143,-0.9038736226287293,-1.0426510836335818,0.402801,71
tiiuae/Falcon3-7B-Base,50,297,max_scenarios_reached,False,297,0,0.375280269058296,2.399999974068973,2.57811,2.4462956268295413,2.5164507945309587,0.105536,265,-0.09330280587173008,-0.223669,-0.29164881126295994,-0.15923273246010733,0.358825,72
togethercomputer/RedPajama-INCITE-7B-Base,50,320,max_scenarios_reached,False,320,0,0.03567477876106195,-3.8702515644809203,-2.487985,-2.8486899261155294,-4.443632914961096,0.422586,290,0.6306433156824678,0.930646,0.8500508670598926,1.1091214699328766,0.423299,75
togethercomputer/RedPajama-INCITE-Base-3B-v1,50,260,max_scenarios_reached,False,260,0,0.04674182018146824,-3.772736319507034,-1.860068,-2.4784693194421306,-3.5213255649384885,0.349315,241,1.1760353782548227,0.302743,0.27130176834767694,0.37533962565031387,0.536803,50
01-ai/Yi-1.5-6B,50,284,max_scenarios_reached,False,284,0,0.20268787712561712,1.0521384193347993,1.092289,1.0643827929266654,1.1256920142429545,0.187628,254,-0.8128671205405272,-0.496362,-0.6110724348224725,-0.6920988329545658,0.498348,65
01-ai/Yi-1.5-6B-Chat,50,278,max_scenarios_reached,False,278,0,0.3069116840373011,1.6224521196303447,1.604627,1.5465772676790102,1.5802394957652277,0.152422,251,-0.8348538290543142,-0.558383,-0.6164633466457393,-0.7077639706124957,0.498955,66
01-ai/Yi-6B-200K,50,270,max_scenarios_reached,False,270,0,0.08804168952276467,-1.6224345546632073,-1.542068,-1.669190607090614,-1.956022904637853,0.346655,242,1.1926632223328988,1.796925,1.6836600469314846,2.2028309590954214,0.368056,65
BEE-spoke-data/smol_llama-220M-GQA-fineweb_edu,50,264,max_scenarios_reached,False,264,0,0.06884256719692813,-4.517662857640513,-2.730569,-3.2322810102104658,-5.895025620656487,0.403862,247,3.052581570900868,2.042726,1.9210268782244067,4.360112809463329,0.590995,50
BEE-spoke-data/smol_llama-220M-openhermes,50,285,max_scenarios_reached,False,285,0,0.05019199122325837,-4.177679754580565,-2.611409,-3.1437376351760156,-4.854918727474774,0.350255,255,1.2237322836052411,1.454371,1.3159223662896395,1.5083294734987889,0.374905,71
BSC-LT/salamandra-2b,50,259,max_scenarios_reached,False,259,0,0.07679648930334614,-2.6223159141873666,-1.784679,-2.0407935601725007,-2.3835285915427575,0.338729,245,1.4453735204055969,0.515891,0.5516476273766353,0.9522871255457089,0.615403,44
BSC-LT/salamandra-2b-instruct,50,282,max_scenarios_reached,False,282,0,0.06637410861217773,-2.172446028818473,-2.041981,-2.3113884153226296,-3.2206378379096265,0.42876,261,0.28852104994702443,-0.031582,0.13736572032927344,-0.13475613630029845,0.541236,54
BSC-LT/salamandra-7b,50,287,max_scenarios_reached,False,287,0,0.1086121777290181,-1.0885808412484252,-1.183365,-1.2716821863707448,-1.3626862819909635,0.316848,258,1.0848918498210227,0.924978,0.8778642424757792,1.0711298745094933,0.453863,59
BSC-LT/salamandra-7b-instruct,50,291,max_scenarios_reached,False,291,0,0.1151947339550192,-0.5296553482314417,-0.497213,-0.5902788484017689,-0.5891214457773882,0.237818,270,-0.31464832719440566,0.357934,0.2638454976117948,0.6021645016334565,0.525728,55
LGAI-EXAONE/EXAONE-3.5-2.4B-Instruct,50,288,max_scenarios_reached,False,288,0,0.374108612177729,2.1333334954262577,2.460126,2.4080351056365266,2.4755600434133,0.131277,262,-0.005814198328095154,-0.146389,-0.35518394936846615,-0.050824940834430496,0.321916,57
OpenBMB/MiniCPM4-0.5B,50,275,max_scenarios_reached,False,275,0,0.09736697750959956,-0.8165980502716068,-0.627092,-0.6683083788394151,-0.6678904734398408,0.280633,251,-0.779531376333615,-0.833645,-0.712890457599633,-1.2182897349767137,0.549056,53
Qwen/Qwen1.5-1.8B,50,290,max_scenarios_reached,False,290,0,0.03510696653867252,-3.876432013619266,-2.385442,-2.9266120824764106,-5.0894406253565565,0.380473,256,-0.26852132440734644,-1.019063,-1.1427754632619649,-1.9062867444706333,0.612939,62
Qwen/Qwen1.5-1.8B-Chat,50,281,max_scenarios_reached,False,281,0,0.06637410861217773,-1.8376143878789182,-1.68883,-1.9042791487920836,-2.1689548272636414,0.32823,246,-0.7034609429356069,-0.467733,-0.5224934148538264,-0.5715697669359483,0.488614,74
ai-forever/mGPT,50,251,max_scenarios_reached,False,251,0,0.0575973669775096,-5.213090026971882,-2.65495,-3.1849435950178324,-5.7608567981266425,0.39879,228,2.9121401375106646,2.056221,1.8955265737776803,3.6051258195054214,0.439642,50
allenai/OLMo-1B-hf,50,248,max_scenarios_reached,False,248,0,0.06034009873834339,-5.26669798720668,-2.434839,-2.8794166443013713,-5.059861096318145,0.433128,221,2.9426319746452942,2.401305,2.272706542137312,3.9406911475705386,0.484605,63
allenai/OLMo-2-0425-1B-DPO,50,278,max_scenarios_reached,False,278,0,0.149519890260631,0.11365159504672202,0.318534,0.22529020180407106,0.26293518992236153,0.216078,243,-1.2050625582560959,-1.086913,-1.1935682585593486,-1.989867905508162,0.60725,66
allenai/OLMo-2-0425-1B-Instruct,50,263,max_scenarios_reached,False,263,0,0.15633571036752605,0.2663012466379264,0.272633,0.2353922764530679,0.2770740378854144,0.202747,247,-1.1583233508023318,-0.274931,-0.3091336212997454,-0.43154905530731036,0.628626,50
arcee-ai/raspberry-3B,50,288,max_scenarios_reached,False,288,0,0.2421832144816237,1.0666706086014397,1.151634,1.0762941722426682,1.1180899023108335,0.172709,249,0.10000889472275093,0.047118,0.005225138160763172,0.11124166901982294,0.45547,75
google/gemma-2b,50,271,max_scenarios_reached,False,271,0,0.09053497942386832,-1.5538550242294311,-1.62915,-1.7341443361726259,-1.8598353629610824,0.346134,249,1.1818637689335223,1.073024,1.0013104809189295,2.003906473234705,0.540172,51
h2oai/h2o-danube-1.8b-chat,50,291,max_scenarios_reached,False,291,0,0.07076247942951179,-1.8545723025505716,-1.690201,-1.9536029048799917,-2.289319825125024,0.339589,264,-0.20954693468856123,-0.51017,-0.4069476380391867,-1.1926250395783016,0.66132,57
h2oai/h2o-danube2-1.8b-chat,50,243,max_scenarios_reached,False,243,0,0.08340192043895747,-1.3369594133625025,-1.166194,-1.3637210950721268,-1.4975362724530863,0.303185,222,-0.05947454238525246,0.302132,0.19319239357845475,0.6043241373312204,0.660985,46
ibm-granite/granite-7b-instruct,50,285,max_scenarios_reached,False,285,0,0.11985737794843665,-0.7698076421294883,-0.147271,-0.1911370784120269,-0.1432686254151229,0.259587,253,1.110469473226461,0.806824,0.6820869448921268,1.3077367203929555,0.515366,69
ibm/PowerLM-3b,50,260,max_scenarios_reached,False,260,0,0.17882611080636313,0.4756015564518142,0.520177,0.49294057907654837,0.5305749507051882,0.188232,238,-0.27267689739752676,0.434185,0.3699963757963665,0.6120546259892826,0.514143,55
nvidia/AceInstruct-1.5B,50,306,max_scenarios_reached,False,306,0,0.2616566099835436,1.3333333221185089,1.209006,1.1919263631302368,1.2595518997611288,0.186341,270,-0.8525747126659471,-0.103406,-0.1697134782560181,-0.040489502110563624,0.506833,77
