atlas_idx,item_id,subtask,question_id
1,diamond|0,diamond,0
172,diamond|75,diamond,75
173,diamond|76,diamond,76
174,diamond|77,diamond,77
175,diamond|78,diamond,78
176,diamond|79,diamond,79
177,diamond|8,diamond,8
178,diamond|80,diamond,80
179,diamond|81,diamond,81
180,diamond|82,diamond,82
181,diamond|83,diamond,83
182,diamond|84,diamond,84
183,diamond|85,diamond,85
184,diamond|86,diamond,86
185,diamond|87,diamond,87
186,diamond|88,diamond,88
187,diamond|89,diamond,89
188,diamond|9,diamond,9
189,diamond|90,diamond,90
190,diamond|91,diamond,91
191,diamond|92,diamond,92
192,diamond|93,diamond,93
193,diamond|94,diamond,94
194,diamond|95,diamond,95
195,diamond|96,diamond,96
196,diamond|97,diamond,97
197,diamond|98,diamond,98
198,diamond|99,diamond,99
199,extended|0,extended,0
200,extended|1,extended,1
201,extended|10,extended,10
202,extended|100,extended,100
203,extended|101,extended,101
204,extended|102,extended,102
205,extended|103,extended,103
206,extended|104,extended,104
207,extended|105,extended,105
208,extended|106,extended,106
209,extended|107,extended,107
210,extended|108,extended,108
211,extended|109,extended,109
212,extended|11,extended,11
213,extended|110,extended,110
214,extended|111,extended,111
215,extended|112,extended,112
216,extended|113,extended,113
217,extended|114,extended,114
218,extended|115,extended,115
219,extended|116,extended,116
220,extended|117,extended,117
221,extended|118,extended,118
222,extended|119,extended,119
223,extended|12,extended,12
224,extended|120,extended,120
225,extended|121,extended,121
226,extended|122,extended,122
227,extended|123,extended,123
228,extended|124,extended,124
229,extended|125,extended,125
230,extended|126,extended,126
231,extended|127,extended,127
232,extended|128,extended,128
233,extended|129,extended,129
234,extended|13,extended,13
235,extended|130,extended,130
236,extended|131,extended,131
237,extended|132,extended,132
238,extended|133,extended,133
239,extended|134,extended,134
240,extended|135,extended,135
241,extended|136,extended,136
242,extended|137,extended,137
243,extended|138,extended,138
244,extended|139,extended,139
245,extended|14,extended,14
246,extended|140,extended,140
247,extended|141,extended,141
248,extended|142,extended,142
249,extended|143,extended,143
250,extended|144,extended,144
251,extended|145,extended,145
252,extended|146,extended,146
253,extended|147,extended,147
254,extended|148,extended,148
255,extended|149,extended,149
256,extended|15,extended,15
257,extended|150,extended,150
258,extended|151,extended,151
259,extended|152,extended,152
260,extended|153,extended,153
261,extended|154,extended,154
262,extended|155,extended,155
263,extended|156,extended,156
264,extended|157,extended,157
265,extended|158,extended,158
266,extended|159,extended,159
267,extended|16,extended,16
268,extended|160,extended,160
269,extended|161,extended,161
270,extended|162,extended,162
271,extended|163,extended,163
272,extended|164,extended,164
273,extended|165,extended,165
274,extended|166,extended,166
275,extended|167,extended,167
276,extended|168,extended,168
277,extended|169,extended,169
278,extended|17,extended,17
279,extended|170,extended,170
280,extended|171,extended,171
281,extended|172,extended,172
282,extended|173,extended,173
283,extended|174,extended,174
284,extended|175,extended,175
285,extended|176,extended,176
286,extended|177,extended,177
287,extended|178,extended,178
288,extended|179,extended,179
289,extended|18,extended,18
290,extended|180,extended,180
291,extended|181,extended,181
292,extended|182,extended,182
293,extended|183,extended,183
294,extended|184,extended,184
295,extended|185,extended,185
296,extended|186,extended,186
297,extended|187,extended,187
298,extended|188,extended,188
299,extended|189,extended,189
300,extended|19,extended,19
301,extended|190,extended,190
302,extended|191,extended,191
303,extended|192,extended,192
304,extended|193,extended,193
305,extended|194,extended,194
306,extended|195,extended,195
307,extended|196,extended,196
308,extended|197,extended,197
309,extended|198,extended,198
310,extended|199,extended,199
311,extended|2,extended,2
312,extended|20,extended,20
313,extended|200,extended,200
314,extended|201,extended,201
315,extended|202,extended,202
316,extended|203,extended,203
317,extended|204,extended,204
318,extended|205,extended,205
319,extended|206,extended,206
320,extended|207,extended,207
321,extended|208,extended,208
322,extended|209,extended,209
323,extended|21,extended,21
324,extended|210,extended,210
325,extended|211,extended,211
326,extended|212,extended,212
327,extended|213,extended,213
328,extended|214,extended,214
329,extended|215,extended,215
330,extended|216,extended,216
331,extended|217,extended,217
332,extended|218,extended,218
333,extended|219,extended,219
334,extended|22,extended,22
335,extended|220,extended,220
336,extended|221,extended,221
337,extended|222,extended,222
338,extended|223,extended,223
339,extended|224,extended,224
340,extended|225,extended,225
341,extended|226,extended,226
342,extended|227,extended,227
343,extended|228,extended,228
344,extended|229,extended,229
345,extended|23,extended,23
346,extended|230,extended,230
347,extended|231,extended,231
348,extended|232,extended,232
349,extended|233,extended,233
350,extended|234,extended,234
351,extended|235,extended,235
352,extended|236,extended,236
353,extended|237,extended,237
354,extended|238,extended,238
355,extended|239,extended,239
356,extended|24,extended,24
357,extended|240,extended,240
358,extended|241,extended,241
359,extended|242,extended,242
360,extended|243,extended,243
361,extended|244,extended,244
362,extended|245,extended,245
363,extended|246,extended,246
364,extended|247,extended,247
365,extended|248,extended,248
366,extended|249,extended,249
367,extended|25,extended,25
368,extended|250,extended,250
369,extended|251,extended,251
370,extended|252,extended,252
371,extended|253,extended,253
372,extended|254,extended,254
373,extended|255,extended,255
374,extended|256,extended,256
375,extended|257,extended,257
376,extended|258,extended,258
377,extended|259,extended,259
378,extended|26,extended,26
379,extended|260,extended,260
380,extended|261,extended,261
381,extended|262,extended,262
382,extended|263,extended,263
383,extended|264,extended,264
384,extended|265,extended,265
385,extended|266,extended,266
386,extended|267,extended,267
387,extended|268,extended,268
388,extended|269,extended,269
389,extended|27,extended,27
390,extended|270,extended,270
391,extended|271,extended,271
392,extended|272,extended,272
393,extended|273,extended,273
394,extended|274,extended,274
395,extended|275,extended,275
396,extended|276,extended,276
397,extended|277,extended,277
398,extended|278,extended,278
399,extended|279,extended,279
400,extended|28,extended,28
401,extended|280,extended,280
402,extended|281,extended,281
403,extended|282,extended,282
404,extended|283,extended,283
405,extended|284,extended,284
406,extended|285,extended,285
407,extended|286,extended,286
408,extended|287,extended,287
409,extended|288,extended,288
410,extended|289,extended,289
411,extended|29,extended,29
412,extended|290,extended,290
413,extended|291,extended,291
414,extended|292,extended,292
415,extended|293,extended,293
416,extended|294,extended,294
417,extended|295,extended,295
418,extended|296,extended,296
419,extended|297,extended,297
420,extended|298,extended,298
421,extended|299,extended,299
422,extended|3,extended,3
423,extended|30,extended,30
424,extended|300,extended,300
425,extended|301,extended,301
426,extended|302,extended,302
427,extended|303,extended,303
428,extended|304,extended,304
429,extended|305,extended,305
430,extended|306,extended,306
431,extended|307,extended,307
432,extended|308,extended,308
433,extended|309,extended,309
434,extended|31,extended,31
435,extended|310,extended,310
436,extended|311,extended,311
437,extended|312,extended,312
438,extended|313,extended,313
439,extended|314,extended,314
440,extended|315,extended,315
441,extended|316,extended,316
442,extended|317,extended,317
443,extended|318,extended,318
444,extended|319,extended,319
445,extended|32,extended,32
446,extended|320,extended,320
447,extended|321,extended,321
448,extended|322,extended,322
449,extended|323,extended,323
450,extended|324,extended,324
451,extended|325,extended,325
452,extended|326,extended,326
453,extended|327,extended,327
454,extended|328,extended,328
455,extended|329,extended,329
456,extended|33,extended,33
457,extended|330,extended,330
458,extended|331,extended,331
459,extended|332,extended,332
460,extended|333,extended,333
461,extended|334,extended,334
462,extended|335,extended,335
463,extended|336,extended,336
464,extended|337,extended,337
465,extended|338,extended,338
466,extended|339,extended,339
467,extended|34,extended,34
468,extended|340,extended,340
469,extended|341,extended,341
470,extended|342,extended,342
471,extended|343,extended,343
472,extended|344,extended,344
473,extended|345,extended,345
474,extended|346,extended,346
475,extended|347,extended,347
476,extended|348,extended,348
477,extended|349,extended,349
478,extended|35,extended,35
479,extended|350,extended,350
480,extended|351,extended,351
481,extended|352,extended,352
482,extended|353,extended,353
483,extended|354,extended,354
484,extended|355,extended,355
485,extended|356,extended,356
486,extended|357,extended,357
487,extended|358,extended,358
488,extended|359,extended,359
489,extended|36,extended,36
490,extended|360,extended,360
491,extended|361,extended,361
492,extended|362,extended,362
493,extended|363,extended,363
494,extended|364,extended,364
495,extended|365,extended,365
496,extended|366,extended,366
497,extended|367,extended,367
498,extended|368,extended,368
499,extended|369,extended,369
500,extended|37,extended,37
501,extended|370,extended,370
502,extended|371,extended,371
503,extended|372,extended,372
504,extended|373,extended,373
505,extended|374,extended,374
506,extended|375,extended,375
507,extended|376,extended,376
508,extended|377,extended,377
509,extended|378,extended,378
510,extended|379,extended,379
511,extended|38,extended,38
512,extended|380,extended,380
513,extended|381,extended,381
514,extended|382,extended,382
515,extended|383,extended,383
516,extended|384,extended,384
517,extended|385,extended,385
518,extended|386,extended,386
519,extended|387,extended,387
520,extended|388,extended,388
521,extended|389,extended,389
522,extended|39,extended,39
523,extended|390,extended,390
524,extended|391,extended,391
525,extended|392,extended,392
526,extended|393,extended,393
527,extended|394,extended,394
528,extended|395,extended,395
529,extended|396,extended,396
530,extended|397,extended,397
531,extended|398,extended,398
532,extended|399,extended,399
533,extended|4,extended,4
534,extended|40,extended,40
535,extended|400,extended,400
536,extended|401,extended,401
537,extended|402,extended,402
538,extended|403,extended,403
539,extended|404,extended,404
540,extended|405,extended,405
541,extended|406,extended,406
542,extended|407,extended,407
543,extended|408,extended,408
544,extended|409,extended,409
545,extended|41,extended,41
546,extended|410,extended,410
547,extended|411,extended,411
548,extended|412,extended,412
549,extended|413,extended,413
550,extended|414,extended,414
551,extended|415,extended,415
552,extended|416,extended,416
553,extended|417,extended,417
554,extended|418,extended,418
555,extended|419,extended,419
556,extended|42,extended,42
557,extended|420,extended,420
558,extended|421,extended,421
559,extended|422,extended,422
560,extended|423,extended,423
561,extended|424,extended,424
562,extended|425,extended,425
563,extended|426,extended,426
564,extended|427,extended,427
565,extended|428,extended,428
566,extended|429,extended,429
567,extended|43,extended,43
568,extended|430,extended,430
569,extended|431,extended,431
570,extended|432,extended,432
571,extended|433,extended,433
572,extended|434,extended,434
573,extended|435,extended,435
574,extended|436,extended,436
575,extended|437,extended,437
576,extended|438,extended,438
577,extended|439,extended,439
578,extended|44,extended,44
579,extended|440,extended,440
580,extended|441,extended,441
581,extended|442,extended,442
582,extended|443,extended,443
583,extended|444,extended,444
584,extended|445,extended,445
585,extended|446,extended,446
586,extended|447,extended,447
587,extended|448,extended,448
588,extended|449,extended,449
589,extended|45,extended,45
590,extended|450,extended,450
591,extended|451,extended,451
592,extended|452,extended,452
593,extended|453,extended,453
594,extended|454,extended,454
595,extended|455,extended,455
596,extended|456,extended,456
597,extended|457,extended,457
598,extended|458,extended,458
599,extended|459,extended,459
600,extended|46,extended,46
601,extended|460,extended,460
602,extended|461,extended,461
603,extended|462,extended,462
604,extended|463,extended,463
605,extended|464,extended,464
606,extended|465,extended,465
607,extended|466,extended,466
608,extended|467,extended,467
609,extended|468,extended,468
610,extended|469,extended,469
611,extended|47,extended,47
612,extended|470,extended,470
613,extended|471,extended,471
614,extended|472,extended,472
615,extended|473,extended,473
616,extended|474,extended,474
617,extended|475,extended,475
618,extended|476,extended,476
619,extended|477,extended,477
620,extended|478,extended,478
621,extended|479,extended,479
622,extended|48,extended,48
623,extended|480,extended,480
624,extended|481,extended,481
625,extended|482,extended,482
626,extended|483,extended,483
627,extended|484,extended,484
628,extended|485,extended,485
629,extended|486,extended,486
630,extended|487,extended,487
631,extended|488,extended,488
632,extended|489,extended,489
633,extended|49,extended,49
634,extended|490,extended,490
635,extended|491,extended,491
636,extended|492,extended,492
637,extended|493,extended,493
638,extended|494,extended,494
639,extended|495,extended,495
640,extended|496,extended,496
641,extended|497,extended,497
642,extended|498,extended,498
643,extended|499,extended,499
644,extended|5,extended,5
645,extended|50,extended,50
646,extended|500,extended,500
647,extended|501,extended,501
648,extended|502,extended,502
649,extended|503,extended,503
650,extended|504,extended,504
651,extended|505,extended,505
652,extended|506,extended,506
653,extended|507,extended,507
654,extended|508,extended,508
655,extended|509,extended,509
656,extended|51,extended,51
657,extended|510,extended,510
658,extended|511,extended,511
659,extended|512,extended,512
660,extended|513,extended,513
661,extended|514,extended,514
662,extended|515,extended,515
663,extended|516,extended,516
664,extended|517,extended,517
665,extended|518,extended,518
666,extended|519,extended,519
667,extended|52,extended,52
668,extended|520,extended,520
669,extended|521,extended,521
670,extended|522,extended,522
671,extended|523,extended,523
672,extended|524,extended,524
673,extended|525,extended,525
674,extended|526,extended,526
675,extended|527,extended,527
676,extended|528,extended,528
677,extended|529,extended,529
678,extended|53,extended,53
679,extended|530,extended,530
680,extended|531,extended,531
681,extended|532,extended,532
682,extended|533,extended,533
683,extended|534,extended,534
684,extended|535,extended,535
685,extended|536,extended,536
686,extended|537,extended,537
687,extended|538,extended,538
688,extended|539,extended,539
689,extended|54,extended,54
690,extended|540,extended,540
691,extended|541,extended,541
692,extended|542,extended,542
693,extended|543,extended,543
694,extended|544,extended,544
695,extended|545,extended,545
696,extended|55,extended,55
697,extended|56,extended,56
698,extended|57,extended,57
699,extended|58,extended,58
700,extended|59,extended,59
701,extended|6,extended,6
702,extended|60,extended,60
703,extended|61,extended,61
704,extended|62,extended,62
705,extended|63,extended,63
706,extended|64,extended,64
707,extended|65,extended,65
708,extended|66,extended,66
709,extended|67,extended,67
710,extended|68,extended,68
711,extended|69,extended,69
712,extended|7,extended,7
713,extended|70,extended,70
714,extended|71,extended,71
715,extended|72,extended,72
716,extended|73,extended,73
717,extended|74,extended,74
718,extended|75,extended,75
719,extended|76,extended,76
720,extended|77,extended,77
721,extended|78,extended,78
722,extended|79,extended,79
723,extended|8,extended,8
724,extended|80,extended,80
725,extended|81,extended,81
726,extended|82,extended,82
727,extended|83,extended,83
728,extended|84,extended,84
729,extended|85,extended,85
730,extended|86,extended,86
731,extended|87,extended,87
732,extended|88,extended,88
733,extended|89,extended,89
734,extended|9,extended,9
735,extended|90,extended,90
736,extended|91,extended,91
737,extended|92,extended,92
738,extended|93,extended,93
739,extended|94,extended,94
740,extended|95,extended,95
741,extended|96,extended,96
742,extended|97,extended,97
743,extended|98,extended,98
744,extended|99,extended,99
745,main|0,main,0
746,main|1,main,1
747,main|10,main,10
748,main|100,main,100
749,main|101,main,101
750,main|102,main,102
751,main|103,main,103
752,main|104,main,104
753,main|105,main,105
754,main|106,main,106
755,main|107,main,107
756,main|108,main,108
757,main|109,main,109
758,main|11,main,11
759,main|110,main,110
760,main|111,main,111
761,main|112,main,112
762,main|113,main,113
763,main|114,main,114
764,main|115,main,115
765,main|116,main,116
766,main|117,main,117
767,main|118,main,118
768,main|119,main,119
769,main|12,main,12
770,main|120,main,120
771,main|121,main,121
772,main|122,main,122
773,main|123,main,123
774,main|124,main,124
775,main|125,main,125
776,main|126,main,126
777,main|127,main,127
778,main|128,main,128
779,main|129,main,129
780,main|13,main,13
781,main|130,main,130
782,main|131,main,131
783,main|132,main,132
784,main|133,main,133
785,main|134,main,134
786,main|135,main,135
787,main|136,main,136
788,main|137,main,137
789,main|138,main,138
790,main|139,main,139
791,main|14,main,14
792,main|140,main,140
793,main|141,main,141
794,main|142,main,142
795,main|143,main,143
796,main|144,main,144
797,main|145,main,145
798,main|146,main,146
799,main|147,main,147
800,main|148,main,148
801,main|149,main,149
802,main|15,main,15
803,main|150,main,150
804,main|151,main,151
805,main|152,main,152
806,main|153,main,153
807,main|154,main,154
808,main|155,main,155
809,main|156,main,156
810,main|157,main,157
811,main|158,main,158
812,main|159,main,159
813,main|16,main,16
814,main|160,main,160
815,main|161,main,161
816,main|162,main,162
817,main|163,main,163
818,main|164,main,164
819,main|165,main,165
820,main|166,main,166
821,main|167,main,167
822,main|168,main,168
823,main|169,main,169
824,main|17,main,17
825,main|170,main,170
826,main|171,main,171
827,main|172,main,172
828,main|173,main,173
829,main|174,main,174
830,main|175,main,175
831,main|176,main,176
832,main|177,main,177
833,main|178,main,178
834,main|179,main,179
835,main|18,main,18
836,main|180,main,180
837,main|181,main,181
838,main|182,main,182
839,main|183,main,183
840,main|184,main,184
841,main|185,main,185
842,main|186,main,186
843,main|187,main,187
844,main|188,main,188
845,main|189,main,189
846,main|19,main,19
847,main|190,main,190
848,main|191,main,191
849,main|192,main,192
850,main|193,main,193
851,main|194,main,194
852,main|195,main,195
853,main|196,main,196
854,main|197,main,197
855,main|198,main,198
856,main|199,main,199
857,main|2,main,2
858,main|20,main,20
859,main|200,main,200
860,main|201,main,201
861,main|202,main,202
862,main|203,main,203
863,main|204,main,204
864,main|205,main,205
865,main|206,main,206
866,main|207,main,207
867,main|208,main,208
868,main|209,main,209
869,main|21,main,21
870,main|210,main,210
871,main|211,main,211
872,main|212,main,212
873,main|213,main,213
874,main|214,main,214
875,main|215,main,215
876,main|216,main,216
877,main|217,main,217
878,main|218,main,218
879,main|219,main,219
880,main|22,main,22
881,main|220,main,220
882,main|221,main,221
883,main|222,main,222
884,main|223,main,223
885,main|224,main,224
886,main|225,main,225
887,main|226,main,226
888,main|227,main,227
889,main|228,main,228
890,main|229,main,229
891,main|23,main,23
892,main|230,main,230
893,main|231,main,231
894,main|232,main,232
895,main|233,main,233
896,main|234,main,234
897,main|235,main,235
898,main|236,main,236
899,main|237,main,237
900,main|238,main,238
901,main|239,main,239
902,main|24,main,24
903,main|240,main,240
904,main|241,main,241
905,main|242,main,242
906,main|243,main,243
907,main|244,main,244
908,main|245,main,245
909,main|246,main,246
910,main|247,main,247
911,main|248,main,248
912,main|249,main,249
913,main|25,main,25
914,main|250,main,250
915,main|251,main,251
916,main|252,main,252
917,main|253,main,253
918,main|254,main,254
919,main|255,main,255
920,main|256,main,256
921,main|257,main,257
922,main|258,main,258
923,main|259,main,259
924,main|26,main,26
925,main|260,main,260
926,main|261,main,261
927,main|262,main,262
928,main|263,main,263
929,main|264,main,264
930,main|265,main,265
931,main|266,main,266
932,main|267,main,267
933,main|268,main,268
934,main|269,main,269
935,main|27,main,27
936,main|270,main,270
937,main|271,main,271
938,main|272,main,272
939,main|273,main,273
940,main|274,main,274
941,main|275,main,275
942,main|276,main,276
943,main|277,main,277
944,main|278,main,278
945,main|279,main,279
946,main|28,main,28
947,main|280,main,280
948,main|281,main,281
949,main|282,main,282
950,main|283,main,283
951,main|284,main,284
952,main|285,main,285
953,main|286,main,286
954,main|287,main,287
955,main|288,main,288
956,main|289,main,289
957,main|29,main,29
958,main|290,main,290
959,main|291,main,291
960,main|292,main,292
961,main|293,main,293
962,main|294,main,294
963,main|295,main,295
964,main|296,main,296
965,main|297,main,297
966,main|298,main,298
967,main|299,main,299
968,main|3,main,3
969,main|30,main,30
970,main|300,main,300
971,main|301,main,301
972,main|302,main,302
973,main|303,main,303
974,main|304,main,304
975,main|305,main,305
976,main|306,main,306
977,main|307,main,307
978,main|308,main,308
979,main|309,main,309
980,main|31,main,31
981,main|310,main,310
982,main|311,main,311
983,main|312,main,312
984,main|313,main,313
985,main|314,main,314
986,main|315,main,315
987,main|316,main,316
988,main|317,main,317
989,main|318,main,318
990,main|319,main,319
991,main|32,main,32
992,main|320,main,320
993,main|321,main,321
994,main|322,main,322
995,main|323,main,323
996,main|324,main,324
997,main|325,main,325
998,main|326,main,326
999,main|327,main,327
1000,main|328,main,328
1001,main|329,main,329
1002,main|33,main,33
1003,main|330,main,330
1004,main|331,main,331
1005,main|332,main,332
1006,main|333,main,333
1007,main|334,main,334
1008,main|335,main,335
1009,main|336,main,336
1010,main|337,main,337
1011,main|338,main,338
1012,main|339,main,339
1013,main|34,main,34
1014,main|340,main,340
1015,main|341,main,341
1016,main|342,main,342
1017,main|343,main,343
1018,main|344,main,344
1019,main|345,main,345
1020,main|346,main,346
1021,main|347,main,347
1022,main|348,main,348
1023,main|349,main,349
1024,main|35,main,35
1025,main|350,main,350
1026,main|351,main,351
1027,main|352,main,352
1028,main|353,main,353
1029,main|354,main,354
1030,main|355,main,355
1031,main|356,main,356
1032,main|357,main,357
1033,main|358,main,358
1034,main|359,main,359
1035,main|36,main,36
1036,main|360,main,360
1037,main|361,main,361
1038,main|362,main,362
1039,main|363,main,363
1040,main|364,main,364
1041,main|365,main,365
1042,main|366,main,366
1043,main|367,main,367
1044,main|368,main,368
1045,main|369,main,369
1046,main|37,main,37
1047,main|370,main,370
1048,main|371,main,371
1049,main|372,main,372
1050,main|373,main,373
1051,main|374,main,374
1052,main|375,main,375
1053,main|376,main,376
1054,main|377,main,377
1055,main|378,main,378
1056,main|379,main,379
1057,main|38,main,38
1058,main|380,main,380
1059,main|381,main,381
1060,main|382,main,382
1061,main|383,main,383
1062,main|384,main,384
1063,main|385,main,385
1064,main|386,main,386
1065,main|387,main,387
1066,main|388,main,388
1067,main|389,main,389
1068,main|39,main,39
1069,main|390,main,390
1070,main|391,main,391
1071,main|392,main,392
1072,main|393,main,393
1073,main|394,main,394
1074,main|395,main,395
1075,main|396,main,396
1076,main|397,main,397
1077,main|398,main,398
1078,main|399,main,399
1079,main|4,main,4
1080,main|40,main,40
1081,main|400,main,400
1082,main|401,main,401
1083,main|402,main,402
1084,main|403,main,403
1085,main|404,main,404
1086,main|405,main,405
1087,main|406,main,406
1088,main|407,main,407
1089,main|408,main,408
1090,main|409,main,409
1091,main|41,main,41
1092,main|410,main,410
1093,main|411,main,411
1094,main|412,main,412
1095,main|413,main,413
1096,main|414,main,414
1097,main|415,main,415
1098,main|416,main,416
1099,main|417,main,417
1100,main|418,main,418
1101,main|419,main,419
1102,main|42,main,42
1103,main|420,main,420
1104,main|421,main,421
1105,main|422,main,422
1106,main|423,main,423
1107,main|424,main,424
1108,main|425,main,425
1109,main|426,main,426
1110,main|427,main,427
1111,main|428,main,428
1112,main|429,main,429
1113,main|43,main,43
1114,main|430,main,430
1115,main|431,main,431
1116,main|432,main,432
1117,main|433,main,433
1118,main|434,main,434
1119,main|435,main,435
1120,main|436,main,436
1121,main|437,main,437
1122,main|438,main,438
1123,main|439,main,439
1124,main|44,main,44
1125,main|440,main,440
1126,main|441,main,441
1127,main|442,main,442
1128,main|443,main,443
1129,main|444,main,444
1130,main|445,main,445
1131,main|446,main,446
1132,main|447,main,447
1133,main|45,main,45
1134,main|46,main,46
1135,main|47,main,47
1136,main|48,main,48
1137,main|49,main,49
1138,main|5,main,5
1139,main|50,main,50
1140,main|51,main,51
1141,main|52,main,52
1142,main|53,main,53
1143,main|54,main,54
1144,main|55,main,55
1145,main|56,main,56
1146,main|57,main,57
1147,main|58,main,58
1148,main|59,main,59
1149,main|6,main,6
1150,main|60,main,60
1151,main|61,main,61
1152,main|62,main,62
1153,main|63,main,63
1154,main|64,main,64
1155,main|65,main,65
1156,main|66,main,66
1157,main|67,main,67
1158,main|68,main,68
1159,main|69,main,69
1160,main|7,main,7
1161,main|70,main,70
1162,main|71,main,71
1163,main|72,main,72
1164,main|73,main,73
1165,main|74,main,74
1166,main|75,main,75
1167,main|76,main,76
1168,main|77,main,77
1169,main|78,main,78
1170,main|79,main,79
1171,main|8,main,8
1172,main|80,main,80
1173,main|81,main,81
1174,main|82,main,82
1175,main|83,main,83
1176,main|84,main,84
1177,main|85,main,85
1178,main|86,main,86
1179,main|87,main,87
1180,main|88,main,88
1181,main|89,main,89
1182,main|9,main,9
1183,main|90,main,90
1184,main|91,main,91
1185,main|92,main,92
1186,main|93,main,93
1187,main|94,main,94
