atlas_idx,question_id
363,hellaswag-val-5182
364,hellaswag-val-8587
365,hellaswag-val-12
366,hellaswag-val-4427
367,hellaswag-val-4420
368,hellaswag-val-2294
369,hellaswag-val-1001
370,hellaswag-val-8152
371,hellaswag-val-8831
372,hellaswag-val-343
373,hellaswag-val-3796
374,hellaswag-val-276
375,hellaswag-val-6138
376,hellaswag-val-8440
377,hellaswag-val-7603
378,hellaswag-val-198
379,hellaswag-val-1653
380,hellaswag-val-3411
381,hellaswag-val-3936
382,hellaswag-val-2987
383,hellaswag-val-8399
384,hellaswag-val-1681
385,hellaswag-val-7233
386,hellaswag-val-3932
387,hellaswag-val-1457
388,hellaswag-val-1282
389,hellaswag-val-8219
390,hellaswag-val-235
391,hellaswag-val-9533
392,hellaswag-val-3264
393,hellaswag-val-70
394,hellaswag-val-6749
395,hellaswag-val-1549
396,hellaswag-val-7743
397,hellaswag-val-6835
398,hellaswag-val-4838
399,hellaswag-val-3933
400,hellaswag-val-9395
401,hellaswag-val-6546
402,hellaswag-val-9284
403,hellaswag-val-7831
404,hellaswag-val-1910
405,hellaswag-val-6609
406,hellaswag-val-8018
407,hellaswag-val-6757
408,hellaswag-val-2613
409,hellaswag-val-7977
410,hellaswag-val-4275
411,hellaswag-val-4157
412,hellaswag-val-6258
413,hellaswag-val-9363
414,hellaswag-val-5623
415,hellaswag-val-7763
416,hellaswag-val-9553
417,hellaswag-val-3156
418,hellaswag-val-6917
419,hellaswag-val-7860
420,hellaswag-val-9281
421,hellaswag-val-3206
422,hellaswag-val-7291
423,hellaswag-val-6093
424,hellaswag-val-9647
425,hellaswag-val-405
426,hellaswag-val-809
427,hellaswag-val-3379
428,hellaswag-val-9691
429,hellaswag-val-8958
430,hellaswag-val-3196
431,hellaswag-val-1932
432,hellaswag-val-9765
433,hellaswag-val-8826
434,hellaswag-val-896
435,hellaswag-val-5637
436,hellaswag-val-2487
437,hellaswag-val-4940
438,hellaswag-val-292
439,hellaswag-val-3019
440,hellaswag-val-544
441,hellaswag-val-6954
442,hellaswag-val-2179
443,hellaswag-val-6582
444,hellaswag-val-3955
445,hellaswag-val-3839
446,hellaswag-val-5797
447,hellaswag-val-1705
448,hellaswag-val-4764
449,hellaswag-val-7074
450,hellaswag-val-806
451,hellaswag-val-1534
452,hellaswag-val-7674
453,hellaswag-val-7716
454,hellaswag-val-8125
455,hellaswag-val-4430
456,hellaswag-val-4909
457,hellaswag-val-1154
458,hellaswag-val-4321
459,hellaswag-val-7829
460,hellaswag-val-1520
461,hellaswag-val-9235
462,hellaswag-val-9655
463,hellaswag-val-1460
464,hellaswag-val-4985
465,hellaswag-val-8064
466,hellaswag-val-1072
467,hellaswag-val-6010
468,hellaswag-val-760
469,hellaswag-val-5495
470,hellaswag-val-5429
471,hellaswag-val-7249
472,hellaswag-val-2581
473,hellaswag-val-6166
474,hellaswag-val-4169
475,hellaswag-val-6158
476,hellaswag-val-8013
477,hellaswag-val-9950
478,hellaswag-val-6443
479,hellaswag-val-7799
480,hellaswag-val-4048
481,hellaswag-val-7522
482,hellaswag-val-1916
483,hellaswag-val-3767
484,hellaswag-val-5134
485,hellaswag-val-2011
486,hellaswag-val-9937
487,hellaswag-val-1360
488,hellaswag-val-847
489,hellaswag-val-8954
490,hellaswag-val-5593
491,hellaswag-val-109
492,hellaswag-val-8513
493,hellaswag-val-7443
494,hellaswag-val-8536
495,hellaswag-val-2025
496,hellaswag-val-7909
497,hellaswag-val-4316
498,hellaswag-val-7212
499,hellaswag-val-3493
500,hellaswag-val-1430
501,hellaswag-val-6784
502,hellaswag-val-364
503,hellaswag-val-2272
504,hellaswag-val-9607
505,hellaswag-val-4228
506,hellaswag-val-6416
507,hellaswag-val-5492
508,hellaswag-val-4281
509,hellaswag-val-1310
510,hellaswag-val-4548
511,hellaswag-val-8632
512,hellaswag-val-6662
513,hellaswag-val-9597
514,hellaswag-val-2961
515,hellaswag-val-8296
516,hellaswag-val-143
517,hellaswag-val-4044
518,hellaswag-val-8598
519,hellaswag-val-9828
520,hellaswag-val-8655
521,hellaswag-val-6114
522,hellaswag-val-709
523,hellaswag-val-5779
524,hellaswag-val-3478
525,hellaswag-val-7835
526,hellaswag-val-724
527,hellaswag-val-9551
528,hellaswag-val-2424
529,hellaswag-val-8703
530,hellaswag-val-8350
531,hellaswag-val-8054
532,hellaswag-val-4736
533,hellaswag-val-2242
534,hellaswag-val-3486
535,hellaswag-val-2929
536,hellaswag-val-6039
537,hellaswag-val-5142
538,hellaswag-val-572
539,hellaswag-val-8192
540,hellaswag-val-2122
541,hellaswag-val-6525
542,hellaswag-val-3323
543,hellaswag-val-8341
544,hellaswag-val-4195
545,hellaswag-val-7490
546,hellaswag-val-5973
547,hellaswag-val-1252
548,hellaswag-val-2326
549,hellaswag-val-8150
550,hellaswag-val-7838
551,hellaswag-val-3254
552,hellaswag-val-9153
553,hellaswag-val-4031
554,hellaswag-val-3424
555,hellaswag-val-9694
556,hellaswag-val-1733
557,hellaswag-val-4517
558,hellaswag-val-3491
559,hellaswag-val-6712
560,hellaswag-val-9041
561,hellaswag-val-2590
562,hellaswag-val-8228
563,hellaswag-val-557
564,hellaswag-val-9636
565,hellaswag-val-6195
566,hellaswag-val-6394
567,hellaswag-val-6422
568,hellaswag-val-3038
569,hellaswag-val-286
570,hellaswag-val-766
571,hellaswag-val-3097
572,hellaswag-val-7097
573,hellaswag-val-8474
574,hellaswag-val-735
575,hellaswag-val-585
576,hellaswag-val-1452
577,hellaswag-val-9936
578,hellaswag-val-7526
579,hellaswag-val-7920
580,hellaswag-val-1723
581,hellaswag-val-966
582,hellaswag-val-6507
583,hellaswag-val-7665
584,hellaswag-val-1741
585,hellaswag-val-4355
586,hellaswag-val-411
587,hellaswag-val-6778
588,hellaswag-val-2797
589,hellaswag-val-9598
590,hellaswag-val-3343
591,hellaswag-val-3747
592,hellaswag-val-9302
593,hellaswag-val-9461
594,hellaswag-val-453
595,hellaswag-val-9810
596,hellaswag-val-8772
597,hellaswag-val-5538
598,hellaswag-val-469
599,hellaswag-val-3027
600,hellaswag-val-6386
601,hellaswag-val-5504
602,hellaswag-val-7058
603,hellaswag-val-1830
604,hellaswag-val-9788
605,hellaswag-val-3536
606,hellaswag-val-3004
607,hellaswag-val-8002
608,hellaswag-val-4859
609,hellaswag-val-6574
610,hellaswag-val-3265
611,hellaswag-val-1136
612,hellaswag-val-8372
613,hellaswag-val-8560
614,hellaswag-val-517
615,hellaswag-val-9880
616,hellaswag-val-2674
617,hellaswag-val-7568
618,hellaswag-val-6151
619,hellaswag-val-7304
620,hellaswag-val-9590
621,hellaswag-val-7602
622,hellaswag-val-9380
623,hellaswag-val-1510
624,hellaswag-val-3926
625,hellaswag-val-5433
626,hellaswag-val-4243
627,hellaswag-val-8733
628,hellaswag-val-5756
629,hellaswag-val-6218
630,hellaswag-val-8553
631,hellaswag-val-8717
632,hellaswag-val-9430
633,hellaswag-val-687
634,hellaswag-val-6292
635,hellaswag-val-9736
636,hellaswag-val-2894
637,hellaswag-val-4584
638,hellaswag-val-3525
639,hellaswag-val-4857
640,hellaswag-val-3205
641,hellaswag-val-9518
642,hellaswag-val-5094
643,hellaswag-val-1481
644,hellaswag-val-1216
645,hellaswag-val-5436
646,hellaswag-val-3175
647,hellaswag-val-6750
648,hellaswag-val-3782
649,hellaswag-val-51
650,hellaswag-val-7347
651,hellaswag-val-7352
652,hellaswag-val-527
653,hellaswag-val-5965
654,hellaswag-val-1757
655,hellaswag-val-678
656,hellaswag-val-1309
657,hellaswag-val-7906
658,hellaswag-val-3043
659,hellaswag-val-9178
660,hellaswag-val-6973
661,hellaswag-val-3497
662,hellaswag-val-8286
663,hellaswag-val-8752
664,hellaswag-val-1352
665,hellaswag-val-632
666,hellaswag-val-875
667,hellaswag-val-4308
668,hellaswag-val-2470
669,hellaswag-val-2398
670,hellaswag-val-32
671,hellaswag-val-877
672,hellaswag-val-5855
673,hellaswag-val-3631
674,hellaswag-val-3402
675,hellaswag-val-5319
676,hellaswag-val-1405
677,hellaswag-val-5210
678,hellaswag-val-6104
679,hellaswag-val-4163
680,hellaswag-val-802
681,hellaswag-val-3087
682,hellaswag-val-7641
683,hellaswag-val-6146
684,hellaswag-val-4910
685,hellaswag-val-7452
686,hellaswag-val-503
687,hellaswag-val-7844
688,hellaswag-val-6994
689,hellaswag-val-4495
690,hellaswag-val-3231
691,hellaswag-val-3208
692,hellaswag-val-5351
693,hellaswag-val-6073
694,hellaswag-val-6944
695,hellaswag-val-7099
696,hellaswag-val-212
697,hellaswag-val-8119
698,hellaswag-val-3808
699,hellaswag-val-5465
700,hellaswag-val-3831
701,hellaswag-val-668
702,hellaswag-val-1990
703,hellaswag-val-6372
704,hellaswag-val-3374
705,hellaswag-val-4802
706,hellaswag-val-959
707,hellaswag-val-914
708,hellaswag-val-8285
709,hellaswag-val-2375
710,hellaswag-val-6350
711,hellaswag-val-5069
712,hellaswag-val-860
713,hellaswag-val-9179
714,hellaswag-val-1690
715,hellaswag-val-3828
716,hellaswag-val-448
717,hellaswag-val-8387
718,hellaswag-val-7191
719,hellaswag-val-2770
720,hellaswag-val-9475
721,hellaswag-val-6856
722,hellaswag-val-983
723,hellaswag-val-1537
724,hellaswag-val-1504
725,hellaswag-val-5548
726,hellaswag-val-1201
727,hellaswag-val-661
728,hellaswag-val-6185
729,hellaswag-val-9079
730,hellaswag-val-5242
731,hellaswag-val-8621
732,hellaswag-val-2345
733,hellaswag-val-1936
734,hellaswag-val-7407
735,hellaswag-val-4858
736,hellaswag-val-9458
737,hellaswag-val-9245
738,hellaswag-val-4921
739,hellaswag-val-4365
740,hellaswag-val-19
741,hellaswag-val-1417
742,hellaswag-val-3700
743,hellaswag-val-1495
744,hellaswag-val-2110
745,hellaswag-val-5162
746,hellaswag-val-4662
747,hellaswag-val-6439
748,hellaswag-val-4101
749,hellaswag-val-8576
750,hellaswag-val-3332
751,hellaswag-val-2098
752,hellaswag-val-7549
753,hellaswag-val-5648
754,hellaswag-val-37
755,hellaswag-val-915
756,hellaswag-val-3494
757,hellaswag-val-9819
758,hellaswag-val-8230
759,hellaswag-val-4247
760,hellaswag-val-4098
761,hellaswag-val-6007
762,hellaswag-val-6111
763,hellaswag-val-9001
764,hellaswag-val-2998
765,hellaswag-val-7008
766,hellaswag-val-105
767,hellaswag-val-5996
768,hellaswag-val-4384
769,hellaswag-val-6264
770,hellaswag-val-7934
771,hellaswag-val-7521
772,hellaswag-val-2709
773,hellaswag-val-4488
774,hellaswag-val-7807
775,hellaswag-val-3762
776,hellaswag-val-855
777,hellaswag-val-8759
778,hellaswag-val-8145
779,hellaswag-val-10007
780,hellaswag-val-1803
781,hellaswag-val-1493
782,hellaswag-val-5864
783,hellaswag-val-9532
784,hellaswag-val-170
785,hellaswag-val-835
786,hellaswag-val-5342
787,hellaswag-val-4026
788,hellaswag-val-6672
789,hellaswag-val-7512
790,hellaswag-val-6659
791,hellaswag-val-9273
792,hellaswag-val-4322
793,hellaswag-val-2633
794,hellaswag-val-6200
795,hellaswag-val-9991
796,hellaswag-val-8537
797,hellaswag-val-1295
798,hellaswag-val-9175
799,hellaswag-val-7943
800,hellaswag-val-148
801,hellaswag-val-3731
802,hellaswag-val-6243
803,hellaswag-val-3274
804,hellaswag-val-9595
805,hellaswag-val-192
806,hellaswag-val-2743
807,hellaswag-val-7575
808,hellaswag-val-3687
809,hellaswag-val-5261
810,hellaswag-val-7902
811,hellaswag-val-4927
812,hellaswag-val-9848
813,hellaswag-val-89
814,hellaswag-val-6588
815,hellaswag-val-3769
816,hellaswag-val-8620
817,hellaswag-val-9757
818,hellaswag-val-2859
819,hellaswag-val-6286
820,hellaswag-val-5672
821,hellaswag-val-8643
822,hellaswag-val-8854
823,hellaswag-val-8736
824,hellaswag-val-6453
825,hellaswag-val-5824
826,hellaswag-val-1345
827,hellaswag-val-5885
828,hellaswag-val-6363
829,hellaswag-val-4001
830,hellaswag-val-2904
831,hellaswag-val-471
832,hellaswag-val-8615
833,hellaswag-val-2731
834,hellaswag-val-3306
835,hellaswag-val-5828
836,hellaswag-val-7815
837,hellaswag-val-7525
838,hellaswag-val-9753
839,hellaswag-val-2377
840,hellaswag-val-547
841,hellaswag-val-1677
842,hellaswag-val-1078
843,hellaswag-val-3427
844,hellaswag-val-5972
845,hellaswag-val-3401
846,hellaswag-val-4318
847,hellaswag-val-80
848,hellaswag-val-4320
849,hellaswag-val-3316
850,hellaswag-val-6296
851,hellaswag-val-8913
852,hellaswag-val-6398
853,hellaswag-val-3129
854,hellaswag-val-7125
855,hellaswag-val-10006
856,hellaswag-val-2081
857,hellaswag-val-8220
858,hellaswag-val-6152
859,hellaswag-val-9631
860,hellaswag-val-4787
861,hellaswag-val-1570
862,hellaswag-val-8376
863,hellaswag-val-5483
864,hellaswag-val-2224
865,hellaswag-val-3971
866,hellaswag-val-2964
867,hellaswag-val-6900
868,hellaswag-val-3783
869,hellaswag-val-2667
870,hellaswag-val-9962
871,hellaswag-val-4363
872,hellaswag-val-8269
873,hellaswag-val-473
874,hellaswag-val-6768
875,hellaswag-val-758
876,hellaswag-val-116
877,hellaswag-val-5380
878,hellaswag-val-7379
879,hellaswag-val-7173
880,hellaswag-val-8857
881,hellaswag-val-5578
882,hellaswag-val-260
883,hellaswag-val-363
884,hellaswag-val-6681
885,hellaswag-val-1243
886,hellaswag-val-899
887,hellaswag-val-6417
888,hellaswag-val-676
889,hellaswag-val-5785
890,hellaswag-val-9964
891,hellaswag-val-3983
892,hellaswag-val-6407
893,hellaswag-val-4277
894,hellaswag-val-110
895,hellaswag-val-930
896,hellaswag-val-3186
897,hellaswag-val-2453
898,hellaswag-val-4109
899,hellaswag-val-8722
900,hellaswag-val-3693
901,hellaswag-val-9733
902,hellaswag-val-3943
903,hellaswag-val-3594
904,hellaswag-val-1955
905,hellaswag-val-4156
906,hellaswag-val-1672
907,hellaswag-val-3736
908,hellaswag-val-4080
909,hellaswag-val-6508
910,hellaswag-val-9997
911,hellaswag-val-9155
912,hellaswag-val-7773
913,hellaswag-val-81
914,hellaswag-val-6099
915,hellaswag-val-7531
916,hellaswag-val-7866
917,hellaswag-val-85
918,hellaswag-val-3158
919,hellaswag-val-4587
920,hellaswag-val-4432
921,hellaswag-val-4117
922,hellaswag-val-3272
923,hellaswag-val-4220
924,hellaswag-val-1062
925,hellaswag-val-7113
926,hellaswag-val-8383
927,hellaswag-val-6364
928,hellaswag-val-7297
929,hellaswag-val-3066
930,hellaswag-val-3370
931,hellaswag-val-2729
932,hellaswag-val-9392
933,hellaswag-val-6880
934,hellaswag-val-4023
935,hellaswag-val-4840
936,hellaswag-val-1728
937,hellaswag-val-190
938,hellaswag-val-5951
939,hellaswag-val-377
940,hellaswag-val-3061
941,hellaswag-val-3982
942,hellaswag-val-6848
943,hellaswag-val-9123
944,hellaswag-val-3002
945,hellaswag-val-8116
946,hellaswag-val-9945
947,hellaswag-val-4814
948,hellaswag-val-6282
949,hellaswag-val-2071
950,hellaswag-val-6759
951,hellaswag-val-8455
952,hellaswag-val-1944
953,hellaswag-val-9920
954,hellaswag-val-8436
955,hellaswag-val-8964
956,hellaswag-val-1044
957,hellaswag-val-3201
958,hellaswag-val-9539
959,hellaswag-val-6223
960,hellaswag-val-6683
961,hellaswag-val-3030
962,hellaswag-val-3720
963,hellaswag-val-6444
964,hellaswag-val-9805
965,hellaswag-val-6855
966,hellaswag-val-4419
967,hellaswag-val-6259
968,hellaswag-val-5490
969,hellaswag-val-1284
970,hellaswag-val-1651
971,hellaswag-val-3227
972,hellaswag-val-4362
973,hellaswag-val-5960
974,hellaswag-val-4725
975,hellaswag-val-1553
976,hellaswag-val-5112
977,hellaswag-val-4954
978,hellaswag-val-5234
979,hellaswag-val-1364
980,hellaswag-val-7378
981,hellaswag-val-1447
982,hellaswag-val-9975
983,hellaswag-val-4514
984,hellaswag-val-3884
985,hellaswag-val-4896
986,hellaswag-val-5516
987,hellaswag-val-1722
988,hellaswag-val-7306
989,hellaswag-val-245
990,hellaswag-val-1175
991,hellaswag-val-8756
992,hellaswag-val-2869
993,hellaswag-val-94
994,hellaswag-val-2396
995,hellaswag-val-8661
996,hellaswag-val-7823
997,hellaswag-val-5181
998,hellaswag-val-5710
999,hellaswag-val-9555
1000,hellaswag-val-9416
1001,hellaswag-val-3729
1002,hellaswag-val-2401
1003,hellaswag-val-9741
1004,hellaswag-val-9186
1005,hellaswag-val-1634
1006,hellaswag-val-5427
1007,hellaswag-val-7427
1008,hellaswag-val-2738
1009,hellaswag-val-1639
1010,hellaswag-val-8533
1011,hellaswag-val-816
1012,hellaswag-val-5233
1013,hellaswag-val-5397
1014,hellaswag-val-7863
1015,hellaswag-val-7151
1016,hellaswag-val-970
1017,hellaswag-val-7590
1018,hellaswag-val-5721
1019,hellaswag-val-4301
1020,hellaswag-val-9984
1021,hellaswag-val-6734
1022,hellaswag-val-2735
1023,hellaswag-val-2733
1024,hellaswag-val-4929
1025,hellaswag-val-6254
1026,hellaswag-val-4437
1027,hellaswag-val-1736
1028,hellaswag-val-1822
1029,hellaswag-val-2329
1030,hellaswag-val-5508
1031,hellaswag-val-7382
1032,hellaswag-val-7392
1033,hellaswag-val-5963
1034,hellaswag-val-2363
1035,hellaswag-val-7275
1036,hellaswag-val-7505
1037,hellaswag-val-9274
1038,hellaswag-val-8188
1039,hellaswag-val-6271
1040,hellaswag-val-673
1041,hellaswag-val-7247
1042,hellaswag-val-4248
1043,hellaswag-val-8823
1044,hellaswag-val-5309
1045,hellaswag-val-3050
1046,hellaswag-val-4684
1047,hellaswag-val-1721
1048,hellaswag-val-4145
1049,hellaswag-val-4426
1050,hellaswag-val-8868
1051,hellaswag-val-4148
1052,hellaswag-val-8274
1053,hellaswag-val-2758
1054,hellaswag-val-417
1055,hellaswag-val-191
1056,hellaswag-val-2691
1057,hellaswag-val-1696
1058,hellaswag-val-7893
1059,hellaswag-val-230
1060,hellaswag-val-4993
1061,hellaswag-val-937
1062,hellaswag-val-2867
1063,hellaswag-val-4171
1064,hellaswag-val-9982
1065,hellaswag-val-2635
1066,hellaswag-val-2926
1067,hellaswag-val-9606
1068,hellaswag-val-9743
1069,hellaswag-val-4226
1070,hellaswag-val-6015
1071,hellaswag-val-1177
1072,hellaswag-val-6720
1073,hellaswag-val-1550
1074,hellaswag-val-8682
1075,hellaswag-val-9429
1076,hellaswag-val-1266
1077,hellaswag-val-304
1078,hellaswag-val-1666
