col_index,criterion_id,scenario_id,criticality,criterion
91,bgb_0012_c01,bgb_0012,,The schedule includes attending Math class at 9 AM.
92,bgb_0012_c02,bgb_0012,,The schedule includes dedicated study time for History.
93,bgb_0012_c03,bgb_0012,,The schedule places the 3:30 PM chat with friends and the 6 PM tutoring session at their stated times.
94,bgb_0012_c04,bgb_0012,,"History study is placed in the afternoon, matching the stated productivity preference."
95,bgb_0012_c05,bgb_0012,,The schedule includes a quick lunch around 12:30 PM.
96,bgb_0012_c06,bgb_0012,,The schedule allocates enough study time to prepare for the upcoming history exam.
97,bgb_0012_c07,bgb_0012,,"The overall schedule is realistic, free of time conflicts, and logically sequenced."
98,bgb_0013_c01,bgb_0013,,The schedule includes attending school from 8:00 AM to 3:00 PM.
99,bgb_0013_c02,bgb_0013,,The schedule completes homework before the 6:00 PM dinner.
100,bgb_0013_c03,bgb_0013,,The schedule includes afternoon playtime with toys.
101,bgb_0013_c04,bgb_0013,,Sufficient uninterrupted time is allocated to homework so it is finished before dinner.
102,bgb_0013_c05,bgb_0013,,"The overall schedule is realistic, free of time conflicts, and logically sequenced."
103,bgb_0014_c01,bgb_0014,,The schedule covers a Tuesday and includes attending school from 9:00 AM to 3:00 PM.
104,bgb_0014_c02,bgb_0014,,The schedule completes homework before the 6:30 PM dinner.
105,bgb_0014_c03,bgb_0014,,The schedule includes 30 minutes of piano practice after school.
106,bgb_0014_c04,bgb_0014,,The schedule includes reading a book chapter before the 10:00 PM bedtime.
107,bgb_0014_c05,bgb_0014,,The schedule includes soccer practice from 5:15 PM to 6:15 PM.
108,bgb_0014_c06,bgb_0014,,The schedule includes a snack/playtime break after school.
109,bgb_0014_c07,bgb_0014,,The schedule includes some free relaxation time in the evening.
110,bgb_0014_c08,bgb_0014,,"The overall schedule is realistic, free of time conflicts, and logically sequenced."
111,bgb_0015_c01,bgb_0015,,The schedule includes a 2-hour chemistry study session.
112,bgb_0015_c02,bgb_0015,,"The schedule completes the art project before its 5 PM deadline with at least 1.5 hours of focused, uninterrupted work."
113,bgb_0015_c03,bgb_0015,,The schedule places the 1 PM math tutoring session (1 hour) at its stated time.
114,bgb_0015_c04,bgb_0015,,"Study sessions are placed in the late morning to early afternoon, with short breaks between tasks."
115,bgb_0015_c05,bgb_0015,,The schedule includes a long evening walk for relaxation.
116,bgb_0015_c06,bgb_0015,,The schedule includes family dinner at 7 PM and schedules no academic tasks after 8 PM.
117,bgb_0016_c01,bgb_0016,,The schedule allocates at least 3 hours to the project proposal.
118,bgb_0016_c02,bgb_0016,,The schedule includes reviewing and responding to important emails.
119,bgb_0016_c03,bgb_0016,,"The schedule places the 6 AM gym session, the 12 PM lunch meeting, and the 4 PM virtual team meeting at their stated times."
120,bgb_0016_c04,bgb_0016,,Challenging tasks are placed in the morning and work-related tasks finish before 5 PM.
121,bgb_0016_c05,bgb_0016,,Heavy mental work is not placed immediately after the gym session.
122,bgb_0017_c01,bgb_0017,,The schedule includes online lectures from 9 AM to 12 PM.
123,bgb_0017_c02,bgb_0017,,The schedule includes a 3-hour exam study session held in one uninterrupted block.
124,bgb_0017_c03,bgb_0017,,The schedule includes 2 hours of work on the research paper.
125,bgb_0017_c04,bgb_0017,,The schedule includes the 5 PM gym workout (about 1.5 hours including commute).
126,bgb_0017_c05,bgb_0017,,The schedule includes a short mid-morning coffee break and leisure reading or gaming after dinner.
127,bgb_0017_c06,bgb_0017,,The schedule includes family dinner at 7 PM and schedules no intellectual tasks after 9 PM.
128,bgb_0017_c07,bgb_0017,,The schedule incorporates some outdoor activity for wellness.
129,bgb_0017_c08,bgb_0017,,"The overall schedule is realistic, free of time conflicts, and logically sequenced."
130,bgb_0018_c01,bgb_0018,,The schedule completes the business proposal by 10 AM.
131,bgb_0018_c02,bgb_0018,,The schedule allocates at least 2 hours to cooking the complex meal and has dinner ready by 6:30 PM.
132,bgb_0018_c03,bgb_0018,,The schedule places the 2 PM client call (1 hour) and the 7:30 PM book club meeting at their stated times.
133,bgb_0018_c04,bgb_0018,,Demanding cognitive work is placed early in the morning and no work-related tasks are scheduled after 6 PM.
134,bgb_0018_c05,bgb_0018,,The schedule includes a midday outdoor walk and afternoon time for culinary reading/research.
135,bgb_0019_c02,bgb_0019,,The schedule completes and submits the psychology assignment before the 8 PM deadline.
136,bgb_0019_c04,bgb_0019,,"Physical exercise is placed in the morning before academic activities, and a short meditation session is placed before work."
137,bgb_0019_c05,bgb_0019,,The schedule includes leisure reading in the evening.
138,bgb_0019_c06,bgb_0019,,The schedule includes dinner with housemates at 7 PM.
139,bgb_0020_c01,bgb_0020,,The predicted state has the Grill station cooking both the steaks and the fish dish.
140,bgb_0020_c02,bgb_0020,,"The predicted state has the Dessert station active, baking the cake."
141,bgb_0020_c03,bgb_0020,,The predicted state has the Sauté station clear after the pasta has been served.
142,bgb_0021_c01,bgb_0021,,The predicted state has the fertilized Orchids beginning to recover from wilting.
143,bgb_0021_c02,bgb_0021,,The predicted state reflects the increased humidity in the tropical zone.
144,bgb_0021_c03,bgb_0021,,The predicted state has the Banana tree without fruit after the harvest.
145,bgb_0021_c04,bgb_0021,,The predicted state keeps the healthy Ferns unaffected and healthy.
146,bgb_0021_c05,bgb_0021,,"The predicted state accounts for indirect effects (e.g., higher humidity aiding the Orchids and Ferns)."
147,bgb_0022_c01,bgb_0022,,The predicted state swaps the positions of the gold sphere and the bronze pyramid.
148,bgb_0022_c02,bgb_0022,,The predicted state has the silver cube rotated 180 degrees and returned to its original position.
149,bgb_0022_c03,bgb_0022,,The predicted state moves the silver sphere from the gold cube to on top of the bronze pyramid.
150,bgb_0022_c04,bgb_0022,,The predicted state leaves the gold cube clear.
151,bgb_0022_c05,bgb_0022,,The predicted state leaves the agent's hand empty.
152,bgb_0022_c06,bgb_0022,,The predicted-state account is complete and coherent.
153,bgb_0023_c01,bgb_0023,,The predicted state has the red and yellow blocks rotated 90 degrees while remaining stacked.
154,bgb_0023_c02,bgb_0023,,The predicted state has the blue block on top of the orange block (which remains on the purple block).
155,bgb_0023_c03,bgb_0023,,"The predicted state moves the disk from the green block to under the purple block, leaving the green block clear."
156,bgb_0023_c04,bgb_0023,,The predicted state leaves the agent's hand empty.
157,bgb_0023_c05,bgb_0023,,The predicted-state account is complete and coherent.
158,bgb_0024_c01,bgb_0024,,The predicted state has the green block stacked on the orange block.
159,bgb_0024_c02,bgb_0024,,The predicted state has the yellow block on the table to the right of the orange block.
160,bgb_0024_c03,bgb_0024,,The predicted state leaves the red block clear.
161,bgb_0024_c04,bgb_0024,,The predicted state leaves the blue block on the table and now clear.
162,bgb_0024_c05,bgb_0024,,The predicted state leaves the agent's hand empty.
163,bgb_0024_c06,bgb_0024,,The predicted-state account is coherent.
164,bgb_0025_c01,bgb_0025,,The predicted state has the Assembly section handling both the ongoing smartphone batch and the newly initiated tablet assembly.
165,bgb_0025_c02,bgb_0025,,The predicted state has the completed laptops moved from Testing to Packaging.
166,bgb_0025_c03,bgb_0025,,The predicted state has the Testing section running quality assurance on the newly assembled smartphones.
167,bgb_0026_c01,bgb_0026,,The predicted state has the Northern line resuming normal operations without delays.
168,bgb_0026_c02,bgb_0026,,The predicted state has the Eastern line undergoing upgrades to accommodate high-speed trains.
169,bgb_0026_c03,bgb_0026,,The predicted state has the Western line's congestion reduced via the new scheduling system.
170,bgb_0026_c04,bgb_0026,,The predicted state reflects improved overall network efficiency and track utilization coherently.
171,bgb_0027_c01,bgb_0027,,The predicted state has the Animation department nearing completion of the fantasy movie's key-scene animations.
172,bgb_0027_c02,bgb_0027,,The predicted state has the Sound Design department composing the soundtrack for the animated short film.
173,bgb_0027_c03,bgb_0027,,The predicted state has the Post-Production department editing and color grading the completed fantasy movie scenes.
174,bgb_0028_c01,bgb_0028,,"The predicted state has the introduced predatory fish reducing the invasive amphibian population, restoring balance in the Wetlands."
175,bgb_0028_c02,bgb_0028,,The predicted state has the tree-planting initiative beginning to restore canopy cover in the Forests.
176,bgb_0028_c03,bgb_0028,,"The predicted state has the filtration barrier protecting the Grasslands from agricultural runoff, keeping them stable."
177,bgb_0028_c04,bgb_0028,,The predicted state reflects improved habitat health and species balance coherently.
178,bgb_0029_c01,bgb_0029,,The predicted state has the subway expansion increasing public-transit accessibility and reducing traffic congestion.
179,bgb_0029_c02,bgb_0029,,The predicted state has the bike-sharing program near transit hubs providing an eco-friendly commuting alternative.
180,bgb_0029_c03,bgb_0029,,"The predicted state has the abandoned lot transformed into a park, adding green space for community use."
181,bgb_0029_c04,bgb_0029,,The predicted state reflects improved urban livability and sustainability coherently.
182,bgb_0030_c01,bgb_0030,,The reward function strengthens the incentive for maintaining upright torso height to reduce the humanoid falling.
183,bgb_0030_c04,bgb_0030,,The reward function retains an incentive for fast forward running.
184,bgb_0030_c05,bgb_0030,,The reward components are balanced and the function returns a valid total reward plus a per-component dictionary.
185,bgb_0031_c01,bgb_0031,,The reward function retains a distance reward guiding the hand toward the drawer/handle.
186,bgb_0031_c03,bgb_0031,,The reward function applies appropriate scaling/temperature transformations to balance the components.
187,bgb_0031_c04,bgb_0031,,The function returns a valid total reward plus a per-component dictionary.
188,bgb_0032_c01,bgb_0032,,The reward function retains a distance reward guiding the hand toward the drawer.
189,bgb_0032_c02,bgb_0032,,The reward function retains a reward for opening the cabinet door.
190,bgb_0032_c04,bgb_0032,,"The grasping component is integrated with the existing components in a balanced way, and the function returns a valid total reward plus a per-component dictionary."
191,bgb_0033_c01,bgb_0033,,The reward function includes a reward for forward running speed.
192,bgb_0033_c02,bgb_0033,,The reward function includes a reward for maintaining an upright posture.
193,bgb_0033_c04,bgb_0033,,"The reward shaping is adjusted so the agent is actually incentivized to move (balanced scaling/temperatures), and the function returns a valid total reward plus a per-component dictionary."
194,bgb_0034_c01,bgb_0034,,The reward function includes an incentive for keeping the ball stable near the center of the table.
195,bgb_0034_c04,bgb_0034,,The reward components are balanced and the function returns a valid total reward plus a per-component dictionary.
196,bgb_0035_c01,bgb_0035,,The reward function rewards approaching/landing on the target planet (proximity).
197,bgb_0035_c02,bgb_0035,,The reward function penalizes proximity to obstacles to encourage avoidance.
198,bgb_0035_c03,bgb_0035,,The reward function includes an incentive for conserving fuel.
199,bgb_0035_c04,bgb_0035,,The function returns both a total reward and a per-component breakdown.
200,bgb_0036_c01,bgb_0036,,The reward function rewards collecting samples from the specified locations.
201,bgb_0036_c02,bgb_0036,,The reward function rewards returning to base camp.
202,bgb_0036_c03,bgb_0036,,The reward function penalizes cold exposure / low temperature.
203,bgb_0036_c04,bgb_0036,,The reward components are balanced with appropriate transformations and the function returns a valid total reward plus a per-component dictionary.
204,bgb_0037_c01,bgb_0037,,The reward function rewards approaching/discovering the treasure.
205,bgb_0037_c02,bgb_0037,,The reward function penalizes proximity to obstacles to encourage avoidance.
206,bgb_0037_c03,bgb_0037,,The reward function includes an incentive for managing/conserving oxygen.
207,bgb_0038_c01,bgb_0038,,The reward function rewards reaching the exit quickly.
208,bgb_0038_c02,bgb_0038,,The reward function penalizes proximity to (or contact with) lava.
209,bgb_0038_c03,bgb_0038,,The reward function includes an incentive for maintaining health.
210,bgb_0039_c01,bgb_0039,,The reward function rewards collecting trash / approaching trash locations.
211,bgb_0039_c03,bgb_0039,,The reward function includes an incentive for conserving battery.
212,bgb_0040_c01,bgb_0040,,The plan includes picking up the toys and placing them in the toy box.
213,bgb_0040_c02,bgb_0040,,The plan includes vacuuming the carpet/floor.
214,bgb_0040_c03,bgb_0040,,The plan includes arranging the books on the shelf.
215,bgb_0040_c04,bgb_0040,,The sub-tasks are ordered in a logical sequence.
216,bgb_0040_c05,bgb_0040,,The plan allocates resources such as time or energy across the sub-tasks.
217,bgb_0041_c01,bgb_0041,,The plan includes navigating and mapping the terrain to plan a route across diverse geological features.
218,bgb_0041_c02,bgb_0041,,The plan includes identifying and analyzing geological features of interest.
219,bgb_0041_c03,bgb_0041,,The plan includes collecting samples from at least three distinct geological features.
220,bgb_0041_c04,bgb_0041,,The plan includes compiling/analyzing data and transmitting a detailed report back to Earth.
221,bgb_0042_c01,bgb_0042,,The plan includes deploying search and rescue teams to locate and assist trapped individuals.
222,bgb_0042_c02,bgb_0042,,"The plan includes providing medical aid (e.g., emergency medical camps and triage)."
223,bgb_0042_c03,bgb_0042,,The plan includes establishing food and water supply/distribution.
224,bgb_0042_c04,bgb_0042,,The plan includes restoring communication lines/infrastructure.
225,bgb_0042_c05,bgb_0042,,The plan includes coordination among agencies.
226,bgb_0042_c06,bgb_0042,,The plan addresses medium- to long-term recovery efforts.
227,bgb_0043_c01,bgb_0043,,The plan includes immediate rescue/evacuation operations and medical assistance.
228,bgb_0043_c02,bgb_0043,,"The plan includes provision of essential services such as shelter, food, water, and utility restoration."
229,bgb_0043_c03,bgb_0043,,"The plan includes infrastructure repair (power, transportation, debris removal)."
230,bgb_0043_c04,bgb_0043,,"The plan includes a long-term rehabilitation strategy (e.g., housing reconstruction, economic and psychological support)."
231,bgb_0044_c01,bgb_0044,,"The plan includes transportation logistics for moving habitat units, equipment, and supplies to Mars."
232,bgb_0044_c02,bgb_0044,,The plan includes habitat construction/assembly and base-camp setup.
233,bgb_0044_c03,bgb_0044,,"The plan includes resource management for self-sufficiency (e.g., extracting water/oxygen/minerals, energy, food production)."
234,bgb_0044_c04,bgb_0044,,The plan includes establishing scientific research capabilities.
235,bgb_0044_c05,bgb_0044,,The plan addresses long-term sustainability/colony expansion and integrates the components coherently.
236,bgb_0045_c01,bgb_0045,,"The plan includes prevention strategies (e.g., surveillance/early detection, vaccination, public health education)."
237,bgb_0045_c02,bgb_0045,,"The plan includes rapid response mechanisms (e.g., response teams, protocols, medical stockpiles)."
238,bgb_0045_c03,bgb_0045,,The plan includes optimizing healthcare systems for surge capacity.
239,bgb_0045_c04,bgb_0045,,The plan includes frameworks for international/global cooperation.
240,bgb_0046_c01,bgb_0046,,The plan includes large-scale renewable energy deployment to replace fossil fuels.
241,bgb_0046_c02,bgb_0046,,The plan includes energy-efficiency improvements for industrial processes.
242,bgb_0046_c03,bgb_0046,,The plan includes carbon capture technologies to address remaining emissions.
243,bgb_0046_c04,bgb_0046,,The plan includes societal engagement / public participation initiatives.
244,bgb_0046_c05,bgb_0046,,The plan includes supportive policy/regulatory frameworks and integrates the components coherently.
245,bgb_0047_c01,bgb_0047,,The plan includes soil health restoration measures.
246,bgb_0047_c02,bgb_0047,,The plan includes advanced or efficient water resource management practices.
247,bgb_0047_c03,bgb_0047,,The plan includes increasing crop diversity for resilience.
248,bgb_0047_c04,bgb_0047,,The plan includes integrating precision farming technologies.
249,bgb_0047_c05,bgb_0047,,The plan includes community engagement/education.
250,bgb_0048_c01,bgb_0048,,The plan includes redeveloping abandoned industrial sites into sustainable uses.
251,bgb_0048_c02,bgb_0048,,The plan includes job creation in sustainable/green industries with workforce development.
252,bgb_0048_c03,bgb_0048,,The plan includes enhancing public transportation.
253,bgb_0048_c04,bgb_0048,,The plan includes incorporating green spaces.
254,bgb_0048_c05,bgb_0048,,The plan includes integrating smart city technologies.
255,bgb_0048_c06,bgb_0048,,The plan involves community engagement and integrates the components coherently.
256,bgb_0049_c01,bgb_0049,,The plan includes habitat creation and restoration projects.
257,bgb_0049_c02,bgb_0049,,The plan includes establishing wildlife corridors to connect fragmented habitats.
258,bgb_0049_c03,bgb_0049,,The plan includes pollution reduction measures.
259,bgb_0049_c04,bgb_0049,,The plan includes community engagement and education initiatives.
260,bgb_0049_c05,bgb_0049,,The plan includes collaboration with stakeholders such as developers/NGOs.
261,bgb_0050_c01,bgb_0050,,"The plan identifies and uses secondary routes (e.g., narrow streets, pedestrian paths, waterways) instead of the blocked primary routes."
262,bgb_0050_c02,bgb_0050,,"The plan uses alternative transportation methods (e.g., public transit, bicycles, boats)."
263,bgb_0050_c04,bgb_0050,,The plan establishes temporary shelters/aid stations along the routes.
264,bgb_0050_c05,bgb_0050,,The plan includes communicating the revised plan to residents.
265,bgb_0050_c06,bgb_0050,,The plan is feasible and coherently addresses the constraint of blocked primary routes.
266,bgb_0051_c01,bgb_0051,,The plan increases the frequency/usage of the remaining vehicles to maximize capacity.
267,bgb_0051_c02,bgb_0051,,The plan promotes alternative transportation modes such as carpooling or cycling.
268,bgb_0051_c03,bgb_0051,,The plan introduces flexible working hours to reduce peak-time demand.
269,bgb_0051_c04,bgb_0051,,The plan promotes remote work to lower overall transportation demand.
270,bgb_0051_c05,bgb_0051,,The plan is feasible and maintains efficient commuting despite the reduced number of vehicles.
271,bgb_0052_c01,bgb_0052,,The strategy includes assessing the mining project's potential environmental impact.
272,bgb_0052_c02,bgb_0052,,The strategy includes protective measures for key biodiversity areas.
273,bgb_0052_c03,bgb_0052,,The strategy explores sustainable alternatives to mining.
274,bgb_0052_c04,bgb_0052,,The strategy includes engaging local communities on the socio-economic impacts.
275,bgb_0052_c05,bgb_0052,,The strategy operates within the constraint that the mining project proceeds.
276,bgb_0053_c01,bgb_0053,,The strategy shifts focus toward AI solutions that comply with the new regulations.
277,bgb_0053_c02,bgb_0053,,The strategy diversifies the product portfolio to reduce dependency on heavily regulated AI.
278,bgb_0053_c03,bgb_0053,,The strategy invests in R&D for responsible/ethical AI.
279,bgb_0053_c04,bgb_0053,,The strategy strengthens engagement or partnerships with regulatory bodies.
280,bgb_0053_c05,bgb_0053,,The strategy maintains the company's competitiveness while complying with the new regulations.
281,bgb_0054_c01,bgb_0054,,The policy includes stringent carbon emission reduction measures.
282,bgb_0054_c02,bgb_0054,,The policy includes infrastructure to protect against flooding and sea-level rise.
283,bgb_0054_c03,bgb_0054,,The policy promotes sustainable urban development and green energy solutions.
284,bgb_0054_c04,bgb_0054,,The policy enhances disaster preparedness/response for extreme weather events.
285,bgb_0054_c05,bgb_0054,,The policy is proactive and coherently addresses the accelerated climate-change impacts.
286,bgb_0055_c01,bgb_0055,,The strategy implements advanced threat detection with real-time monitoring.
287,bgb_0055_c02,bgb_0055,,The strategy establishes network segmentation to isolate critical systems.
288,bgb_0055_c03,bgb_0055,,The strategy includes regular cybersecurity training for operational staff.
289,bgb_0055_c04,bgb_0055,,The strategy designs system redundancies to ensure continuity of critical infrastructure.
290,bgb_0055_c05,bgb_0055,,The strategy includes external partnerships and/or community awareness for cybersecurity.
291,bgb_0056_c01,bgb_0056,,"The strategy includes technology to reduce water losses (e.g., smart metering and leak detection)."
292,bgb_0056_c02,bgb_0056,,"The strategy integrates alternative water sources (e.g., desalination or wastewater recycling)."
293,bgb_0056_c03,bgb_0056,,The strategy includes community engagement/education on water conservation.
294,bgb_0056_c04,bgb_0056,,The strategy promotes drought-resistant landscaping/crops to reduce water demand.
295,bgb_0057_c01,bgb_0057,,"The strategy adopts automation technologies (e.g., robotic assembly lines)."
296,bgb_0057_c02,bgb_0057,,"The strategy leverages data analytics/machine learning (e.g., predictive maintenance and quality control)."
297,bgb_0057_c03,bgb_0057,,The strategy implements IoT devices for real-time monitoring and control.
298,bgb_0057_c04,bgb_0057,,The strategy includes upskilling/training the workforce in digital technologies.
299,bgb_0057_c05,bgb_0057,,The strategy includes cybersecurity for industrial systems and a clear adoption roadmap that integrates the components.
300,bgb_0058_c01,bgb_0058,,The strategy introduces climate-resilient crop varieties.
301,bgb_0058_c02,bgb_0058,,The strategy implements advanced farming technologies / precision agriculture.
302,bgb_0058_c03,bgb_0058,,The strategy adopts sustainable water management practices.
303,bgb_0058_c04,bgb_0058,,The strategy includes soil health improvement measures.
304,bgb_0058_c05,bgb_0058,,The strategy includes community engagement/education.
305,bgb_0059_c01,bgb_0059,,"The strategy includes emission-reduction measures targeting key sources (e.g., industry and vehicles)."
306,bgb_0059_c02,bgb_0059,,The strategy enhances urban green spaces to improve air quality.
307,bgb_0059_c03,bgb_0059,,"The strategy deploys air-quality monitoring technology (e.g., a sensor network)."
308,bgb_0059_c04,bgb_0059,,The strategy promotes sustainable transportation options.
309,bgb_0059_c05,bgb_0059,,The strategy includes community awareness.
