calibration_specification,common_support_verified,complete_inner_evidence,coverage,eligible,empirical_best,family,family_cluster_se,fit_cache_keys,fit_eligible,log_a_shrinkage,mean_log_loss,n_cells,n_families_scored,n_models,n_models_scored,one_se_cutoff,outer_fold,panel_id,pooled_log_loss,repeat,ridge,selected,selection_used_outer_outcomes,simplicity_rank,spec_id,survivor_selection_used,within_one_se
"{'cache_key': 'calibration-spec-v1-a143fc732de9abd69f65262642bddde579c9d23003f2622104671f075e18066a', 'difficulty': {'mode': 'estimated', 'parameterization': 'unpenalized-offset-b'}, 'discrimination': {'constraint': 'strictly-positive', 'mode': 'estimated', 'parameterization': 'a=exp(log_a)'}, 'estimation': 'bock-aitkin-marginal-maximum-likelihood-em', 'family': 'log-shrinkage-2pl', 'regularization': {'center': 'log(a)=0 (a=1)', 'kind': 'zero-mean-gaussian-prior-on-log-a', 'log_a_prior_sd': 0.25, 'log_a_shrinkage': 16.0, 'penalty': '0.5 * log_a_shrinkage * sum(log(a)^2)', 'ridge': None}, 'schema_version': 1}",True,True,1.0,True,True,log-shrinkage-2pl,0.026578083316788882,"['1fe8c63bc357f6a7d62be09a730b5d84e543b45342dde15501dd933273fcabdc', '9fa2b85f9ef0b987ca2c07076ba9879b1887fbeb80fe66b405765745f2327f79', 'd2aaf5f8dd82f2fdf331e8de06c18937ee9bd63a44968269c0eb84ffc3d59ded', 'f9bf5cf94f089c041b349bec73d86c71eba2d994a166cc70f0d577e1c61a1128']",True,16.0,0.3852766364926428,16738,17,41,41,0.4118547198094317,0,repeat_01_outer_00,0.3852352753172968,1,,True,False,0,log_shrinkage_2pl_lambda16,False,True
"{'cache_key': 'calibration-spec-v1-6b09265e28950832a6c55d104f53718089faf55aa2b79cd517247efb340c5c65', 'difficulty': {'mode': 'estimated', 'parameterization': 'unpenalized-offset-b'}, 'discrimination': {'constraint': 'strictly-positive', 'mode': 'estimated', 'parameterization': 'a=exp(log_a)'}, 'estimation': 'bock-aitkin-marginal-maximum-likelihood-em', 'family': 'log-shrinkage-2pl', 'regularization': {'center': 'log(a)=0 (a=1)', 'kind': 'zero-mean-gaussian-prior-on-log-a', 'log_a_prior_sd': 0.5, 'log_a_shrinkage': 4.0, 'penalty': '0.5 * log_a_shrinkage * sum(log(a)^2)', 'ridge': None}, 'schema_version': 1}",True,True,1.0,True,False,log-shrinkage-2pl,0.027074194594305635,"['32836914f931dac941de00e32dbc79eae72448d715214df2fbd30fd0223ffe36', '500be4782434e421a1f02d7918905757288cae8803d20aa0752aba8090d135c4', '57ac5708f7a2577e530b0aa3422b1e26e988c05a125d942924173c83b0f17c01', 'c69e692d0a8d095ff3b13c5e73bc64cbc5a1c0cf9cab9ec0bda0e86ee17051e0']",True,4.0,0.3883809577506645,16738,17,41,41,0.4118547198094317,0,repeat_01_outer_00,0.3883363096783468,1,,False,False,1,log_shrinkage_2pl_lambda4,False,True
"{'cache_key': 'calibration-spec-v1-a143fc732de9abd69f65262642bddde579c9d23003f2622104671f075e18066a', 'difficulty': {'mode': 'estimated', 'parameterization': 'unpenalized-offset-b'}, 'discrimination': {'constraint': 'strictly-positive', 'mode': 'estimated', 'parameterization': 'a=exp(log_a)'}, 'estimation': 'bock-aitkin-marginal-maximum-likelihood-em', 'family': 'log-shrinkage-2pl', 'regularization': {'center': 'log(a)=0 (a=1)', 'kind': 'zero-mean-gaussian-prior-on-log-a', 'log_a_prior_sd': 0.25, 'log_a_shrinkage': 16.0, 'penalty': '0.5 * log_a_shrinkage * sum(log(a)^2)', 'ridge': None}, 'schema_version': 1}",True,True,1.0,True,True,log-shrinkage-2pl,0.024726619254577472,"['28043edaeea881c8d783e516a9573c704fc90e643896545fc656c1aa52f2971e', '7ddda7b099f02ba4bdc96fc9d81ff68d16bb98b284d386d73c6c0e23cb2be9dc', 'ed4babd846b6f8c88f6867b688733d3119ce3e9e9732a210b87d198ea060188f', 'f66a60f711cdd492cb3968ba64d9133cf7324f602f42ef1dd2796f71859f5594']",True,16.0,0.3870439526191166,17160,18,42,42,0.4117705718736941,1,repeat_01_outer_01,0.3870380349659354,1,,True,False,0,log_shrinkage_2pl_lambda16,False,True
"{'cache_key': 'calibration-spec-v1-6b09265e28950832a6c55d104f53718089faf55aa2b79cd517247efb340c5c65', 'difficulty': {'mode': 'estimated', 'parameterization': 'unpenalized-offset-b'}, 'discrimination': {'constraint': 'strictly-positive', 'mode': 'estimated', 'parameterization': 'a=exp(log_a)'}, 'estimation': 'bock-aitkin-marginal-maximum-likelihood-em', 'family': 'log-shrinkage-2pl', 'regularization': {'center': 'log(a)=0 (a=1)', 'kind': 'zero-mean-gaussian-prior-on-log-a', 'log_a_prior_sd': 0.5, 'log_a_shrinkage': 4.0, 'penalty': '0.5 * log_a_shrinkage * sum(log(a)^2)', 'ridge': None}, 'schema_version': 1}",True,True,1.0,True,False,log-shrinkage-2pl,0.024967220387787332,"['73502e45d16c1fa3ecf7521d5aa632cb252e3b18f5746a949bea231e519156a3', '8528da9b8295670ab1b82677bf29b1f557307d145b46704d7ff467fb4f130e06', 'a6fa70b9753a23a2718958330361e0b602d8463f7135929e579900cc532f2f39', 'c9c3444202e15e1796edd525de26cbe41b5f296713651baa76eabeff95ba5114']",True,4.0,0.38865311090977234,17160,18,42,42,0.4117705718736941,1,repeat_01_outer_01,0.3886427526715174,1,,False,False,1,log_shrinkage_2pl_lambda4,False,True
"{'cache_key': 'calibration-spec-v1-a143fc732de9abd69f65262642bddde579c9d23003f2622104671f075e18066a', 'difficulty': {'mode': 'estimated', 'parameterization': 'unpenalized-offset-b'}, 'discrimination': {'constraint': 'strictly-positive', 'mode': 'estimated', 'parameterization': 'a=exp(log_a)'}, 'estimation': 'bock-aitkin-marginal-maximum-likelihood-em', 'family': 'log-shrinkage-2pl', 'regularization': {'center': 'log(a)=0 (a=1)', 'kind': 'zero-mean-gaussian-prior-on-log-a', 'log_a_prior_sd': 0.25, 'log_a_shrinkage': 16.0, 'penalty': '0.5 * log_a_shrinkage * sum(log(a)^2)', 'ridge': None}, 'schema_version': 1}",True,True,1.0,True,True,log-shrinkage-2pl,0.027643503697439203,"['65bdceadf79b8431961a11516d7e6e904ed75ea6909b1610958e16dd592c17a1', '7e78a1e5f31a37c23256312b77e1992b0875e03447f53e6c6fb46ed5d844aaea', 'd80b089d78d7d8badbeae67a37622623ed443963dd3bcd7c2c82c1dc58655e4d', 'edb628c28aadc34c4873c111ba294b4ef1ecfcf93e4b9f8cb341d67bf8f03442']",True,16.0,0.3775410727940956,17183,18,42,42,0.40518457649153483,2,repeat_01_outer_02,0.37753917088197686,1,,True,False,0,log_shrinkage_2pl_lambda16,False,True
"{'cache_key': 'calibration-spec-v1-6b09265e28950832a6c55d104f53718089faf55aa2b79cd517247efb340c5c65', 'difficulty': {'mode': 'estimated', 'parameterization': 'unpenalized-offset-b'}, 'discrimination': {'constraint': 'strictly-positive', 'mode': 'estimated', 'parameterization': 'a=exp(log_a)'}, 'estimation': 'bock-aitkin-marginal-maximum-likelihood-em', 'family': 'log-shrinkage-2pl', 'regularization': {'center': 'log(a)=0 (a=1)', 'kind': 'zero-mean-gaussian-prior-on-log-a', 'log_a_prior_sd': 0.5, 'log_a_shrinkage': 4.0, 'penalty': '0.5 * log_a_shrinkage * sum(log(a)^2)', 'ridge': None}, 'schema_version': 1}",True,True,1.0,True,False,log-shrinkage-2pl,0.027252592645331787,"['45f66da2ea84f20fc726767014b3ea6911765be1d1ed8af94015599c5aa9e231', '69297cb1fbf902d17d1ff01177d616046bae23dec1a1906c3899c9847d042cf8', 'e998ca4b0f31354e9f3bdf1e9f46475bc4f577d3a18f2090d0c8456d112af900', 'eaad58541a20c0438b1f23ad65cc7f1ecaca892a460384347c261688c6132dc8']",True,4.0,0.3784683009410849,17183,18,42,42,0.40518457649153483,2,repeat_01_outer_02,0.37846431381059126,1,,False,False,1,log_shrinkage_2pl_lambda4,False,True
"{'cache_key': 'calibration-spec-v1-a143fc732de9abd69f65262642bddde579c9d23003f2622104671f075e18066a', 'difficulty': {'mode': 'estimated', 'parameterization': 'unpenalized-offset-b'}, 'discrimination': {'constraint': 'strictly-positive', 'mode': 'estimated', 'parameterization': 'a=exp(log_a)'}, 'estimation': 'bock-aitkin-marginal-maximum-likelihood-em', 'family': 'log-shrinkage-2pl', 'regularization': {'center': 'log(a)=0 (a=1)', 'kind': 'zero-mean-gaussian-prior-on-log-a', 'log_a_prior_sd': 0.25, 'log_a_shrinkage': 16.0, 'penalty': '0.5 * log_a_shrinkage * sum(log(a)^2)', 'ridge': None}, 'schema_version': 1}",True,True,1.0,True,True,log-shrinkage-2pl,0.026721255145442487,"['4909884269eea07d5f146be360d79526f2a29e54a57874e140656f431dc3b1c3', 'afbb13d19d12c3fb014457ec7eaecc42eebc4f7e7771f6ecedbfa388b8f8923a', 'b4bc5204dfb63b3422ca08c2029f46378a4397f364711a395ccbb9dac347c136', 'e683e38bb7bc4e6df2fc18fa16ea18b8ea2feaf151945471d53781cdbac86fd4']",True,16.0,0.38505353845121054,17170,17,42,42,0.41177479359665303,3,repeat_01_outer_03,0.38503983422584526,1,,True,False,0,log_shrinkage_2pl_lambda16,False,True
"{'cache_key': 'calibration-spec-v1-6b09265e28950832a6c55d104f53718089faf55aa2b79cd517247efb340c5c65', 'difficulty': {'mode': 'estimated', 'parameterization': 'unpenalized-offset-b'}, 'discrimination': {'constraint': 'strictly-positive', 'mode': 'estimated', 'parameterization': 'a=exp(log_a)'}, 'estimation': 'bock-aitkin-marginal-maximum-likelihood-em', 'family': 'log-shrinkage-2pl', 'regularization': {'center': 'log(a)=0 (a=1)', 'kind': 'zero-mean-gaussian-prior-on-log-a', 'log_a_prior_sd': 0.5, 'log_a_shrinkage': 4.0, 'penalty': '0.5 * log_a_shrinkage * sum(log(a)^2)', 'ridge': None}, 'schema_version': 1}",True,True,1.0,True,False,log-shrinkage-2pl,0.026918970707161753,"['2f87abcd746578acf6a2fc99b95671a8701c6f903e110227dcf132ac9d589a5d', '7a7f15570f15a9519e6e681b7bc19f71b5be0d48a126fae32038211e1bb8f315', 'a3684896364ff8ea8b91ae0f612398706bb74cb038f920bb2bfa400ea7058cd9', 'b097ebb190f04f93a00e167045291c34be635de135ba20916203cef27346dd53']",True,4.0,0.38730474404637744,17170,17,42,42,0.41177479359665303,3,repeat_01_outer_03,0.3872830836717362,1,,False,False,1,log_shrinkage_2pl_lambda4,False,True
"{'cache_key': 'calibration-spec-v1-a143fc732de9abd69f65262642bddde579c9d23003f2622104671f075e18066a', 'difficulty': {'mode': 'estimated', 'parameterization': 'unpenalized-offset-b'}, 'discrimination': {'constraint': 'strictly-positive', 'mode': 'estimated', 'parameterization': 'a=exp(log_a)'}, 'estimation': 'bock-aitkin-marginal-maximum-likelihood-em', 'family': 'log-shrinkage-2pl', 'regularization': {'center': 'log(a)=0 (a=1)', 'kind': 'zero-mean-gaussian-prior-on-log-a', 'log_a_prior_sd': 0.25, 'log_a_shrinkage': 16.0, 'penalty': '0.5 * log_a_shrinkage * sum(log(a)^2)', 'ridge': None}, 'schema_version': 1}",True,True,1.0,True,True,log-shrinkage-2pl,0.030264479718941507,"['2736ec3887cc0f1d67f5b5cbf0b1a401778bccc3c6993e54e37f185a12269a20', 'c9a680c9c232bdd48edc67d21093338240fef05ea9f2af12f56b3699c75ee46f', 'cb040c5188334e5d65bb3bf4034c605218ad9285a4c72ac423e5a5af7f18260f', 'fd0f7023781bbceaa80e3420947e8bae6afd8d9bf7ea37298a86191b584453c9']",True,16.0,0.3814521176927615,16781,18,41,41,0.411716597411703,4,repeat_01_outer_04,0.3814056262366234,1,,True,False,0,log_shrinkage_2pl_lambda16,False,True
"{'cache_key': 'calibration-spec-v1-6b09265e28950832a6c55d104f53718089faf55aa2b79cd517247efb340c5c65', 'difficulty': {'mode': 'estimated', 'parameterization': 'unpenalized-offset-b'}, 'discrimination': {'constraint': 'strictly-positive', 'mode': 'estimated', 'parameterization': 'a=exp(log_a)'}, 'estimation': 'bock-aitkin-marginal-maximum-likelihood-em', 'family': 'log-shrinkage-2pl', 'regularization': {'center': 'log(a)=0 (a=1)', 'kind': 'zero-mean-gaussian-prior-on-log-a', 'log_a_prior_sd': 0.5, 'log_a_shrinkage': 4.0, 'penalty': '0.5 * log_a_shrinkage * sum(log(a)^2)', 'ridge': None}, 'schema_version': 1}",True,True,1.0,True,False,log-shrinkage-2pl,0.030519478119528192,"['0cdbbe1cfccc2b3f71e196aaf23a79c44889237a6d50a34d9753f98456cda254', '2211356d6cc99040723333c2163f921fed58ef87cf1f6883155fb700e7c3b28b', '25b04812616c2687795e12e3b9bfc4f10bd031c26d703d9de3d2a8563080f014', '5fe1c0d08ee5184ef78ce2336f1c373dbdb626d90a1455add0f0ee373343d4b9']",True,4.0,0.38365661513245747,16781,18,41,41,0.411716597411703,4,repeat_01_outer_04,0.383611731847142,1,,False,False,1,log_shrinkage_2pl_lambda4,False,True
"{'cache_key': 'calibration-spec-v1-a143fc732de9abd69f65262642bddde579c9d23003f2622104671f075e18066a', 'difficulty': {'mode': 'estimated', 'parameterization': 'unpenalized-offset-b'}, 'discrimination': {'constraint': 'strictly-positive', 'mode': 'estimated', 'parameterization': 'a=exp(log_a)'}, 'estimation': 'bock-aitkin-marginal-maximum-likelihood-em', 'family': 'log-shrinkage-2pl', 'regularization': {'center': 'log(a)=0 (a=1)', 'kind': 'zero-mean-gaussian-prior-on-log-a', 'log_a_prior_sd': 0.25, 'log_a_shrinkage': 16.0, 'penalty': '0.5 * log_a_shrinkage * sum(log(a)^2)', 'ridge': None}, 'schema_version': 1}",True,True,1.0,True,True,log-shrinkage-2pl,0.025713714971293065,"['2a27fb5ba95c06ccc20b4eda8fc81d3da463b5451efaf89c04974bbf33379d75', '36c1ab2a793ff4b53eb4f4714c650ac375ac3d4c0db4d9ac39d82f4619eca790', '79fb81a21ae61dfa2ef2fb915a7ad74ea0587b4e0dfd4213dd7260269399d85c', 'c68755d8d0f67b2052a5c4cf67a8b6d032008add2f783ec106bac52e5e26ddda']",True,16.0,0.39224313530898136,16770,17,41,41,0.4179568502802744,0,repeat_02_outer_00,0.3922023410927488,2,,True,False,0,log_shrinkage_2pl_lambda16,False,True
