atlas_idx,item_id,subtask,question_id
1,boolean_expressions|0,boolean_expressions,0
155,boolean_expressions|237,boolean_expressions,237
156,boolean_expressions|238,boolean_expressions,238
157,boolean_expressions|239,boolean_expressions,239
158,boolean_expressions|24,boolean_expressions,24
159,boolean_expressions|240,boolean_expressions,240
160,boolean_expressions|241,boolean_expressions,241
161,boolean_expressions|242,boolean_expressions,242
162,boolean_expressions|243,boolean_expressions,243
163,boolean_expressions|244,boolean_expressions,244
164,boolean_expressions|245,boolean_expressions,245
165,boolean_expressions|246,boolean_expressions,246
166,boolean_expressions|247,boolean_expressions,247
167,boolean_expressions|248,boolean_expressions,248
168,boolean_expressions|249,boolean_expressions,249
169,boolean_expressions|25,boolean_expressions,25
170,boolean_expressions|26,boolean_expressions,26
171,boolean_expressions|27,boolean_expressions,27
172,boolean_expressions|28,boolean_expressions,28
173,boolean_expressions|29,boolean_expressions,29
174,boolean_expressions|3,boolean_expressions,3
175,boolean_expressions|30,boolean_expressions,30
176,boolean_expressions|31,boolean_expressions,31
177,boolean_expressions|32,boolean_expressions,32
178,boolean_expressions|33,boolean_expressions,33
179,boolean_expressions|34,boolean_expressions,34
180,boolean_expressions|35,boolean_expressions,35
181,boolean_expressions|36,boolean_expressions,36
182,boolean_expressions|37,boolean_expressions,37
183,boolean_expressions|38,boolean_expressions,38
184,boolean_expressions|39,boolean_expressions,39
185,boolean_expressions|4,boolean_expressions,4
186,boolean_expressions|40,boolean_expressions,40
187,boolean_expressions|41,boolean_expressions,41
188,boolean_expressions|42,boolean_expressions,42
189,boolean_expressions|43,boolean_expressions,43
190,boolean_expressions|44,boolean_expressions,44
191,boolean_expressions|45,boolean_expressions,45
192,boolean_expressions|46,boolean_expressions,46
193,boolean_expressions|47,boolean_expressions,47
194,boolean_expressions|48,boolean_expressions,48
195,boolean_expressions|49,boolean_expressions,49
196,boolean_expressions|5,boolean_expressions,5
197,boolean_expressions|50,boolean_expressions,50
198,boolean_expressions|51,boolean_expressions,51
199,boolean_expressions|52,boolean_expressions,52
200,boolean_expressions|53,boolean_expressions,53
201,boolean_expressions|54,boolean_expressions,54
202,boolean_expressions|55,boolean_expressions,55
203,boolean_expressions|56,boolean_expressions,56
204,boolean_expressions|57,boolean_expressions,57
205,boolean_expressions|58,boolean_expressions,58
206,boolean_expressions|59,boolean_expressions,59
207,boolean_expressions|6,boolean_expressions,6
208,boolean_expressions|60,boolean_expressions,60
209,boolean_expressions|61,boolean_expressions,61
210,boolean_expressions|62,boolean_expressions,62
211,boolean_expressions|63,boolean_expressions,63
212,boolean_expressions|64,boolean_expressions,64
213,boolean_expressions|65,boolean_expressions,65
214,boolean_expressions|66,boolean_expressions,66
215,boolean_expressions|67,boolean_expressions,67
216,boolean_expressions|68,boolean_expressions,68
217,boolean_expressions|69,boolean_expressions,69
218,boolean_expressions|7,boolean_expressions,7
219,boolean_expressions|70,boolean_expressions,70
220,boolean_expressions|71,boolean_expressions,71
221,boolean_expressions|72,boolean_expressions,72
222,boolean_expressions|73,boolean_expressions,73
223,boolean_expressions|74,boolean_expressions,74
224,boolean_expressions|75,boolean_expressions,75
225,boolean_expressions|76,boolean_expressions,76
226,boolean_expressions|77,boolean_expressions,77
227,boolean_expressions|78,boolean_expressions,78
228,boolean_expressions|79,boolean_expressions,79
229,boolean_expressions|8,boolean_expressions,8
230,boolean_expressions|80,boolean_expressions,80
231,boolean_expressions|81,boolean_expressions,81
232,boolean_expressions|82,boolean_expressions,82
233,boolean_expressions|83,boolean_expressions,83
234,boolean_expressions|84,boolean_expressions,84
235,boolean_expressions|85,boolean_expressions,85
236,boolean_expressions|86,boolean_expressions,86
237,boolean_expressions|87,boolean_expressions,87
238,boolean_expressions|88,boolean_expressions,88
239,boolean_expressions|89,boolean_expressions,89
240,boolean_expressions|9,boolean_expressions,9
241,boolean_expressions|90,boolean_expressions,90
242,boolean_expressions|91,boolean_expressions,91
243,boolean_expressions|92,boolean_expressions,92
244,boolean_expressions|93,boolean_expressions,93
245,boolean_expressions|94,boolean_expressions,94
246,boolean_expressions|95,boolean_expressions,95
247,boolean_expressions|96,boolean_expressions,96
248,boolean_expressions|97,boolean_expressions,97
249,boolean_expressions|98,boolean_expressions,98
250,boolean_expressions|99,boolean_expressions,99
251,causal_judgement|0,causal_judgement,0
252,causal_judgement|1,causal_judgement,1
253,causal_judgement|10,causal_judgement,10
254,causal_judgement|100,causal_judgement,100
255,causal_judgement|101,causal_judgement,101
256,causal_judgement|102,causal_judgement,102
257,causal_judgement|103,causal_judgement,103
258,causal_judgement|104,causal_judgement,104
259,causal_judgement|105,causal_judgement,105
260,causal_judgement|106,causal_judgement,106
261,causal_judgement|107,causal_judgement,107
262,causal_judgement|108,causal_judgement,108
263,causal_judgement|109,causal_judgement,109
264,causal_judgement|11,causal_judgement,11
265,causal_judgement|110,causal_judgement,110
266,causal_judgement|111,causal_judgement,111
267,causal_judgement|112,causal_judgement,112
268,causal_judgement|113,causal_judgement,113
269,causal_judgement|114,causal_judgement,114
270,causal_judgement|115,causal_judgement,115
271,causal_judgement|116,causal_judgement,116
272,causal_judgement|117,causal_judgement,117
273,causal_judgement|118,causal_judgement,118
274,causal_judgement|119,causal_judgement,119
275,causal_judgement|12,causal_judgement,12
276,causal_judgement|120,causal_judgement,120
277,causal_judgement|121,causal_judgement,121
278,causal_judgement|122,causal_judgement,122
279,causal_judgement|123,causal_judgement,123
280,causal_judgement|124,causal_judgement,124
281,causal_judgement|125,causal_judgement,125
282,causal_judgement|126,causal_judgement,126
283,causal_judgement|127,causal_judgement,127
284,causal_judgement|128,causal_judgement,128
285,causal_judgement|129,causal_judgement,129
286,causal_judgement|13,causal_judgement,13
287,causal_judgement|130,causal_judgement,130
288,causal_judgement|131,causal_judgement,131
289,causal_judgement|132,causal_judgement,132
290,causal_judgement|133,causal_judgement,133
291,causal_judgement|134,causal_judgement,134
292,causal_judgement|135,causal_judgement,135
293,causal_judgement|136,causal_judgement,136
294,causal_judgement|137,causal_judgement,137
295,causal_judgement|138,causal_judgement,138
296,causal_judgement|139,causal_judgement,139
297,causal_judgement|14,causal_judgement,14
298,causal_judgement|140,causal_judgement,140
299,causal_judgement|141,causal_judgement,141
300,causal_judgement|142,causal_judgement,142
301,causal_judgement|143,causal_judgement,143
302,causal_judgement|144,causal_judgement,144
303,causal_judgement|145,causal_judgement,145
304,causal_judgement|146,causal_judgement,146
305,causal_judgement|147,causal_judgement,147
306,causal_judgement|148,causal_judgement,148
307,causal_judgement|149,causal_judgement,149
308,causal_judgement|15,causal_judgement,15
309,causal_judgement|150,causal_judgement,150
310,causal_judgement|151,causal_judgement,151
311,causal_judgement|152,causal_judgement,152
312,causal_judgement|153,causal_judgement,153
313,causal_judgement|154,causal_judgement,154
314,causal_judgement|155,causal_judgement,155
315,causal_judgement|156,causal_judgement,156
316,causal_judgement|157,causal_judgement,157
317,causal_judgement|158,causal_judgement,158
318,causal_judgement|159,causal_judgement,159
319,causal_judgement|16,causal_judgement,16
320,causal_judgement|160,causal_judgement,160
321,causal_judgement|161,causal_judgement,161
322,causal_judgement|162,causal_judgement,162
323,causal_judgement|163,causal_judgement,163
324,causal_judgement|164,causal_judgement,164
325,causal_judgement|165,causal_judgement,165
326,causal_judgement|166,causal_judgement,166
327,causal_judgement|167,causal_judgement,167
328,causal_judgement|168,causal_judgement,168
329,causal_judgement|169,causal_judgement,169
330,causal_judgement|17,causal_judgement,17
331,causal_judgement|170,causal_judgement,170
332,causal_judgement|171,causal_judgement,171
333,causal_judgement|172,causal_judgement,172
334,causal_judgement|173,causal_judgement,173
335,causal_judgement|174,causal_judgement,174
336,causal_judgement|175,causal_judgement,175
337,causal_judgement|176,causal_judgement,176
338,causal_judgement|177,causal_judgement,177
339,causal_judgement|178,causal_judgement,178
340,causal_judgement|179,causal_judgement,179
341,causal_judgement|18,causal_judgement,18
342,causal_judgement|180,causal_judgement,180
343,causal_judgement|181,causal_judgement,181
344,causal_judgement|182,causal_judgement,182
345,causal_judgement|183,causal_judgement,183
346,causal_judgement|184,causal_judgement,184
347,causal_judgement|185,causal_judgement,185
348,causal_judgement|186,causal_judgement,186
349,causal_judgement|19,causal_judgement,19
350,causal_judgement|2,causal_judgement,2
351,causal_judgement|20,causal_judgement,20
352,causal_judgement|21,causal_judgement,21
353,causal_judgement|22,causal_judgement,22
354,causal_judgement|23,causal_judgement,23
355,causal_judgement|24,causal_judgement,24
356,causal_judgement|25,causal_judgement,25
357,causal_judgement|26,causal_judgement,26
358,causal_judgement|27,causal_judgement,27
359,causal_judgement|28,causal_judgement,28
360,causal_judgement|29,causal_judgement,29
361,causal_judgement|3,causal_judgement,3
362,causal_judgement|30,causal_judgement,30
363,causal_judgement|31,causal_judgement,31
364,causal_judgement|32,causal_judgement,32
365,causal_judgement|33,causal_judgement,33
366,causal_judgement|34,causal_judgement,34
367,causal_judgement|35,causal_judgement,35
368,causal_judgement|36,causal_judgement,36
369,causal_judgement|37,causal_judgement,37
370,causal_judgement|38,causal_judgement,38
371,causal_judgement|39,causal_judgement,39
372,causal_judgement|4,causal_judgement,4
373,causal_judgement|40,causal_judgement,40
374,causal_judgement|41,causal_judgement,41
375,causal_judgement|42,causal_judgement,42
376,causal_judgement|43,causal_judgement,43
377,causal_judgement|44,causal_judgement,44
378,causal_judgement|45,causal_judgement,45
379,causal_judgement|46,causal_judgement,46
380,causal_judgement|47,causal_judgement,47
381,causal_judgement|48,causal_judgement,48
382,causal_judgement|49,causal_judgement,49
383,causal_judgement|5,causal_judgement,5
384,causal_judgement|50,causal_judgement,50
385,causal_judgement|51,causal_judgement,51
386,causal_judgement|52,causal_judgement,52
387,causal_judgement|53,causal_judgement,53
388,causal_judgement|54,causal_judgement,54
389,causal_judgement|55,causal_judgement,55
390,causal_judgement|56,causal_judgement,56
391,causal_judgement|57,causal_judgement,57
392,causal_judgement|58,causal_judgement,58
393,causal_judgement|59,causal_judgement,59
394,causal_judgement|6,causal_judgement,6
395,causal_judgement|60,causal_judgement,60
396,causal_judgement|61,causal_judgement,61
397,causal_judgement|62,causal_judgement,62
398,causal_judgement|63,causal_judgement,63
399,causal_judgement|64,causal_judgement,64
400,causal_judgement|65,causal_judgement,65
401,causal_judgement|66,causal_judgement,66
402,causal_judgement|67,causal_judgement,67
403,causal_judgement|68,causal_judgement,68
404,causal_judgement|69,causal_judgement,69
405,causal_judgement|7,causal_judgement,7
406,causal_judgement|70,causal_judgement,70
407,causal_judgement|71,causal_judgement,71
408,causal_judgement|72,causal_judgement,72
409,causal_judgement|73,causal_judgement,73
410,causal_judgement|74,causal_judgement,74
411,causal_judgement|75,causal_judgement,75
412,causal_judgement|76,causal_judgement,76
413,causal_judgement|77,causal_judgement,77
414,causal_judgement|78,causal_judgement,78
415,causal_judgement|79,causal_judgement,79
416,causal_judgement|8,causal_judgement,8
417,causal_judgement|80,causal_judgement,80
418,causal_judgement|81,causal_judgement,81
419,causal_judgement|82,causal_judgement,82
420,causal_judgement|83,causal_judgement,83
421,causal_judgement|84,causal_judgement,84
422,causal_judgement|85,causal_judgement,85
423,causal_judgement|86,causal_judgement,86
424,causal_judgement|87,causal_judgement,87
425,causal_judgement|88,causal_judgement,88
426,causal_judgement|89,causal_judgement,89
427,causal_judgement|9,causal_judgement,9
428,causal_judgement|90,causal_judgement,90
429,causal_judgement|91,causal_judgement,91
430,causal_judgement|92,causal_judgement,92
431,causal_judgement|93,causal_judgement,93
432,causal_judgement|94,causal_judgement,94
433,causal_judgement|95,causal_judgement,95
434,causal_judgement|96,causal_judgement,96
435,causal_judgement|97,causal_judgement,97
436,causal_judgement|98,causal_judgement,98
437,causal_judgement|99,causal_judgement,99
438,date_understanding|0,date_understanding,0
439,date_understanding|1,date_understanding,1
440,date_understanding|10,date_understanding,10
441,date_understanding|100,date_understanding,100
442,date_understanding|101,date_understanding,101
443,date_understanding|102,date_understanding,102
444,date_understanding|103,date_understanding,103
445,date_understanding|104,date_understanding,104
446,date_understanding|105,date_understanding,105
447,date_understanding|106,date_understanding,106
448,date_understanding|107,date_understanding,107
449,date_understanding|108,date_understanding,108
450,date_understanding|109,date_understanding,109
451,date_understanding|11,date_understanding,11
452,date_understanding|110,date_understanding,110
453,date_understanding|111,date_understanding,111
454,date_understanding|112,date_understanding,112
455,date_understanding|113,date_understanding,113
456,date_understanding|114,date_understanding,114
457,date_understanding|115,date_understanding,115
458,date_understanding|116,date_understanding,116
459,date_understanding|117,date_understanding,117
460,date_understanding|118,date_understanding,118
461,date_understanding|119,date_understanding,119
462,date_understanding|12,date_understanding,12
463,date_understanding|120,date_understanding,120
464,date_understanding|121,date_understanding,121
465,date_understanding|122,date_understanding,122
466,date_understanding|123,date_understanding,123
467,date_understanding|124,date_understanding,124
468,date_understanding|125,date_understanding,125
469,date_understanding|126,date_understanding,126
470,date_understanding|127,date_understanding,127
471,date_understanding|128,date_understanding,128
472,date_understanding|129,date_understanding,129
473,date_understanding|13,date_understanding,13
474,date_understanding|130,date_understanding,130
475,date_understanding|131,date_understanding,131
476,date_understanding|132,date_understanding,132
477,date_understanding|133,date_understanding,133
478,date_understanding|134,date_understanding,134
479,date_understanding|135,date_understanding,135
480,date_understanding|136,date_understanding,136
481,date_understanding|137,date_understanding,137
482,date_understanding|138,date_understanding,138
483,date_understanding|139,date_understanding,139
484,date_understanding|14,date_understanding,14
485,date_understanding|140,date_understanding,140
486,date_understanding|141,date_understanding,141
487,date_understanding|142,date_understanding,142
488,date_understanding|143,date_understanding,143
489,date_understanding|144,date_understanding,144
490,date_understanding|145,date_understanding,145
491,date_understanding|146,date_understanding,146
492,date_understanding|147,date_understanding,147
493,date_understanding|148,date_understanding,148
494,date_understanding|149,date_understanding,149
495,date_understanding|15,date_understanding,15
496,date_understanding|150,date_understanding,150
497,date_understanding|151,date_understanding,151
498,date_understanding|152,date_understanding,152
499,date_understanding|153,date_understanding,153
500,date_understanding|154,date_understanding,154
501,date_understanding|155,date_understanding,155
502,date_understanding|156,date_understanding,156
503,date_understanding|157,date_understanding,157
504,date_understanding|158,date_understanding,158
505,date_understanding|159,date_understanding,159
506,date_understanding|16,date_understanding,16
507,date_understanding|160,date_understanding,160
508,date_understanding|161,date_understanding,161
509,date_understanding|162,date_understanding,162
510,date_understanding|163,date_understanding,163
511,date_understanding|164,date_understanding,164
512,date_understanding|165,date_understanding,165
513,date_understanding|166,date_understanding,166
514,date_understanding|167,date_understanding,167
515,date_understanding|168,date_understanding,168
516,date_understanding|169,date_understanding,169
517,date_understanding|17,date_understanding,17
518,date_understanding|170,date_understanding,170
519,date_understanding|171,date_understanding,171
520,date_understanding|172,date_understanding,172
521,date_understanding|173,date_understanding,173
522,date_understanding|174,date_understanding,174
523,date_understanding|175,date_understanding,175
524,date_understanding|176,date_understanding,176
525,date_understanding|177,date_understanding,177
526,date_understanding|178,date_understanding,178
527,date_understanding|179,date_understanding,179
528,date_understanding|18,date_understanding,18
529,date_understanding|180,date_understanding,180
530,date_understanding|181,date_understanding,181
531,date_understanding|182,date_understanding,182
532,date_understanding|183,date_understanding,183
533,date_understanding|184,date_understanding,184
534,date_understanding|185,date_understanding,185
535,date_understanding|186,date_understanding,186
536,date_understanding|187,date_understanding,187
537,date_understanding|188,date_understanding,188
538,date_understanding|189,date_understanding,189
539,date_understanding|19,date_understanding,19
540,date_understanding|190,date_understanding,190
541,date_understanding|191,date_understanding,191
542,date_understanding|192,date_understanding,192
543,date_understanding|193,date_understanding,193
544,date_understanding|194,date_understanding,194
545,date_understanding|195,date_understanding,195
546,date_understanding|196,date_understanding,196
547,date_understanding|197,date_understanding,197
548,date_understanding|198,date_understanding,198
549,date_understanding|199,date_understanding,199
550,date_understanding|2,date_understanding,2
551,date_understanding|20,date_understanding,20
552,date_understanding|200,date_understanding,200
553,date_understanding|201,date_understanding,201
554,date_understanding|202,date_understanding,202
555,date_understanding|203,date_understanding,203
556,date_understanding|204,date_understanding,204
557,date_understanding|205,date_understanding,205
558,date_understanding|206,date_understanding,206
559,date_understanding|207,date_understanding,207
560,date_understanding|208,date_understanding,208
561,date_understanding|209,date_understanding,209
562,date_understanding|21,date_understanding,21
563,date_understanding|210,date_understanding,210
564,date_understanding|211,date_understanding,211
565,date_understanding|212,date_understanding,212
566,date_understanding|213,date_understanding,213
567,date_understanding|214,date_understanding,214
568,date_understanding|215,date_understanding,215
569,date_understanding|216,date_understanding,216
570,date_understanding|217,date_understanding,217
571,date_understanding|218,date_understanding,218
572,date_understanding|219,date_understanding,219
573,date_understanding|22,date_understanding,22
574,date_understanding|220,date_understanding,220
575,date_understanding|221,date_understanding,221
576,date_understanding|222,date_understanding,222
577,date_understanding|223,date_understanding,223
578,date_understanding|224,date_understanding,224
579,date_understanding|225,date_understanding,225
580,date_understanding|226,date_understanding,226
581,date_understanding|227,date_understanding,227
582,date_understanding|228,date_understanding,228
583,date_understanding|229,date_understanding,229
584,date_understanding|23,date_understanding,23
585,date_understanding|230,date_understanding,230
586,date_understanding|231,date_understanding,231
587,date_understanding|232,date_understanding,232
588,date_understanding|233,date_understanding,233
589,date_understanding|234,date_understanding,234
590,date_understanding|235,date_understanding,235
591,date_understanding|236,date_understanding,236
592,date_understanding|237,date_understanding,237
593,date_understanding|238,date_understanding,238
594,date_understanding|239,date_understanding,239
595,date_understanding|24,date_understanding,24
596,date_understanding|240,date_understanding,240
597,date_understanding|241,date_understanding,241
598,date_understanding|242,date_understanding,242
599,date_understanding|243,date_understanding,243
600,date_understanding|244,date_understanding,244
601,date_understanding|245,date_understanding,245
602,date_understanding|246,date_understanding,246
603,date_understanding|247,date_understanding,247
604,date_understanding|248,date_understanding,248
605,date_understanding|249,date_understanding,249
606,date_understanding|25,date_understanding,25
607,date_understanding|26,date_understanding,26
608,date_understanding|27,date_understanding,27
609,date_understanding|28,date_understanding,28
610,date_understanding|29,date_understanding,29
611,date_understanding|3,date_understanding,3
612,date_understanding|30,date_understanding,30
613,date_understanding|31,date_understanding,31
614,date_understanding|32,date_understanding,32
615,date_understanding|33,date_understanding,33
616,date_understanding|34,date_understanding,34
617,date_understanding|35,date_understanding,35
618,date_understanding|36,date_understanding,36
619,date_understanding|37,date_understanding,37
620,date_understanding|38,date_understanding,38
621,date_understanding|39,date_understanding,39
622,date_understanding|4,date_understanding,4
623,date_understanding|40,date_understanding,40
624,date_understanding|41,date_understanding,41
625,date_understanding|42,date_understanding,42
626,date_understanding|43,date_understanding,43
627,date_understanding|44,date_understanding,44
628,date_understanding|45,date_understanding,45
629,date_understanding|46,date_understanding,46
630,date_understanding|47,date_understanding,47
631,date_understanding|48,date_understanding,48
632,date_understanding|49,date_understanding,49
633,date_understanding|5,date_understanding,5
634,date_understanding|50,date_understanding,50
635,date_understanding|51,date_understanding,51
636,date_understanding|52,date_understanding,52
637,date_understanding|53,date_understanding,53
638,date_understanding|54,date_understanding,54
639,date_understanding|55,date_understanding,55
640,date_understanding|56,date_understanding,56
641,date_understanding|57,date_understanding,57
642,date_understanding|58,date_understanding,58
643,date_understanding|59,date_understanding,59
644,date_understanding|6,date_understanding,6
645,date_understanding|60,date_understanding,60
646,date_understanding|61,date_understanding,61
647,date_understanding|62,date_understanding,62
648,date_understanding|63,date_understanding,63
649,date_understanding|64,date_understanding,64
650,date_understanding|65,date_understanding,65
651,date_understanding|66,date_understanding,66
652,date_understanding|67,date_understanding,67
653,date_understanding|68,date_understanding,68
654,date_understanding|69,date_understanding,69
655,date_understanding|7,date_understanding,7
656,date_understanding|70,date_understanding,70
657,date_understanding|71,date_understanding,71
658,date_understanding|72,date_understanding,72
659,date_understanding|73,date_understanding,73
660,date_understanding|74,date_understanding,74
661,date_understanding|75,date_understanding,75
662,date_understanding|76,date_understanding,76
663,date_understanding|77,date_understanding,77
664,date_understanding|78,date_understanding,78
665,date_understanding|79,date_understanding,79
666,date_understanding|8,date_understanding,8
667,date_understanding|80,date_understanding,80
668,date_understanding|81,date_understanding,81
669,date_understanding|82,date_understanding,82
670,date_understanding|83,date_understanding,83
671,date_understanding|84,date_understanding,84
672,date_understanding|85,date_understanding,85
673,date_understanding|86,date_understanding,86
674,date_understanding|87,date_understanding,87
675,date_understanding|88,date_understanding,88
676,date_understanding|89,date_understanding,89
677,date_understanding|9,date_understanding,9
678,date_understanding|90,date_understanding,90
679,date_understanding|91,date_understanding,91
680,date_understanding|92,date_understanding,92
681,date_understanding|93,date_understanding,93
682,date_understanding|94,date_understanding,94
683,date_understanding|95,date_understanding,95
684,date_understanding|96,date_understanding,96
685,date_understanding|97,date_understanding,97
686,date_understanding|98,date_understanding,98
687,date_understanding|99,date_understanding,99
688,disambiguation_qa|0,disambiguation_qa,0
689,disambiguation_qa|1,disambiguation_qa,1
690,disambiguation_qa|10,disambiguation_qa,10
691,disambiguation_qa|100,disambiguation_qa,100
692,disambiguation_qa|101,disambiguation_qa,101
693,disambiguation_qa|102,disambiguation_qa,102
694,disambiguation_qa|103,disambiguation_qa,103
695,disambiguation_qa|104,disambiguation_qa,104
