atlas_idx,item_id,split_index,question
40,25d4879233a27fc8,39,ash was cut short even though everyone wanted to hear what ash had to say. What will happen to O
41,61bfe9297e883594,40,Jordan was talking to a group of friends. Jordan talked behind Ash's back to fit in. What will h
42,876ad40c4479af5f,41,jordan wanted to be nice to a girl so he took her to the shoe store. What does Jordan need to do
43,df2c8178fcbdf0d4,42,Aubrey understood Remy better and met his needs more efficiently as his nurse. How would Remy fe
44,1a74cef29b9dba01,43,Aubrey kept the baby up at night to watch for a concussion. What will happen to Aubrey?
45,07202928dae361d1,44,Robin shut Riley's eyes to the fact that he didn't want her to see the sex scene from the movie.
46,4927a853c28f979b,45,Quinn wrapped their arms around Jordan before pulling out the gift that they had been hiding. Wh
47,7d2654b0a1ca1ce8,46,Bailey passed Jesse on his driving examination after he passed with flying colors. What does Bai
48,03a0b757f85bcb04,47,Austin was taking a test and found it difficult at first. How would you describe Austin?
49,868d87302ebfc49c,48,"Quinn was playing and froliking in the snow, making snow angels and snowballs. How would you des"
50,a034d1c8f6674344,49,Tracy gave money to my friend who needed it but failed to by it back as they promised. What will
51,6902de3848e5e47f,50,Camerson was grading Bailey's research paper. Cameron felt satisfied with Bailey's work. How wou
52,bdbcd6584b752961,51,"Skylar was pushed by the bully in the lunch line, so Skylar poured milk over their head. What wi"
53,74c1a25198e7af24,52,"Remy gave you Skylar account for netflix, so you wouldn't have to pay for your own account. How "
54,7cef7ea6c060ac74,53,Skylar was on the phone while at the national park. They lent little attention to the view. What
55,827855c90862eee4,54,"Sydney works as a preschool teacher, and helped trace Robin's fingers. Why did Sydney do this?"
56,4d297d403dbcd138,55,Jan was pregnant and she gave birth to a beautiful baby daughter. How would you describe Jan?
57,ea8b0d563344371e,56,Kendall was really into house plants and often pour water in to jars so the fluoride would evapo
58,131006781382a225,57,"Knowing skylar would want to go too, Kendall took Skylar into account. Why did Kendall do this?"
59,61f95cc04fc7f299,58,Aubrey was a police officer. She pulled Casey over for speeding in a construction zone. What wil
60,4988bcba5c303a92,59,Riley granted Jan the highest title of the kingdom and celebrated with a feast. What will Jan wa
61,b346ad0bad4d1d63,60,"After being kicked out of the house by his parents, Jordan needed a place to live. How would you"
62,f6e9c1428a1bb5f2,61,Remy gave birth to a baby girl on a Saturday afternoon. What does Remy need to do before this?
63,aea1fc05a535467e,62,Alex was no longer raising Sasha but she did give birth to Sasha. What will Alex want to do next
64,2b701ec1d4ce12f5,63,Jordan gave Robin advice about a job interview as Jordan already worked at the company and knew 
65,b0fc714fb6c4bcce,64,Cameron went out of her way to buy food for the homeless. How would Cameron feel afterwards?
66,eee50704023f8a8b,65,Sydney played Kendall's heart when she pretended to be interested in him at the party. What will
67,55be125778e275d7,66,Cameron's parents told them to do well at school or they would be grounded. Cameron took their w
68,5ba4a11ac3afd6c7,67,Jan took me to NYC to celebrate my birthday before the baby was born. What will Others want to d
69,3d0c85adf53dba59,68,It was a pretty sunny day outside. Quinn walked instead. What does Quinn need to do before this?
70,049d49914abf0d80,69,Kai was grounded after wrecking his mother's car so he handed back the keys. What will Kai want 
71,e7c0e7a2d4fa7a65,70,Jordan got his leg bitten off by a shark while he was surfing. Jordan made light of the handicap
72,3d769ecc9c2453ff,71,Kendall knew that Skylar has a difficult work schedule and needed to accomodate that when planni
73,a508d5cd3c4435e0,72,But she didn't want to be on the team so walked off the court. Why did Aubrey do this?
74,2233cf07490da7c3,73,Carson was at a friend's house across town from where he lived playing video games. How would Ca
75,05978de208f22370,74,Kendall took their dog to the new dog park in the neighborhood. What will Kendall want to do nex
76,829cdee1436c613c,75,"Robin's brother was hungry, too, so Robin cut the sandwich in half. How would Robin feel afterwa"
77,6f652d12f71e9ef9,76,Addison regarded every girl as somebody who should be treated by their actions. How would Others
78,fdc5ee4135c46207,77,Remy challenged them to a game and then beat them so much. How would they feel as a result?
79,0ccbfdeb3cc45b1b,78,Casey gave some money to Jesse so she could go to the movie. How would you describe Casey?
80,7cdacfa612626dd1,79,Lee gave birth to ten babies over a span of ten years. How would you describe Lee?
81,72d6b3c74fdf6014,80,Cameron wore some very heavy clothes even thought it was hot outside and he would sweat heavily 
82,81a8f76c591e44aa,81,Remy understood every mystery because she was a famous mystery writer. What will Others want to 
83,5f60eed81480b870,82,"Kendall persisted after being told no, and eventually had a positive effect on Lee. What will Le"
84,9a0dd8796211734c,83,Alex worshiped Jesus in their way even though everyone said it was the wrong way to do it. What 
85,dbdc40ed5bd077d0,84,Cameron got a new video game and wanted to spend the night playing it. How would Cameron feel af
86,3462e565ef18c235,85,Alex grew closer to their significant other after they vacationed together. How would Alex feel 
87,4b195de8df7ae1b7,86,Aubrey got gas at the station and got some snacks for the drive. Why did Aubrey do this?
88,730847bf5e13e5c2,87,Riley regarded Jesse with observant eyes then smiled after they ate the last cookie. How would y
89,548ecdb3dcfb9e22,88,Aubrey fed Tracy's kids spaghetti after the baseball practice. How would Tracy feel as a result?
90,e981577c43e7d1e5,89,Quinn cried their eyes out and ate a whole carton of icecream over her breakup. What will Quinn 
91,1d07e5f5e5bb56c6,90,remy had a good talk with aubrey so aubrey understood remy better now. How would Remy feel as a 
92,ad15e074ec12637f,91,Alex took care of the children after school so that their parents could continue to work. What w
93,a3ad437023e02a46,92,Taylor taught math in the schools where underprivileged children studied. How would Taylor feel 
94,4bbf325032b20099,93,"Jan fastened the anniversary necklace around Sydney's neck, amid her tears of joy and exclamatio"
95,3cfce3a7cbb49b09,94,Kendall didn't get the job despite the interviewer telling her she was qualified. How would the 
96,f7c955b9eeab1588,95,Riley talked to their friends about what they should do that night. Why did Riley do this?
97,909630dd43769013,96,Remy went into town and found a fun place to get treats and ate some ice cream. What does Remy n
98,e4236733a930c0fd,97,Carson was at a friend's house playing video games to get away from his arguing parents. What do
99,ff9769d88085b70e,98,Taylor taught math in the schools and got a lot of praise for his style of teaching. Why did Tay
100,1c825c0006d88091,99,Robin pulled Carson over for speeding and then didnt write him a ticket. Why did Robin do this?
101,8dd123d8c6576667,100,Robin left food out for the animals in her backyard to come and enjoy. What will Robin want to d
102,4181711a812e6cd3,101,Alex spent a minute thinking and finally decided to take action over it. Why did Alex do this?
103,b06a5fc2f7a40d84,102,Bailey was not doing well at work but wanted to change the perspective to feel better. How would
104,f69dea01a8c20a01,103,Sydney is a fan of Hillary Clinton. One day she found a biography of Hillary Clinton. Sydney wan
105,cfa90275dcb1efea,104,Cameron left the Halloween party early and drove home as fast as they could. Why did Cameron do 
106,bc66538ae48bf342,105,Kendall lost their shirt and walked around topless. How would you describe Kendall?
107,ff723b3a1b028ed0,106,Taylor got louder as they raised their voice because of the altercation. Why did Taylor do this?
108,a472b329104ec110,107,Kai knew that things were getting out of control and managed to keep his temper in check. How wo
109,d741fd52278ffd66,108,Tom gave Sydney a red scarf. Sydney set it on fire. How would you describe Sydney?
110,85687d15477a7abe,109,Austin built a mall on the site where the ruins were found. What does Austin need to do before t
111,eccbc69f0c0a470b,110,aubrey helped sasha move because they were good friends and sasha needed help. How would Sasha f
112,556149507249b16c,111,Cameron arrived at the restaurant and sat at their table. What will Cameron want to do next?
113,609a4cc7404a2c90,112,Alex and his brother didn't have much in common. They went on a camping trip and Alex grew close
114,9e690b5ae7364045,113,"Remy, their partner Joe and family were out for dinner when Joe suddenly asked Remy to marry the"
115,64cbaa4024585a32,114,Riley was in pain. How would Riley feel afterwards?
116,095e04a457951dec,115,Jesse is patient and hardworking and hungry in the morning. How would you describe Jesse?
117,7469cc6354dac8d2,116,Ash and Sasha have been dating for a long time. Why did Ash do this?
118,a083f0c62f81e384,117,Tracy understood Casey's mood better once they sat down and talked it out together. What will Ca
119,d24eae561376e77d,118,Robin took a very long time to make up their mind of what to wear on their date that night. What
120,5a492041612a264e,119,Bailey was a new student at the local high school in town. How would Others feel as a result?
121,b9d8555506a7e661,120,Skylar ate too much sweets and chocolate and drank too much sugary juice and the dentist told he
122,020666e3109076d9,121,Aubrey fed Tracey's kids ice cream after Tracey said the kids were allergic. What will happen to
123,2820880adef410f7,122,Quinn cried their eyes out because no one loved them at all. How would Quinn feel afterwards?
124,dd1f6dc8ea47bea1,123,Riley had a lot of friends. What will happen to Riley?
125,721990979027d450,124,Sasha grabbed Robins head and gave it a good shake. Why did Sasha do this?
126,9c3b26d6a6adf135,125,Jesse wanted to get fresh apples and went apple picking at the local farm. How would you describ
127,0b36a89d42576e14,126,Bailey asked Sasha's grandma if they could eat the cookies now. Why did Bailey do this?
128,a019483908a7baa6,127,Jesse hired Bailey to impersonate to take the SATs. What does Bailey need to do before this?
129,8dfb094ecdcd1405,128,"Skylar was getting close to the deadline, so Skylar put their mind to the task. Why did Skylar d"
130,b8bc04c3caf200dd,129,"Cameron and Aubrey were dancing at a friend's wedding, then the music changed to a slow song and"
131,d9ee2d233ac7edf7,130,Riley laid down their arms and issued a long but effective peace treaty to be signed. What will 
132,26719adc72930b8a,131,"There was a fire, Sasha grabbed the extinguisher and saved the home from destruction. How would "
133,2e442813d209553e,132,Remy told Kai that they wanted to go out with them on a serious date. How would you describe Rem
134,77304464173cef4e,133,Skylar wasn't very good at the game and ended up losing their character. What will Skylar want t
135,5b0b506d3ccf6a57,134,Addison could not find a coupon to IHOP. They felt bad about it. What will Addison want to do ne
136,af72a03df01e970c,135,Jordan shared their experience with the party. He lost 3 levels doing so. What will happen to hi
137,5f3a67bd009b63b0,136,"Jordan wanted to tell Tracy a secret, so Jordan leaned towards Tracy. Why did Jordan do this?"
138,6c03017673cad759,137,Jordan paid his debt to society by completing several hours of community service. What does Jord
139,25c2891ec3f0c25e,138,Skylar put their mind to the task because it was complicated and required full attention. What w
140,869ec94adf9bafc7,139,Aubrey met a creepy stranger at the park who was trying to get Aubrey to go home with them. What
141,5324be530859f229,140,Addison threw a pie on the character to make the play more humorous. Why did Addison do this?
142,686f89e8f03c6257,141,Jan lit a fire under her coworkers because they wanted to start a fight. What will Jan want to d
143,276bd653eadd62b8,142,Alex rendered Sasha's service and was pleased with her attention to detail. What will Alex want 
144,03ff72df93ebee8d,143,Casey ordered a package with priority shipping but two weeks passed and Casey never received the
145,4f189009b99f29e1,144,Sasha got revenge on her friends for the trick they played on her. How would Others feel as a re
146,77bff564b9205dd8,145,Skylar got a cast on her leg because they were in a car accident. What will Skylar want to do ne
147,19aa5dce532291ee,146,Carson shook Jan's head again after she was very angry at him. Why did Carson do this?
148,05058e4cc19fd6ce,147,Remy left their money on a foreign bank account that was overseas. Why did Remy do this?
149,140d4e8a24d61050,148,Casey wrapped Sasha's hands around him because they are in a romantic relationship. How would yo
150,3e3f0230e6d4bb21,149,Kai was only trying to make fun of Cameron although Cameron took Kai's compliment seriously. How
151,5217fc6b2cad0269,150,Kendall showed off her new car to all of their friends. How would their friends feel as a result
152,92a5f322cc0a941f,151,Taylor gave Kai a lot to think about. What will happen to Taylor?
153,a094a0d74ae47f3d,152,Riley required every detail of the new project but he only received a partial specification. How
154,168c8f247938713c,153,Riley was coming home from work and suddenly began to hurt all over. How would you describe Rile
155,7d5b12976a1959b2,154,Carson tried to fight Robin last night because Robin hurt Carson a lot. What will Carson want to
156,4bc2808255f7dee1,155,remy trusted the bank with his money so he left the money on an account. How would Others feel a
157,57b2aaa3eb8a7646,156,Kai made a career out of his hobby of crafting wood furniture by hand. How would you describe Ka
158,a791a002a87539bb,157,Jordan left their book in the library after studying all day. What will Jordan want to do next?
159,ba51d2c0ca2928c7,158,Jesse showed off her brand new car to Sydney's friends to make the jealous. How would you descri
160,47dfce57f63da0be,159,Taylor decided to take the bus based on their experience with the traffic. How would you describ
161,840349c1fae3694f,160,Sydney gave Aubrey an estimate for how much their house is worth. What will Aubrey want to do ne
162,00c9c525642a6ec0,161,Quinn knew Ash well enough that they broken into and stole a jacket from Ash's locker. How would
163,b3c573471805a1b7,162,Cameron picked Robin up from the airport after Robin spent many years living in oversea. Why did
164,4cf7cce23d7bcdc7,163,Alex paid money to get some expert advice on all of the details. Why did Alex do this?
165,92734cadbfbe9f11,164,Aubrey was a police officer that pulled a driver over for speeding down the highway one day. Wha
166,43349b29b074300f,165,Jordan took their mother to the shoe store to buy new shoes for running. How would Jordan feel a
167,079f1609a5ae20e1,166,The beat was so funky and so fresh that Austin moved their body to the music. Why did Austin do 
168,6faaf333665c5cd2,167,Austin just got a big bonus from the company. What will happen to Others?
169,0b47839b13902576,168,"After the first solution failed, Robin had to brainstorm a better idea. What will Others want to"
170,6782999195bfe880,169,"Jan went out with Quinn's friends, but left because they had work in the morning. Why did Jan do"
171,02ef8fc2d3307db7,170,Taylor made a cake that was their mother's favorite. It was their mother's birthday. How would y
172,cff86a607a6e7146,171,Jesse made some bad decisions in life and Lee stopped talking to them. How would Lee feel as a r
173,01235be46c6cfdad,172,Riley was Jesse's girlfriend and had just found out Jesse was cheating on them. What will happen
174,3fa2b6bda36e7f24,173,"Austin gave birth on Sunday, and was home with the new baby my Tuesday. What does Austin need to"
175,0cb2e0989526705e,174,Remy was a hard worker at an insurance company. They were working late. Why did Remy do this?
176,687566700eeebe4d,175,Remy saved the town from destruction after the tornado had hit. How would Others feel as a resul
177,afe026e02d3001c3,176,"An old woman dropped her groceries outside of the store, Cameron went out of her way to help the"
178,e5560384303f8afb,177,"After graduating high school and being accepted to college, Casey decided to study philosophy, b"
179,bf5d5a8f2fa1fc25,178,Rylie is teaching Sasha how to swim. Riley told Sasha to hold her breath. How would Riley feel a
180,1dc1f07e104a8ec6,179,Aubrey was practicing singing and they sound really good. What will Aubrey want to do next?
181,2a9e1423ddb8d08b,180,kendall was a hard worker so she kept the ball rolling on the project. Why did Kendall do this?
182,f9e760900edddfc6,181,Jordan took their son to the shoe store to get some soccer shoes. What does Jordan need to do be
183,38b4d8a6b5bd3205,182,"After Bailey went to bed, Carson crept into the kitchen and ate Bailey's candy. Why did Carson d"
184,1f67ba68c4f9fb56,183,Quinn moved into a new house after their old one burned down in a fire. How would Quinn feel aft
185,c08c8bdb7633c481,184,Kai decided to stay at the beach house an extra week. Why did Kai do this?
186,4894566fff9655fe,185,Remy understood every word of what their teacher was teaching. How would you describe Remy?
187,1ff386dd3d7a7ce7,186,"Feeling a bit bored and tired, Kai watched anything. What will Kai want to do next?"
188,1dc1f07e104a8ec6,187,Aubrey was practicing singing and they sound really good. What will Aubrey want to do next?
189,26ef0c9c1214f586,188,Riley was the best of friends with the boy and the others were relieved they had someone to lean
190,7d3f3360c2eb9e34,189,Skylar was sick and had to cancel concert plans with Sydney. What will Sydney want to do next?
191,4556ee60f24e16b3,190,Jan lit a fire under her coworkers for slacking off a lot. How would Jan feel afterwards?
192,0724de8341bc425b,191,Sydney was writing the story creatively and wanted to give the reader Riley's perspective. Why d
193,5bee08ad3eba353d,192,Quinn knew what was going on after seeing the cashier stealing from the till. What will Quinn wa
194,411f299c6fab04e5,193,Skylar entered the classroom at school and made fun of everyone for being there on time. What wi
195,1b4cb5d53e480dbd,194,Jan gave Sydney a necktie and Sydney put it on and it looked really good. What does Jan need to 
196,cf6c7e8e54673013,195,Addison went fishing and brought her brother with her. What will Addison want to do next?
197,716790b5b06f702f,196,Jordan taught the children nutrition and brought new foods for them to try which affected the ch
198,a61b34a4a2f408e4,197,Tracy wanted something to do over the weekend. Tracy went camping during the weekend. Why did Tr
199,1d0422015b2678fc,198,Sydney is Addison's boyfriend at the local high school. What will happen to Addison?
200,5c1b3740a9fb4b0f,199,Riley was on the beach near some birds that just flew away. They went after them. What does Rile
201,e5df52509efe0045,200,"As usual, Aubrey went to the park but this morning, he met a stranger at the park who jogged wit"
202,7f7ab208c4ad15e8,201,Jesse stood Cameron up instead of backing the person who was accusing him of stealing money. How
203,9e85ca7f82a7be6a,202,Jesse is very angry with Riley and says some pretty awful things. Riley looks at Jesse with hurt
204,0874644ccde38aae,203,Remy answered the question that was intended for someone else. How would someone else feel as a 
205,c8a3d7c74a825c2e,204,Austin predicted cancer rates in patients would continue to go down due to the new breakthrough 
206,892d2dda02ae56f8,205,Kendall altered Lee's course of action after seeing a grave mistake in his plans. How would Kend
207,aec2261373602109,206,Quinn was spending the day in the park with their friends. What will Quinn want to do next?
208,42ce85561ab13405,207,Bailey felt bad when she saw the homeless lady and gave her twenty dollars. How would you descri
209,e89441e89be1a1a2,208,Taylor asked the one officer for help in unlocking their car. How would you describe Taylor?
210,d94d952dcff563ce,209,Carson was not exhibiting proper behavior in the military. Austin went ahead and discharged Cars
211,66417ad9789acb9b,210,Tracy gave it to their friend because they weren't going to need it anymore. What does Tracy nee
212,c7057f57df779e66,211,Alex grew closer to their cousin and spent less time with the others. How would Others feel as a
213,c53adac9b67e5343,212,Jan wanted to help some low income kids go to summer camp. Jan raised money to help. How would J
214,2dad1219ad1d33c0,213,Taylor had not had contact with this friend for ten years and wonder how their life was going. H
215,9ae2c4be6c10b035,214,Tracy heard a faint buzzing noise and immediately ran for her life. How would you describe Tracy
216,3c20a02880fb934c,215,"While reading a story about animal abuse, Quinn felt a lot of pain. How would you describe Quinn"
217,6e76b2054bdb61f6,216,Alex saw Taylor talking to another guy at the dance that night. What will Alex want to do next?
218,b25548a8bb835033,217,Robin was too embarrassed to explain so she let Carson explain why it happened. What will happen
219,624b8f22c0270a69,218,"Riley and Sydney are best friends, Riley sold Sydney's painting to the bidder after she stole it"
220,b179d4c8c3c9a3ff,219,Taylor's friend was grieving the loss of his grandfather last week. What will happen to Taylor?
221,9678e23d14fb0b9b,220,Jesse showed Sydney's friends how to bake a cake but it was left in the oven too long and burned
222,23dd36501d1a81f5,221,Sasha had gotten a tutor to help her with history. Sasha started to improve slowly. What does Sa
223,fb6b1aab2316d3a8,222,"Tracy brought the kids to their dentist appointment, but it was scheduled during the school day."
224,ac5f2b02cd10e6b7,223,Jan wanted to make friends so she exchanged phone numbers with people she met. How would Jan fee
225,ee06f28c5d11cde3,224,Sasha and others noticed Bob didnt have money for lunch. Sasha gave Bob some french fries. What 
226,6132ec7e1c4845cb,225,Casey's mother called Casey to tell her that she sent her a package by mail. What does Casey nee
227,ae22961541efc367,226,Kai sold their clothes to the bidder at an auction when they didn't fit. What will Kai want to d
228,6bb9bfaf03b9ddd9,227,Casey paid Jesse for the items they bought from them. What will Casey want to do next?
229,f49c3b3ce3dfad34,228,Aubrey was walking in the park one day. Aubrey met a stranger at the park when she stopped at th
230,d232655a39157b6a,229,Alex helped Casey escape from the jail cell. What will happen to Casey?
231,f50d3207af153a28,230,Carson tried to fight Robin last night while they were at a bar. How would Carson feel afterward
232,f73736503cbac1df,231,Carson ate Bailey's candy and took a nice long nap after eating the candy. What will happen to C
233,b11a4ae91581407c,232,Kendall grabbed Jordan's hands because Jordan was going to cross the street without looking. Wha
234,4b96e6bb9734b897,233,Quinn was starting to get the strength back in his legs after months of physical therapy. How wo
235,45159c6cc123430f,234,Jordan felt bad after vandalizing a building so they paid their debt to society by cleaning up e
236,a630fbd40a7cc973,235,Jan and their partner were going to a big new year's party at a bar downtown. Jan decided to lea
237,a30c5ec9d2bf1491,236,Tracy saw a robbery so he ran for his life to the police station where he was asked to fill out 
238,1f3c47ba4286c461,237,"Kendall's shirt was very expensive, and they lost it over there. How would Kendall feel afterwar"
239,4cab396e7d83db8e,238,Lee challenged her to a fight by pointing his sword in her direction. What will she want to do n
240,1c1363e7d4000884,239,Alex had been caught up in many crimes so one day Alex escaped to Mexico. What will Others want 
241,eb2537d50d82957a,240,"Sydney appeared wounded, on the ground, so Kia Crowded around Sydney to assess the damage. What "
242,6f9ed236066d3752,241,"Taylor wanted to break up Kai's romance with Tom, and spread rumors. What will happen to Kai?"
243,8af456d1fc57f254,242,Robin let Carson explain to their parents what had happened at school. What does Robin need to d
244,96f074e8dc5cfff6,243,Sasha heard a rumor and acted on it and saved their company from destruction. Why did Sasha do t
245,df720c8a97ab0c0f,244,"Riley sold Sydney's painting to the bidder, but they didn't have enough money. What will Riley w"
246,1794cf6fee68bd9b,245,Casey's children were playing in a park next to Jesse's house. Where will Casey take the childre
247,30a5369e017d9667,246,"Sydney went to our family farm, taking the trash with her, and set it on fire on the ground. How"
248,646191bb4b46c67b,247,Austin was having a great day and felt wonderful. What will Austin want to do next?
249,92a3284e9e1a211d,248,Austin just proved a way to predict cancer rates irrefutably. What will Others want to do next?
250,43d3eb174414620e,249,Carson dropped the whole pizza on the floor. Carson was at a friend's house. How would Carson fe
251,34373e5faaf0315e,250,Robin has been sick in the ER and Alex has been right there by her side but he had to leave to g
252,affaf20efaf85d40,251,Robin called up Jan's friends for a girl's night out and went out. How would you describe Robin?
253,455c3ae93d33343c,252,"Quinn was slicing ham at the deli, so Quinn turned the scale on. What does Quinn need to do befo"
254,729b65adaf3e3cea,253,Quinn returned the tools back to the rightful owner. What will Others want to do next?
255,189823481cd7a054,254,Sasha's team was playing terrible so took it upon herself to take over. How would Others feel as
256,cd6456b237bede5e,255,Bailey was at his friends house one day when the house next door caught on fire. What will happe
257,b75ad81516e4742e,256,Ash was moving out of his apartment. Taylor came over to help Ash move. What will happen to Tayl
258,921aa9ad83870105,257,Quinn climbed into bed because she had a bad headache. How would Quinn feel afterwards?
259,b7a1573e584c9db7,258,There was a thunderstorm and Skylar's kids were scared. She made them hot chocolate and read the
260,f4be3b715e42b29d,259,Quinn got two jobs and finally moved to a new house. How would you describe Quinn?
261,8a3bfdfef54eac17,260,Aubrey wanted to go for an evening run since they were off from work. How would Others feel as a
262,b19a73dd9bf82bf0,261,Jordan left early from wrok in the summer while it was still sunny out. What will Jordan want to
263,1d4c24ae210c54f5,262,Riley was the best of friends with the boy next door. How would Riley feel afterwards?
264,9703c33fba327cdf,263,The man commented inappropriately on the outfit that Sasha was wearing that day. What will Sasha
265,f609ac5fef3c2be1,264,Carson collected baseball cards and eventually sold the collection for a large sum of money. How
266,bad2303d9c9aca48,265,Alex was checking for breast cancer so they grasped both of their breasts firmly. What will Alex
267,b8249018d789f451,266,Remy got a ride from their friends to school this morning. Why did Remy do this?
268,7d8b93ab3c9a0644,267,Jordan gave Casey the runaround when Casey asked them what they were doing. What will happen to 
269,5b01679c2ed93b57,268,Tracy understood Casey's mood better than any of the other girls in the school. Why did Tracy do
270,a6ac4ca2a37ffb20,269,Riley had just turned 14 and spent at least two hours in the bathroom getting ready every day. I
271,ef2818c010cd023e,270,Lee spent the whole night trying to beat the boss on level 4. What will Lee want to do next?
272,48062bc5ff832c9d,271,Kendall kept the ball rolling on the project and was rewarded with a big bonus by the boss. How 
273,963cab982932ba6e,272,Jordan took their mother to the shoe store that she did not like going to. What will happen to t
274,627311e048744bed,273,"Taylor loved to read to their child every night, and having read so many books over the years, T"
275,ebb4c5049785aea9,274,Tracy put her jacket in the laundry and it hadn't been washed yet. Tracy wore Sydney's jacket to
276,2c23466014d7bb5d,275,Jordan took the man to the shoe store late Saturday afternoon. What does Jordan need to do befor
277,35e252fee73eed69,276,Sydney played to Kendall's heart with the song they wrote for them. How would Sydney feel afterw
278,c9190f17bcad4ca1,277,Robin took the Math test at face value because it was based on logic. How would Robin feel after
279,733084ac23906fec,278,Remy carried their orders into execution after being convicted of murdering their partner in col
280,3958904f52068dbf,279,Taylor is baby on the train. The train got stuck in a tunnel and Taylor began crying. As time we
281,64ccde7bb9ab110c,280,"Ash wanted his kids to understand why they were in trouble, so he got to the point. What does As"
282,ab4579e813b14e9d,281,"Jordan had to walk home, but it was cold, so he walked home fast. What does Jordan need to do be"
283,e3dc4baaead57ca3,282,tracy held a baby for 9 months and then gave birth to addison. What will happen to Tracy?
284,e159df4a5a9a5a09,283,tracy heard the news so she shook jan's head sadly. How would Tracy feel afterwards?
285,6230a16307981038,284,"Aubrey lived in Carson's environment, which was uncomfortable and filthy and something to be avo"
286,8eccf8a4200fbbcc,285,"While at a Christmas party, Jan went into labor and gave birth to a daughter that day. What will"
287,431c86685490b8f4,286,Austin always ate steak whenever he went out to a restaurant for food. How would you describe Au
288,2c5a4416e9831ef5,287,Quinn colored their hair and it turned out very nice as a result. Why did Quinn do this?
289,8b8afbe7606774e4,288,"Skylar always arrives 15 minutes early for class, takes extensive notes, and studies hard before"
290,d1ca871cc88be7e8,289,Austin got to warm to wear his sweater and decided to take it off. Why did Austin do this?
