atlas_idx,item_id,split_index,question
52,d412d537c1354c7e,51,What prior learning is necessary for students to develop in order to understand the concept of r
53,b865ccee91b716fe,52,"During a class on radioactivity, students conduct research to explain the presence of iron in th"
54,e165b85be7505fda,53,What prior knowledge is necessary for students to work on the VSEPR theory in various molecules?
55,c54ed7ba414f5efe,54,A teacher sets the following learning objective for their class: Characterize the behavior of pH
56,71af30ef1ad02f59,55,"In a chemistry class, the teacher has proposed that students describe and represent the formatio"
57,b4c107664adf0ee0,56,"A teacher is working with her 2nd-year Middle School students. As part of her planning, she has "
58,d536b679f6ebaa3a,57,"During a class on the main applications of electrochemical cells in the industry, the professor "
59,5653aa842e6e3d93,58,"In the context of studying polyfunctional organic molecules, a teacher is addressing both natura"
60,459a91ab4930419c,59,A group of students needs to experimentally identify the presence of functional groups in organi
61,2ce8e0df773f1508,60,Read the following situation: In an elementary grade 1 class a teacher will begin to work on the
62,b7a6d81f97855a12,61,A teacher is working on the content of Earth's structure with her 4th grade students and wants t
63,13ca18879e47f061,62,"Read the following situation: The preschool educator observes Mariana, who is kneeling in the ya"
64,8160f712c2ccfee5,63,A teacher wants to know if her students can plan an experimental activity based on a given quest
65,07c3bc101a09950e,64,Which of the following activities would allow a teacher to know the prior ideas of the students 
66,07e018685980c5c6,65,Which of the following activities will allow students to investigate the main cause of global wa
67,c944a4311fe3601b,66,A teacher presents the following newspaper headline to his 6th-grade students: 'Environmental po
68,2d21bc8c72d74eb6,67,A teacher has decided to evaluate whether his students apply the knowledge about nutrition they 
69,d5abdb1e49b059e1,68,A teacher sets the following learning objective for their class: Explain the relationship betwee
70,03801c74268fa0a5,69,A teacher asks her students to perform the following group work: 1. They must choose three volun
71,6b505d647a2ee4e5,70,Which of the following options shows a common misconception about changes in matter that student
72,d62ccfb00e09cc89,71,A teacher presents the following situation to her students: Suppose we have water at 60°C in one
73,9d967dff0dac8f7d,72,"While working with students on the topic of electrical circuits, a teacher notices that one of t"
74,95f27cdc0ede9c3f,73,"A student is presented with the following problem: DDT was a widely used insecticide; however, a"
75,98adef24f1ea46fe,74,"To develop the unit Mechanisms of genetic information conservation, a teacher sets the following"
76,b364ec9a1deacf15,75,"In an introductory class of the unit 'The Cell', a teacher wants to apply a strategy that allows"
77,78dcf8255fa8d33f,76,"In the implementation of an instructional unit on the electric nature of matter, a teacher organ"
78,dfa91927368f05fd,77,A teacher includes the following exercise in a kinematics test: “A body moves according to the f
79,4b3c13b6e331b251,78,"To address the learning objective ""Relate the temperature difference to the transfer of thermal "
80,96910db05b8525af,79,"A teacher asks the students ""what is force?"", and almost all of them agree that it is ""the actio"
81,3068115b802d237e,80,The professor aims to promote in her students the ability to select information from the interne
82,355195e29f833f0e,81,"In the context of the unit ""The atom and its nucleus,"" a teacher proposes the following activity"
83,23614879b48ef5a3,82,"Read the following learning objective: ""Explain light phenomena through experimentation and the "
84,dfa787d1f7a79fdd,83,"A teacher proposes to her students the following activity: ""Build a model to represent the Earth"
85,09db672cb865c590,84,A teacher wants to evaluate the ability of their students to formulate the problem of a scientif
86,6a9fb5296099e242,85,A teacher is starting the unit on chemical bonding and wants to show students that knowledge in 
87,0198c887500d8931,86,A teacher in Grade II Secondary presents to their students the equations of the aqueous dissocia
88,e53e17f180f7607d,87,Which of the following statements is a common misconception students have regarding spontaneity 
89,a891c4d4de6f356a,88,A teacher aims for her class to recognize Hund's rule of maximum multiplicity. Which of the foll
90,6286abf3335591b8,89,A first-year high school teacher designs the following activity for her students: Take five cups
91,8326048fa53f082b,90,"In a class on chemical bonds, the teacher aims for students to identify different types of inter"
92,77010fa7e2cf4d24,91,One of the learning objectives of the Life Sciences curriculum for 2nd Grade aims for students t
93,c23bafb7b39b9d21,92,"A teacher of a 3rd grade has been working with her students on the objective ""Observe and descri"
94,bbb3b8ee2bb9cb5b,93,"In a preschool, the educator tells the boys and girls that they will conduct an experiment, whic"
95,9b98d306eee46613,94,"A 6th grade teacher assessed the indicator ""Recognize that heat flows from an object with a high"
96,d594f178cc8db531,95,"During a class in 8th grade about cellular transport mechanisms, while the teacher is explaining"
97,4a3720f165f50461,96,"In the unit on Microorganisms and Defensive Barriers of the Human Body for 7th grade, a teacher "
98,eeea8188e3339660,97,"In 8th grade, in the unit on Structure of Matter, a teacher is covering the content of atomic st"
99,a5adc1030fa1fc8f,98,A 7th grade teacher has set the following objective for their class: “Explain the behavior of ga
100,084699d9e2e08dca,99,"At the end of the topic of Boyle's Law in a 7th grade class, a teacher needs to evaluate the fol"
101,32ca35319e7725bd,100,A third year high school teacher explains to the students the structural properties of neurons i
102,e8f1c26fac91f57f,101,A teacher needs to work with the following learning objective with 2nd year high school students
103,f7f65739bd5bcd2a,102,A teacher of a 12th grade class has asked the students to relate environmental pollution with ac
104,003ae31718cb5bd3,103,"A teacher asked the students to carry out the following experimental design, with the objective "
105,28f591cb5df21be2,104,"A teacher of a 1st year high school class, during a session on environmental issues, must evalua"
106,fd9ba5f708085467,105,"A teacher develops various teaching-learning activities with second-year high school students, r"
107,284865037528d8e0,106,"A high school teacher is planning a class with the objective ""To analyze and interpret data on c"
108,365e206ba5a93e29,107,A teacher is starting the unit on electric force and electric charges in a Senior Year class. Du
109,d066fdc35deb8daa,108,"In the preparation of a class for 2nd grade secondary students, a teacher seeks an appropriate e"
110,e17efc8dbfaf545f,109,"A teacher plans the next class with 1st grade high school students with the objective ""Recognize"
111,f5193a6ce21a5fec,110,"To work on the concept of hydrostatic pressure, a third-year high school teacher plans a class w"
112,d88e6ea61636311d,111,"A high school teacher is planning a class with the objective of ""Describing the kinematics of un"
113,921c5b03e5328d46,112,"The teacher is planning a class for a third year high school group, whose objective is ""Identify"
114,63644d28a0656758,113,Which of the following preconceptions of students directly hinders the learning of Archimedes' p
115,26e9b1adba638a25,114,"In the fluid mechanics unit of 3rd year, a teacher poses the following learning objective: ""Expl"
116,009ec866b9d86178,115,A third-year high school teacher is designing a written test to evaluate the rotational kinemati
117,794d1998b0002b73,116,"A high school teacher, in his lesson planning, has set the objective that students relate the ch"
118,1692d98e7dbc1771,117,"A teacher is working with a 3rd grade class on the unit of Chemical Equilibrium, with the object"
119,6c32adcb624869e7,118,A teacher has planned to work on the objective of graphically representing the variation of pH i
120,9a749c975653cdd7,119,"In a class corresponding to the topic of chemical equilibrium, a high school teacher is working "
121,fb75288aa10db0c1,120,A teacher is working with a 3rd-year high school class on the topic of Thermochemistry. To have 
122,f14ef27832150cfa,121,"A group of third-year high school students is preparing a lab report on the experiment titled ""F"
123,e53c2751ece117db,122,"A teacher, during the unit on Chemical Bonding, asks their students to step-by-step develop the "
124,98de2202369459af,123,A senior high school teacher aims for her students to establish the variables involved in determ
125,7ec12776de65edb8,124,"A teacher for 1st year high school, in the subject of Stoichiometry, needs to assess the student"
126,e86a79ca88bb8749,125,Which of the following activities could a 4th grade teacher propose to develop the planning skil
127,40f8ea06de842648,126,"In a preschool, the educator needs to assess the level of achievement of the following indicator"
128,4f8eff61f8e18036,127,"For pre-kindergarten children, an educator invites them to the patio to conduct a learning exper"
129,c3288a8c065881f3,128,A teacher of a preschool class is developing the unit Thinking like a scientist. The children ha
130,91a8e2b32c1cb18a,129,"A preschool teacher has worked on the learning objective ""Collaborate in everyday situations, in"
131,6b15554babe1ade4,130,"A third-grade teacher evaluated, in the unit on Natural Resources Care, the objective ""Recognize"
132,86732ed0cb6e4949,131,What activity is suitable for 3rd grade students to model the phenomenon of a solar eclipse and 
133,1917efb877e2d8b1,132,A lower nursery educator plans to gather evidence for the following evaluation indicator of the 
134,7758256133caeb16,133,A kindergarten educator plans within a science project the following specific learning objective
135,2232a97cf83785f4,134,A preschool teacher is working with children on the following learning objective from the Explor
136,89352479fc8da7c4,135,"In an 8th grade class, after finishing explaining the function of organelles in eukaryotic cells"
137,2f3f3148b755db91,136,An 8th-grade teacher has detected that her students have difficulties understanding the concept 
138,05e1f40fd220e9c6,137,An 8th grade teacher is planning a lesson on the structural characteristics of secretory cells a
139,4180ac5ba1852b9a,138,"A teacher of 8th grade is beginning the unit on Cells. To do this, he explains the key differenc"
140,b254e17e23b9105d,139,"In a summative assessment, an 8th-grade teacher has planned the following evaluation objective: "
141,789b83b8589863a1,140,"A 6th-grade teacher, at the end of the class on food chains, intends to verify if the students h"
142,47cd6df0bf498b3b,141,"A 1st year secondary teacher, in a class about the factors that influence photosynthesis, will a"
143,93d6e959a008fcdc,142,A 1st year secondary teacher is working on Darwin's theory of evolution. One of the objectives i
144,f75a67eedaa67a9d,143,A 4th-year secondary teacher is planning a class aimed at helping students understand the role o
145,5c5cea7add3f9b1e,144,"In a 2nd grade secondary class, whose objective is for students to understand the ovarian and ut"
146,1f1fe6288adf0596,145,"A 1st Year secondary teacher, in the unit of Matter and energy in the ecosystem, will formativel"
147,ff4333f8b69e1a02,146,A 4th year secondary teacher set as a goal for her students to understand the action of the enzy
148,bea0b2da0016f817,147,"A 1st-year secondary teacher designs a class to work towards the following learning objective: """
149,d273317cb3c6d0a9,148,"A 2nd year secondary teacher is planning the classes for the Kinematics unit. In one of them, he"
150,8aaa940864b43c79,149,"In most school texts, in the study of electricity and direct current electric circuits, the ""hyd"
151,02a5c6b41fa10b38,150,"In a 1st Year secondary class, students engage in activities related to the process of image for"
152,f66f832969458270,151,What knowledge is necessary for first-year high school students to have developed previously in 
153,1ab6979c897a0f08,152,"A 2nd-year teacher, in their upcoming Physics classes, will work with their students on the foll"
154,4234a5c49e18fdda,153,A 2nd grade secondary teacher is designing an instrument to evaluate the following learning obje
155,bc05d333abda7678,154,"A second-year secondary teacher, in the unit of Kinematics, will conduct a diagnostic assessment"
156,06faa2ff9202ded1,155,"At the end of a class on the Doppler effect for a first-year secondary class, a teacher conducts"
157,8568912d91021dfd,156,"A 2nd year secondary teacher, in the unit of Stereochemistry and Isomerism, is planning a class "
158,bf87d065ca340381,157,"A 2nd year secondary teacher, in the unit of Solutions, is explaining colloids. She points out t"
159,5353ed776b8d163d,158,"A 1st year high school teacher, in the unit of Inorganic Nomenclature, is conducting a class wit"
160,d9d9ef9e2f9f0c3d,159,A secondary teacher of 2nd grade will work with her students on the factors that affect solubili
161,be7db1ca6168f298,160,"A secondary teacher in 4th grade, while planning the unit on acid-base reactions, sets the follo"
162,bbc7635891b2cb07,161,"A secondary teacher in 4th Grade, in the unit of Nuclear Energy, sets as the objective for the c"
163,c6ec16da9ca5a623,162,A group of 2nd year secondary students must carry out an activity aimed at the learning objectiv
164,541bd7cfcd4580b0,163,A teacher is working on the unit Heat and Energy with an 8th-grade class. For one of the classes
165,4f4d5f319fcab1c3,164,"A teacher plans a class to work with her 8th grade students on the following objective: ""Identif"
166,15928b641a56e7fc,165,A teacher is planning the unit on Ideal Gases that she will teach to a 7th-grade class. The obje
167,475f7b836adb384f,166,"In an 8th grade class, a teacher has conducted an evaluation on the atom and the formation of io"
168,0030071a49e23c45,167,"A teacher is addressing the Immune System unit with a 7th grade class. In one of the classes, sh"
169,30be460ab37d8d49,168,"A 7th grade teacher is planning a class for the Forces unit, aimed at conceptually explaining th"
170,5151b67eac3a2376,169,A teacher is designing a written summative assessment for 7th grade in order to collect evidence
171,0fa1bfa290fc948f,170,A teacher who has covered the Electricity unit with a 5th-grade class will conduct an assessment
172,e62afc468c1ac82c,171,"A teacher will evaluate the following indicator in a 7th grade class: ""Distinguishing the parame"
173,dc20c66c586d5152,172,"A teacher, in a 1st year of Secondary Education, in the unit Evolution and biodiversity, is cond"
174,82a7eae24208518a,173,"Second-year secondary students, guided by questions from the teacher, are examining classic expe"
175,6bf69c7181db153a,174,"A secondary teacher is explaining the mechanism of action of humoral immunity, specifically the "
176,0aa1dacfafde04f7,175,"A secondary teacher, in a 2nd Year class, during the unit on DNA and cellular reproduction, is p"
177,25267a84a3e5f5e2,176,A teacher in a secondary class at the end of the Nervous System unit will summatively evaluate t
178,b80979c1131d480f,177,A secondary teacher is preparing a lesson for 2nd grade where she will develop the following obj
179,84ddfe4b9105b86e,178,"A first year secondary teacher is planning a lesson with the following learning objective: ""To u"
180,77a0e2a860ba8bfb,179,"In a 2nd year Middle school class, a teacher explains to the students the law of universal gravi"
181,3eb935240ae2686e,180,A secondary teacher in 1st grade has planned to work on the following concepts during the Waves 
182,7d022a63cc9b1135,181,A teacher of 1st year high school class is planning a formative assessment to apply at the end o
183,1b94631e63d26756,182,"A secondary teacher, in the unit Chemical Phenomena in the Environment and Their Effects, is pla"
184,7df83a6edcb0e28b,183,"One of the objectives worked on by the 2nd year secondary students is to ""Organize and interpret"
185,4a95a82b88e89725,184,A teacher of 1st year secondary school conducted an assessment to verify if the students can rec
186,8dcf01efe117756e,185,What prior knowledge must students necessarily have to understand the fundamentals of Bernoulli'
187,455272cd4da6abd9,186,A preschool educator is working on the following learning objective from the Verbal Language cor
188,4c421d6977912094,187,What prior knowledge should the student have to identify hendecasyllabic verses?
189,450408e7a51edfe3,188,A teacher is working on the inferential level of reading comprehension based on the reading of t
190,1a4561f9363274f9,189,"This model is based on learning to read and write progressively, step by step, with explicit tea"
191,e965f81181fe2124,190,"In a 3rd grade elementary class, a teacher instructs her students to repeatedly read a short sto"
192,4000a957e259d69c,191,Which of the following activities allows evaluating the development of phonological awareness in
193,08d77ffd7db37921,192,Which of the following activities allows assessing whether students in the initial reading stage
194,ca271c16a4753767,193,"A teacher sets the following learning objective: ""Understand oral texts to obtain information an"
195,ba7a73fd9967e1ad,194,Which of the following questions is appropriate to promote the development of metacognition amon
196,0aab62440f3f7559,195,A teacher wants to encourage her students to read poems by focusing on the use of language. She 
197,0ebc90cc2c833370,196,"During the reading of expository texts, 4th grade elementary students present some difficulties "
198,3baa60eab40da26a,197,A teacher is going to evaluate the fluent reading of her 1st grade elementary school students. T
199,714589a7f6f11cec,198,"For the objective ""Express oneself coherently and articulately on topics of interest,"" 3rd grade"
200,fe0f69db531c86b6,199,Read the following situation: An educator gives some instructions to the parents to promote read
201,3ce995cccb8d6ddc,200,In which of the following situations is pragmatic awareness developed?
202,df5b938699791669,201,"Regarding reading skills, which of the following achievements is expected in a four-year-old boy"
203,340d6977564958d2,202,In which of the following activities do you work on recognizing the initial sound of words?
204,f15db3563f6148bb,203,Read the following situation: An educator invites children to play with changing letters in some
205,03cdf8fa2391a78e,204,"Valentina is in preK and has advanced in her writing skills, managing to connect dots to draw di"
206,bf6f26113c4b768d,205,"A teacher wants students to learn the features of expository text. To do this, in one of his act"
207,04cc6d50b0bb68ef,206,"A 6th grade teacher will assess the following learning objective: ""Write short texts of various "
208,4fa9ad924b2f4f81,207,"Some 6th grade students, during an activity, write a story that includes descriptions of the cha"
209,17ee4b2220524bbe,208,A teacher will work with her students on reading comprehension skills using a dramatic text. Whi
210,4e6f2d7b2ce49c10,209,"To achieve the objective 'Analyze the poems read to enhance their understanding', a teacher perf"
211,f39207a76826105c,210,"A teacher will begin the unit on comprehensive reading of comedy. Beforehand, she will conduct a"
212,1ba29093e894b07b,211,"A teacher is working on the following objective: ""Recognize the point of view of the sender of a"
213,24cc5f05cb98eb68,212,Read the following classroom situation: Mr. López is a new English teacher in a public school. H
214,89bfde68bf0c8e4a,213,Read the following classroom situation: In one of his/her next lessons an English teacher has to
215,85c8dda41856edf8,214,Read the following classroom situation: An English teacher has asked his students to read a text
216,ea92d22bbdc2666f,215,"Read the following classroom situation: Mrs. Parada, an English teacher, has been working with h"
217,e50aedc528532c7d,216,"Read the following classroom situation: In a reading comprehension lesson, Mrs. Fernández, the E"
218,c39286c29ad8555c,217,Read the following classroom situation: One of the learning objectives in English for 11th grade
219,54487b5c3f8e829f,218,Read the following classroom situation: The students of 12th Grade B have just finished presenti
220,42032a22f3d35dac,219,"Read the following classroom situation: In an EFL reading comprehension class of 11th Grade, the"
221,38fe1b53b42dac63,220,Read the following classroom situation: Mr. Valenzuela is teaching English in a 9th Grade class 
222,cb077dda01ca4dbb,221,"A teacher asks students to write a story, respecting punctuation. One of the students presents t"
223,9c885ffad6089b75,222,"In a writing unit, whose objective is the creation of various types of letters, the teacher prop"
224,cde0653f28f4fdf2,223,"In the unit of Textual Production, a teacher asks the students to write texts, focusing on thema"
225,01398a4cfac85900,224,A teacher in a unit related to language management presents her students with the following head
226,23dff550b8e59d27,225,"A teacher, at the beginning of the class, proposes reading an article about how the Internet inf"
227,3a861b360a0f23d9,226,"In the lyrical genre unit, a teacher presents to his students the following poem: In those days "
228,e15b8483c75c36d8,227,Read the following situation: A teacher of 2nd grade presents the following text to her students
229,ec4cb858464f26c0,228,Read the following situation: A 2nd grade teacher reads the following poem excerpt to his studen
230,0056091a4c320612,229,Read the following situation: A 4th grade teacher asks students to bring examples of proverbs fr
231,5c5cfd6e508e54bf,230,"Consider the following situation: A teacher is working on the fable ""The Fox and the Grapes"" wit"
232,10b09e7fdbc1cdbc,231,Read the following situation: A 3/EW Basic teacher has been working on reading comprehension thr
233,64225aa3664d1f85,232,Read the following situation: The students of a 3rd grade Basic class wrote stories to create an
234,bdcdb67e95638d6a,233,Consider the following situation: A teacher is starting with her preschool group the daily story
235,fbec6d91337af6d8,234,"An educator observes that a girl in preschool, when transcribing her name, writes it in reverse,"
236,95f1f0b5a2577c59,235,"The 8th-grade students are working on an anthology of comic strips, selected by themselves, whic"
237,4bbb956d9ae788b3,236,"Once the students have read a micro-story, the teacher asks them to do an activity focused on th"
238,1e82491223faaf88,237,"In 7th grade, a teacher is working with students on the concept of polysemy. For this, he hands "
239,1d006114a2659b40,238,"A Language teacher, aiming for the students to identify the orthographic error, shows a PowerPoi"
240,0ed43deb54030f2d,239,"In a 6th grade, a Language and Communication teacher will start the following unit: ""Correct wri"
241,8257f4ed36e3f6c2,240,"During a class dedicated to punctuation marks, a teacher gives the class a text in which quotati"
242,7d2ec2765387f360,241,"Read the following situation: In a 7th grade class, in the Writing section, a teacher is working"
243,e052cf7a0ad458f7,242,A 5th-grade teacher whose class goal is to work with students on applying the concept of a seman
244,8b12e5f6b532851a,243,"In a Language class, to apply the concept of ""propaganda"", the teacher asks the students to crea"
245,9dc9110f1f53be0c,244,"In a 7th grade class, a teacher designs an instrument to evaluate the expansion of her students'"
246,4ef73e5589ee5414,245,"Seventh grade students are working on the formal structure of a news article, and for this, the "
247,c6bc0418236c665c,246,"In an 8th grade class, during the unit on epic poetry, a teacher designs an instrument to evalua"
248,6893225e3240975c,247,A teacher aims for his students to identify the purpose of using dialogical sequences in differe
249,d05ae898421b3900,248,A teacher is working in the Writing section with the aim of expanding the vocabulary of unfamili
250,0e66df53f3819186,249,"Read the following situation: A teacher, whose objective of the class is to understand argumenta"
251,6719627bfe8072cd,250,Read the following situation: A teacher is working with a senior class on the following learning
252,70ea5e0194c8bb74,251,A professor who is working on the characteristics of contemporary narrative wants to check the l
253,a1e5a0b81640f0c1,252,"Read the following situation: A teacher, in a senior high school class, asks her students to wri"
254,45ad99e24f177185,253,A teacher proposes that the class write an expository text with the objective of making students
255,e85f9f658137671c,254,"Read the following situation: To address the learning objective: ""Write an argumentative text"", "
256,6a57fffef40706b1,255,Read the following situation: In a class on the analysis of argumentative texts of a third year 
257,bd1cbdcf03eb484e,256,Read the following situation: A high school teacher will assess the narrative genre unit with a 
258,59a60a0fb055a54b,257,"In reading a story, which of the following options corresponds to a reading strategy inherent in"
259,1a5a7ed10ce3bbe9,258,A 4th-grade teacher divides the class into groups and asks them to write an instructional text t
260,f2f522b8d5dc12b2,259,A teacher is working with his third-grade students on reading comprehension based on the legend 
261,99b92f378e036709,260,A teacher from a 4th grade class has divided the class into groups to write a news article on di
262,7f5f565142ba95c6,261,A 4th grade basic education teacher is working with her students on understanding the grammatica
263,6384496479753d4b,262,A teacher of a 4th Grade class will start working on the function of the adverb with his student
264,36dc87c1953e05c6,263,An educator intends to carry out a diagnostic evaluation of oral language for a group of prescho
265,9e0e5f2170d2ea79,264,"A kindergarten teacher is conducting a presentation activity by the children, on a region of Chi"
266,436c9d570db4b513,265,"In relation to the initiation to writing, which of the following educational situations is most "
267,2d07e26efce19e0e,266,Which of the following performances corresponds to that of a boy or girl who is in the syllabic-
268,51f02e678a0cca05,267,"A preschool teacher plans to work with her group on the following learning objective: ""To discov"
269,b473dfd2a387562b,268,The Learning Resource Center of a school has various didactic materials to promote language deve
270,eccb08b1376457b4,269,"A preschool educator, after completing the first semester, observes that, in artistic languages,"
271,ba75abb0797d2627,270,"A teacher in a Grade 8 class addresses the production of texts with an informative purpose, cons"
272,34235bbb628edc56,271,A teacher in a 6th grade class asks the students to write short narrative texts to sequence even
273,5d5f8254894a2ad8,272,A teacher in 8th grade conducts a summative assessment of a reading of a dramatic genre. Despite
274,71cf23f263ffb9a6,273,"A non-teaching staff member, in an 8th-grade class during the unit on the lyric genre, proposes "
275,944490361c37406f,274,A teacher in a 7th Grade class asks the students to write a news article about the school's anni
276,dbe7aa9fbd7143a4,275,A teacher designs an instrument to evaluate the production of an informative article about the h
277,c385fdf807fcefb6,276,"A teacher, in the unit of the lyric genre in an 8th Grade class, will conduct a summative evalua"
278,0c022f0357b5c4e8,277,"During the narrative unit in a 6th grade class, a teacher asks the students to write a short exp"
279,84381c847d34eae3,278,"In a 6th Grade class, in the unit on the lyric genre, a teacher will give the students a written"
280,e556f4c4fb7f6c82,279,"A teacher in a 7th grade class, in the unit on argumentation, will evaluate the following learni"
281,f6ac6f40d8cd835f,280,"For a 12th grade class, during the unit ""Reality and Freedom"", a teacher, in order to develop an"
282,7c149f054ad5b9b8,281,"In a first year high school class, a teacher proposes the following activity to students to work"
283,0200ae19b471d2b6,282,A teacher wants to work on the writing of a dramatic play in 1st Grade of secondary school. For 
284,0a501ad6b8527d5b,283,A high school teacher proposes to work with the students on the identification of pronouns refer
285,c913c9059fa6a94f,284,"A high school teacher works with students on reading, analyzing, and interpreting lyrical texts "
286,a87d98cd375cc38c,285,A teacher of 2nd grade of secondary school tackles the writing of expository texts. During the a
287,b1efc65b39b425ea,286,Read the following excerpt from an essay submitted by a second-year high school student: In the 
288,97afdb1a56a4b1b0,287,"A teacher, who is working on argumentation with a year 3 high school class, reviews the followin"
289,8955d0e066d055d9,288,A kindergarten teacher requires conducting a diagnostic assessment to explore the lexical skills
290,9ab270fb04c17533,289,A fourth grade teacher is reading with his students the following excerpt from the story *The Di
291,ad5a8705f52559f4,290,A second-grade teacher worked on the story of Cinderella with their class and then conducted a b
292,fcc86ff6ea661bf5,291,A teacher of a 4th grade class is designing a test to assess the reading comprehension of her st
293,0abb8707b101ea79,292,Which of the following strategies is appropriate for 4th grade students to practice recognizing 
294,86ba16dbd412e805,293,"A third grade teacher reads the following text written by one of her students: ""I had a great ti"
295,8ce6a8cf859c7f18,294,Which of the following activities specifically allows working on grammatical agreement in writin
296,300aee224bb294b1,295,A teacher of middle-level children has observed that her group of boys and girls enjoys creative
297,50f0ec1f802eb8b9,296,"In a higher nursery level, the educational team decides to plan strategies to promote the follow"
298,5fafbfec81e86486,297,A preschool teacher plans to evaluate the following learning objective from the Verbal Language 
299,b5398285c321283a,298,"A 3rd grade teacher is going to work on writing a story with her students, focusing on the adapt"
300,fd19c7d61ec23210,299,"Based on an experimental activity, a third-grade student wrote the following text, in which he e"
